id,fold,label,target,text
senti-norm-1473#1,8,pos,"Consenting adults be allowed to compete in official, deadly arena-style tournaments","Consenting adults should be allowed to compete in official, deadly arena-style tournaments, without having to fear any legal repercussions."
senti-norm-9863#4,9,neg,real skills nor proof to contribute,No real skills nor proof of them is needed to contribute.
senti-norm-5545#32,1,neg,Professional thieves are brought out of illegality if their profession is sanctioned,Professional thieves are brought out of illegality if their profession is sanctioned. Doesn't mean it should be.
senti-norm-9791#1,2,pos,Euthanasia be legalised,Euthanasia should be legalised.
senti-norm-7835#1,4,pos,Inheritance be minimized to create an equal outset for everyone,Inheritance should be minimized to create an equal outset for everyone.
senti-norm-16174#1,6,neg,Pride organisers corporate sponsorship,Pride organisers should refuse corporate sponsorship.
senti-norm-28142#1,8,neg,Universities Fossil Fuels,Universities Should Divest from Fossil Fuels
senti-norm-14346#1,9,neg,The tampon tax,The tampon tax should be abolished.
senti-norm-25497#3,0,neg,Marriage be supported by the state,Marriage is a harmful institution and should not be supported by the state.
senti-norm-5212#4,1,pos,Those in favour of a Labour government (or who oppose Conservative rule) accept that under current circumstances Jeremy Corbyn should be the next Prime Minister,Jeremy Corbyn's position as leader of the Labour Party is secure for the foreseeable future. Those in favour of a Labour government (or who oppose Conservative rule) must therefore accept that under current circumstances he should be the next Prime Minister.
senti-norm-4415#1,3,pos,Human beings colonize Venus before Mars,Human beings should colonize Venus before Mars.
senti-norm-23850#391,5,neg,term limits for any democratically elected people,This logic would imply that there should not be term limits for any democratically elected people.
senti-norm-11720#1,6,neg,The Second Amendment to the U.S. Constitution,The Second Amendment to the U.S. Constitution should be repealed.
senti-norm-2871#332,7,pos,The children here illegally go back to their parents' country of origin with their parents,"If parents snuck their children into Disney World and were caught and ejected from the park would you blame and punish Disney World? The children here illegally should go back to their parents' country of origin with their parents. The majority of them are not minors now, and have not applied for citizenship since they've been here."
senti-norm-16419#19,9,pos,Women be treated in a special way,"Women today still face gender-based discrimination, thus any behavior, implying that they are less capable or should be treated in a special way, should be discontinued."
senti-norm-1764#15,1,pos,Universities function as models for civic and civil discourse,Universities should function as models for civic and civil discourse. Ideas which fall outside of the norms of proper civil discourse should be excluded from it.
senti-norm-25803#110,3,pos,choose to opt into internships,People choose to opt into internships. If they feel it is in their interests they should be free to choose to do so.
senti-norm-13817#8,4,pos,the American flag be off limits,"This is something that should be off limits, the American flag is something beyond a symbol for many."
senti-norm-2091#1227,5,neg,The US support the two-state solution,The US should not support the two-state solution as it is not the best outcome for the region.
senti-norm-1764#5,8,neg,No-platforming,No-platforming should be abandoned because it is an assault on free speech.
senti-norm-1926#1369,9,pos,The language of Twain be modified,The language of Twain is inaccessible to children and should therefore be modified.
senti-norm-6116#1,1,pos,Every country be ethno-nationalist,Every country should be ethno-nationalist.
senti-norm-14198#5,3,pos,Children be given time to grow a natural interest in technology,Children should be given time to grow a natural interest in technology instead of being pushed into it.
senti-norm-5637#1,4,pos,Pregnant people have the right to choose abortion,Pregnant people should have the right to choose abortion.
senti-norm-9980#1,7,pos,Organ donation be mandatory,Organ donation should be mandatory.
senti-norm-30257#2,8,neg,the overcrowded and unsanitary breeding facilities from which most pets are currently sourced,This is necessary to counter the overcrowded and unsanitary breeding facilities from which most pets are currently sourced.
senti-norm-14939#1,0,pos,Football (soccer) in Australia adopt a promotion and relegation system,Football (soccer) in Australia should adopt a promotion and relegation system.
senti-norm-2214#459,1,pos,give them a safe place to live and protect them,"Basic humanitarian principles, such as those found in international humanitarian law demand that we give them a safe place to live and protect them."
senti-norm-17848#1,2,pos,Profanity be Permitted in Debate,Profanity Should be Permitted in Debate
senti-norm-1692#1,3,pos,Citizens in democratic states be required to vote or be fined,Citizens in democratic states should be required to vote or be fined.
senti-norm-14035#863,4,pos,Animals eat other animals to survive,"Animals do not have a choice, they have to eat other animals to survive, and don't have the cognitive abilities to take an ethical stance on eating animals. Humans have choice and can be perfectly healthy without meat."
senti-norm-1474#5,5,pos,"Once released, they be treated like ordinary citizens, imposing no additional obligations upon them","Once released, they should be treated like ordinary citizens, imposing no additional obligations upon them."
senti-norm-13288#63,6,pos,They suffer from the negative consequences of unhealthy behaviors for a longer period of time,They would have to suffer from the negative consequences of unhealthy behaviors for a longer period of time. This is an incentive to live as healthy as possible.
senti-norm-28770#1,7,neg,Children own a smartphone,Children should not own a smartphone.
senti-norm-2214#27,8,pos,high-income countries help Refugees,"Refugees are desperate, vulnerable, innocent human beings. Given that every human being is of equal dignity and humanity, high-income countries must help them."
senti-norm-28474#1,9,pos,"Civilians have the right to physically resist the police for performing an unlawful arrest, search, or seizure","Civilians should have the right to physically resist the police for performing an unlawful arrest, search, or seizure."
senti-norm-3529#1,0,pos,An artificial general intelligence (AGI) be created,An artificial general intelligence (AGI) should be created.
senti-norm-26696#1,1,pos,If he broke the law the President of the United States be indicted and prosecuted,If he broke the law the President of the United States should be indicted and prosecuted.
senti-norm-14255#1735,2,pos,"Religions, sects, denominations, and churches exist upon their own merit","Religions, sects, denominations, and churches should exist upon their own merit. If a church would fail without it’s non taxable status, it should be allowed to fail. It is the free market of ideas."
senti-norm-8539#4603,3,pos,other sources for charity and selfless acts than religion,"Those who are not religious also partake in charity and selfless acts, therefore there must be other sources for it than religion."
senti-norm-29923#12,5,pos,Put up more signs as reminders,Put up more signs as reminders! Think about puppets which you can already get from 55E or real signs with a speedlimit of 30km/h. . Make them yourself! customized to our liking and can be an artful expression of sorts.
senti-norm-1528#33,6,pos,be allowed to value their life as they see fit,"People should be allowed to value their life as they see fit. If they self-actualize best through obesity, we should not prevent them from doing so."
senti-norm-5087#1,8,pos,Fireworks only be enjoyed at organised public displays,Fireworks should only be enjoyed at organised public displays and not sold domestically.
senti-norm-14742#2,9,neg,Older generations lose the democratic right to vote because of age,Older generations have been granted the democratic right to vote. They should not lose that right because of age.
senti-norm-23850#464,0,neg,It matter which individual sits on the bench (assuming basic qualifications),It should not matter which individual sits on the bench (assuming basic qualifications). The role should be executed in exactly the same way no matter who the individual Justices are. Concern over who exactly holds office as a Justice is therefore misplaced.
senti-norm-15628#11,3,pos,People who work as software developers make money to buy basic necessities,People who work as software developers need to make money to buy basic necessities.
senti-norm-9762#577,4,neg,Schools a good place for a gun to be stored,Schools are tense places and teachers are already faced with having to diffuse arguments and fights daily. This is not a good place for a gun to be stored. In a crisis a teacher needs to mind all the children and assure they are silent and sheltered in place or moving as the situation requires. That is already a very tall order.
senti-norm-26461#1,5,neg,The Subminimum Wage,The Subminimum Wage should be abolished.
senti-norm-17670#1,6,pos,"Drivers always mirror, signal, manoeuvre","Drivers should always mirror, signal, manoeuvre."
senti-norm-23298#1,7,neg,Horse racing,Horse racing should be banned.
senti-norm-24256#5,8,pos,Children be protected from violence,Children are sensitive beings who need to be protected from violence.
senti-norm-12626#13,9,neg,secular symbols be displayed at school,"If ""religious symbols"" cannot be displayed at school then secular symbols need to go as well, to avoid double standards."
senti-norm-10250#1,0,pos,Voters in the UK have a final vote on the Brexit deal,Voters in the UK should have a final vote on the Brexit deal.
senti-norm-16915#1,1,pos,Planned Parenthood be defunded,Planned Parenthood should be defunded
senti-norm-19119#8,2,pos,Hungary defend Hungarian values against the globalisation agenda of the EU and others,Hungarian values are distinct from European or global values. Hungary should defend them against the globalisation agenda of the EU and others.
senti-norm-28593#1,3,pos,Kosovo be considered an independent country,Kosovo should be considered an independent country.
senti-norm-5496#1,5,pos,"believe that God exists, even if they are not sure it's true","One should believe that God exists, even if they are not sure it's true."
senti-norm-12002#10,6,neg,Regulating a social media platform that is used by millions of people worldwide,Regulating a social media platform that is used by millions of people worldwide is an immensely difficult task. Each country must have laws against it and those countries must coordinate together. Some countries do not have the resources or the motivation to enforce such regulations.
senti-norm-18304#1,7,pos,Google censor their search results,Google should censor their search results in order to operate in China.
senti-norm-1233#1,8,neg,"Honey, beeswax, royal jelly, or bee venom and products made thereof","Honey, beeswax, royal jelly, or bee venom and products made thereof should be banned, even if the products come from organic beekeepers."
senti-norm-5581#1,9,pos,First Aid be taught in schools worldwide,First Aid should be taught in schools worldwide.
senti-norm-13237#1,1,neg,Land boundaries/borders,Land boundaries/borders should not exist.
senti-norm-2027#399,2,pos,"decisions where the voters aren´t questioned (foreign policies, taxation, etc.) also be the case with drug legalisation","There are decisions where the voters aren´t questioned (foreign policies, taxation, etc.) and it is for the better of it, this should also be the case with drug legalisation."
senti-norm-15269#1,3,pos,require restitution instead of or in addition to prison and fines for criminals that are not dangerous,We should require restitution instead of or in addition to prison and fines for criminals that are not dangerous.
senti-norm-14932#1,4,neg,The Kinder Morgan pipeline expansion,The Kinder Morgan pipeline expansion should not be built.
senti-norm-8649#5,5,pos,"The name ""Macedonia"" only be the name of a region","The name ""Macedonia"" should only be the name of a region), and not be coopted to construct a national identity."
senti-norm-17753#1,6,neg,The government hold a central database of its citizens' health data,The government shouldn't hold a central database of its citizens' health data
senti-norm-15695#19,7,pos,People be taught to be more proactive in their health by avoiding HPV risks,People should be taught to be more proactive in their health by avoiding HPV risks rather than getting a vaccine.
senti-norm-18429#5,8,pos,Gender differences be celebrated,Gender differences need to be celebrated.
senti-norm-26950#1,9,neg,children 16 and under from being unsupervised,Laws should prohibit children 16 and under from being unsupervised.
senti-norm-10098#1,2,neg,US and NATO all combat and peacekeeping roles in Afghanistan,US and NATO should completely withdraw from all combat and peacekeeping roles in Afghanistan.
senti-norm-3185#1,4,pos,The ecological crisis Earth is facing become the collective and singular focus of society,The ecological crisis Earth is facing should become the collective and singular focus of society.
senti-norm-1546#559,5,pos,"if the passenger was the Prime Minister or President, alter the moral consideration beyond just directly comparing that amount of lives saved","For example, if the passenger was the Prime Minister or President, that should alter the moral consideration beyond just directly comparing that amount of lives saved."
senti-norm-21159#1,6,neg,Humans tour space,Humans should not tour space.
senti-norm-10297#1,7,pos,The man be older,The man should be older
senti-norm-2141#1,8,neg,US companies paying any employee more than 35 times the compensation of their lowest-paid employee,US companies should be prohibited from paying any employee more than 35 times the compensation of their lowest-paid employee.
senti-norm-13283#1,9,neg,Religious organisations in liberal democracies receive any public funding (direct or indirect),Religious organisations in liberal democracies should not receive any public funding (direct or indirect).
senti-norm-6980#45,0,pos,"Canada, Quebec to stay",Canada needs Quebec to stay.
senti-norm-16974#1,1,pos,"A flat ""Asset Tax"" is all the tax we ever pay","A flat ""Asset Tax"" is all the tax we should ever pay."
senti-norm-22454#607,2,pos,"Governments limit free speech in societies which are not fully developed, or where civil discourse has broken down","Governments should limit free speech in societies which are not fully developed, or where civil discourse has broken down."
senti-norm-13948#1,3,pos,YouTube facilitate revenue splitting by rights-holders,YouTube should facilitate revenue splitting by rights-holders.
senti-norm-18325#1,4,pos,spend our spare time helping others,We should spend our spare time helping others rather than in self-development.
senti-norm-22454#3,5,neg,People's right to free speech include hate speech,People's right to free speech should not include hate speech.
senti-norm-2219#1,7,pos,"The LGBT rights movement campaign use the narrative that queer individuals were ""born that way""","The LGBT rights movement campaign should use the narrative that queer individuals were ""born that way""."
senti-norm-2995#2,8,pos,Kneel,Kneel
senti-norm-7185#4,9,pos,"High value transactions, the work of professionals",High value transactions require the work of professionals
senti-norm-2027#1047,1,pos,"Legalise all drugs, requiring each purchase to be accompanied by a test to ensure the consent and health of the consumer","Legalise all drugs, requiring each purchase to be accompanied by a test to ensure the consent and health of the consumer."
senti-norm-29707#1,2,pos,volunteer,People should volunteer.
senti-norm-2408#1,3,neg,"The US, Confederate memorials, flags, and monuments from public spaces","The US should remove Confederate memorials, flags, and monuments from public spaces."
senti-norm-15306#1,5,pos,Use of disposable items be limited,Use of disposable items should be limited.
senti-norm-16174#139,6,pos,rationalize their decisions ,"The individuals who run companies, and set their hiring policy, are human. Humans need to rationalize their decisions and as such will find it difficult to continue to discriminate against LGBTQ+ individuals whilst also funding the pride movement."
senti-norm-6288#1,7,pos,Aborting a disabled child be legal,Aborting a disabled child should be legal.
senti-norm-2214#1,8,pos,High-income countries take in significant numbers of refugees,High-income countries should take in significant numbers of refugees.
senti-norm-12650#1,9,pos,Constitutions protect linguistic minorities,Constitutions should protect linguistic minorities.
senti-norm-1266#1,1,neg,public restrooms of any sort be separated by either sex or gender,No public restrooms of any sort should be separated by either sex or gender.
senti-norm-17261#1,4,neg,The United States penny,The United States should abolish the penny.
senti-norm-2813#73,5,neg,file tax returns under a FairTax system,"Individuals do not need to file tax returns under a FairTax system (Tuerck, p. 3). This simplifies the lifes of citizens."
senti-norm-15434#1,6,neg,All religions on a global scale,All religions should be banned on a global scale.
senti-norm-1474#2,8,pos,"They be required to live in entirely detached communities, separated from the rest of society but without further restrictions of rights such as those that might be found in prisons or penal colonies","They should be required to live in entirely detached communities, separated from the rest of society but without further restrictions of rights such as those that might be found in prisons or penal colonies."
senti-norm-9146#8,9,pos,Abusive people suffer consequences,Abusive people should suffer consequences.
senti-norm-1592#4,0,pos,Fight to the death (and kill at least one of the British),"Option ""Three"": Fight to the death (and kill at least one of the British)."
senti-norm-4540#1,1,pos,Humans act to fight climate change,Humans should act to fight climate change.
senti-norm-16420#16,2,pos,Career politicians battle other candidates,Career politicians are better prepared since they need to battle other candidates.
senti-norm-16826#1,3,pos,Copyright die with the creator,Copyright should die with the creator
senti-norm-12158#2,5,pos,The existing means test be aligned with the Care Act financial assessment,The existing means test should be aligned with the Care Act financial assessment
senti-norm-23850#577,6,pos,a political institution be adequately reflective of public opinion,"Regardless of what it was meant to be, the Supreme Court is a political institution, and its judgements have political consequences. Such an institution must be adequately reflective of public opinion like all other political institutions in the US are."
senti-norm-29141#1,7,neg,Content creators own streaming services,Content creators should not own streaming services
senti-norm-15876#1,8,neg,Straight actors play gay characters,Straight actors should not play gay characters.
senti-norm-5637#1245,0,pos,a woman not equipped to or want to raise a child is able to choose abortion,"There are many reasons a woman may not be equipped to or want to raise a child. In these cases, it is important that she is able to choose abortion."
senti-norm-29906#6,1,pos,Someone who promotes an ideology that stands for hate and violence be reprimanded,Someone who promotes an ideology that stands for hate and violence should be reprimanded.
senti-norm-15238#1,2,pos,Major League Soccer adopt promotions and relegations,Major League Soccer should adopt promotions and relegations.
senti-norm-7739#575,4,neg,pursue enjoyment by causing suffering and/or death in other living beings,A person should not pursue enjoyment by causing suffering and/or death in other living beings.
senti-norm-3346#1,5,pos,The US adopt stricter gun control legislation in the form of the policy defined in the discussion info (click top left menu =\> Info),"The US should adopt stricter gun control legislation, in the form of the policy defined in the discussion info (click top left menu =\> Info)."
senti-norm-13564#84,6,pos,proceed with a method to have control over the process,"This next step is inevitable, so we should proceed with a method to have control over the process."
senti-norm-18869#1,7,pos,Election Day be a National Holiday in the U.S,Election Day Should be a National Holiday in the U.S.
senti-norm-30084#1,8,neg,feel obliged to change their lifestyle to combat global warming,No one should feel obliged to change their lifestyle to combat global warming.
senti-norm-9746#25,0,pos,guns be 'regulated',The quote says it should be 'regulated'. Restricting the availability of certain types of guns is therefore well within the range of permissible actions.
senti-norm-14035#19,2,pos,Vegetarian diet proper supplementation or a wide knowledge about nutrition,Vegetarian diet needs proper supplementation or a wide knowledge about nutrition to avoid deficiency.
senti-norm-21194#1,3,pos,All transgender athletes compete in men's divisions,All transgender athletes should have to compete in men's divisions.
senti-norm-3371#146,4,pos,All Muslims be Sunni,All Muslims should be Sunni.
senti-norm-26322#1,5,pos,Theresa May resign,Theresa May should resign.
senti-norm-4615#1,6,pos,Governments impose coercive methods of population control,Governments should impose coercive methods of population control.
senti-norm-16376#160,0,pos,Docked stations prioritize catering to those who're likely to utilise bike sharing programs,Most residents of a city are unlikely to utilise bike share in favor of having their own bikes. Docked stations should therefore prioritize catering to those who're likely to utilise bike sharing programs.
senti-norm-14742#1,2,pos,an age limit on voting,There should be an age limit on voting.
senti-norm-9360#42,3,neg,"The system prioritize the wishes of the public, if juries produce problematic rulings or unjust outcomes","The system should not prioritize the wishes of the public, if juries produce problematic rulings or unjust outcomes."
senti-norm-9354#1,5,pos,Public health care systems cover the costs of homeopathic treatment,Public health care systems should cover the costs of homeopathic treatment.
senti-norm-10214#3,9,neg,Politics be discussed in schools,Politics shouldn't be discussed in schools because teachers may bias their students.
senti-norm-15098#1,0,neg,U.S. Immigration and Customs Enforcement (ICE),U.S. Immigration and Customs Enforcement (ICE) should be eliminated.
senti-norm-12626#121,3,pos,monitor whether teachers have their hair colored or other chemical treatments,"If children are that fragile and easily influenced, we must also monitor whether teachers have their hair colored or other chemical treatments. Chemicals are bad for the environment and we wouldn't want kids thinking that was OK. And we must insist that clothing teachers wear is made in the US; we can't imply that it's OK to take advantage of cheap labor in less fortunate places. And clothes must be sold by companies that use models of all shapes and sizes because we can't have body shaming..."
senti-norm-13292#13,4,pos,"Tax be combined with education about the problems of meat, an increase in lobbyists against meat, and so forth","Tax alone would not help the issues around meat. It should be combined with education about the problems of meat, an increase in lobbyists against meat, and so forth."
senti-norm-16674#17,5,pos,Humans be allowed to explore DIY gene editing,Humans should be allowed to explore DIY gene editing.
senti-norm-1926#120,6,pos,a 'right' be considered either a moral or legal entitlement,"For a 'right' to exist, it needs to be considered either a moral or legal entitlement."
senti-norm-7614#1,8,pos,School be mandatory,School should be mandatory.
senti-norm-5601#874,9,pos,Trump be impeached on ethical and moral grounds,"Trump should be impeached on ethical and moral grounds, in part for harming the wellbeing of US citizens."
senti-norm-1229#1,0,neg,Humans eating animal meat,Humans should stop eating animal meat.
senti-norm-21024#1,2,pos,Existing scientific journals be flipped to fair open access publishing models,Existing scientific journals should be flipped to fair open access publishing models. Fair Open Access Alliance
senti-norm-12828#1,8,neg,Private education,Private education is wrong and should be ended.
senti-norm-4479#1,9,pos,The European Union intervene in the political conflict in Catalonia,The European Union should intervene in the political conflict in Catalonia.
senti-norm-10074#269,0,pos,Offensive speech usually be countered by opposing speech,"A ban is not necessarily the best way to counteract this effect. Offensive speech should usually be countered by opposing speech, rather than by suppressing people's freedom of speech."
senti-norm-6086#19,1,pos,The human body sugar,The human body needs sugar to survive while it can avoid tobacco entirely.
senti-norm-5465#1,4,pos,Genetically Modified Organisms be promoted as part of a sustainable agricultural economy,Genetically Modified Organisms should be promoted as part of a sustainable agricultural economy.
senti-norm-6351#8,6,pos,The European Union become a United States of Europe,The European Union should become a United States of Europe.
senti-norm-2091#54,7,pos,The US take this step to bring Israel back to the negotiating table,Israel has all but given up on the two state solution. The US must take this step to bring Israel back to the negotiating table.
senti-norm-30339#1,9,pos,All nations come together to form one world state,All nations should come together to form one world state.
senti-norm-2469#599,0,pos,The electoral college be reformed,"The electoral college should be reformed, rather than abolished."
senti-norm-2232#1,3,pos,Criminal punishments be based only on the offenders' culpability rather than the damages caused by the criminal act or other outcomes derived from the punishment,Criminal punishments should be based only on the offenders' culpability rather than the damages caused by the criminal act or other outcomes derived from the punishment.
senti-norm-2027#2274,4,pos,Regulation keep a balance between the interests of the consumer and the safety of the consumer,"A consistent evidence based approach, legalising all non-harmful, non-addictive drugs, and criminalising the rest. (Potentially legalising consuming cannabis, but banning smoking tobacco). Regulation should keep a balance between the interests of the consumer and the safety of the consumer."
senti-norm-4148#1,6,pos,Human life be valued above animal life in the case that only one can be preserved,Human life should be valued above animal life in the case that only one can be preserved.
senti-norm-9269#709,7,neg,"We consider any rule that suggests people have the freedom to choose, but then punish them if the consequences of their choice appear to be negative at a later date","We should not consider any rule that suggests people have the freedom to choose, but then punish them if the consequences of their choice appear to be negative at a later date."
senti-norm-7565#1,8,pos,Higher education be publicly funded,Higher education should be publicly funded.
senti-norm-7999#1,9,pos,Oprah run for president of the United States in 2020,Oprah should run for president of the United States in 2020.
senti-norm-16454#134,0,pos,"Unless behavior is threatening or disruptive, the bar for what is made illegal be very high","Unless behavior is threatening or disruptive, the bar for what is made illegal should be very high. It sets a precedent that minor inconveniences can/should be banned."
senti-norm-23831#1,1,pos,"The UK switch its electoral system from ""first past the post"" (FPTP) to ""alternative vote"" (AT)","The UK should switch its electoral system from ""first past the post"" (FPTP) to ""alternative vote"" (AT)."
senti-norm-1926#3,6,pos,Schools protect their students who are still minors from distressing content,Schools have a duty to protect their students who are still minors from distressing content.
senti-norm-12100#1,7,pos,The UK Education System Consider An Overhaul,The UK Education System Should Consider An Overhaul.
senti-norm-10120#1,9,neg,Violent video games,Violent video games should be banned to curb school shootings.
senti-norm-23597#1,0,pos,Teachers be allowed to display their tattoos,Teachers should be allowed to display their tattoos.
senti-norm-16173#42,1,neg,this behavior be added to basic public school teaching ,"Not all families accept this behavior, so it shouldn't be added to basic public school teaching. If these kinds of things were added, children would be constantly indoctrinated with other people's beliefs. Parents should be allowed to choose what information goes into their child's brain, and who they want them to become."
senti-norm-4608#14,2,pos,Wealthy people have more decision-making power over who runs the government,Wealthy people should have more decision-making power over who runs the government.
senti-norm-1335#1,4,pos,The International Olympic Committee (IOC) create a permanent venue for the Olympic Games,The International Olympic Committee (IOC) should create a permanent venue for the Olympic Games.
senti-norm-15900#1,5,pos,Renewable energy sources and sufficient energy storage replace fossil fuels for grid power,Renewable energy sources and sufficient energy storage should replace fossil fuels for grid power.
senti-norm-7721#1,6,pos,humans become immortal,"If scientifically possible, humans should become immortal."
senti-norm-12002#55,7,pos,collected expressly for the purposes of unethical use in and of itself be considered unethical,"If collected expressly for the purposes of unethical use, then that collection in and of itself should be considered unethical."
senti-norm-14272#1,8,neg,The US Pulled Out of the Iran Deal,The US Should Not Have Pulled Out of the Iran Deal.
senti-norm-1474#84,0,pos,be more lenient on pedophiles by reducing the severity of their convictions,We should be more lenient on pedophiles by reducing the severity of their convictions.
senti-norm-1414#29,1,pos,"Certain work, privacy to perform effectively",Certain work requires privacy to perform effectively.
senti-norm-18634#1,2,neg,Men be forced to pay child support if abortion is a woman's right,Men should not be forced to pay child support if abortion is a woman's right.
senti-norm-9812#1,4,pos,Empathy be taught in school,Empathy should be taught in school.
senti-norm-16288#1,5,pos,"Except for those in absolute poverty, everyone tithe (choose to give a tenth of income to charity)","Except for those in absolute poverty, everyone should tithe (choose to give a tenth of income to charity)."
senti-norm-11268#1,7,pos,build Lagrange colonies before settling on mars,We should build Lagrange colonies before settling on mars
senti-norm-24252#11,8,pos,The European Union focus on its numerous internal problems before considering any further expansion,The European Union should focus on its numerous internal problems before considering any further expansion.
senti-norm-11175#1,0,pos,Lawns be replaced by edible landscapes,Lawns should be replaced by edible landscapes.
senti-norm-30188#7,1,pos,Colleges have the right to consider all factors when selecting students,Colleges have the right to consider all factors when selecting students.
senti-norm-486#2296,2,neg,"tell your friends and acquaintances, when asked, all their flaws","You would have to tell your friends and acquaintances, when asked, all their flaws, which would reduce their self-confidence significantly and would cause a lot of jealousy and distress."
senti-norm-5064#1,3,pos,A higher gas tax be introduced to pay for infrastructure,A higher gas tax should be introduced to pay for infrastructure so that income tax can be reduced accordingly.
senti-norm-17649#1,4,pos,Mankind resurrect extinct species,Mankind should resurrect extinct species.
senti-norm-18432#1,6,neg,Military Air Shows,Military Air Shows should be discontinued.
senti-norm-7738#243,7,pos,"something other than what currently ""is"" To justify how things ""ought"" to be","This is Hume's is/ought distinction. To justify how things ""ought"" to be, you need something other than what currently ""is""."
senti-norm-2995#1,8,pos,Stand,Stand
senti-norm-13623#1,9,pos,Internet Access Be a Basic Human Right,Internet Access Should Be a Basic Human Right.
senti-norm-4272#1,0,pos,an independent Kurdish state,There should be an independent Kurdish state.
senti-norm-801#2121,1,neg,Capital punishment in the United States,"Killing people, in order to punish people who kill people is circular destructive reasoning. Beyond that, the conscience of the individual(s) who terminate the life of another is irreparably burdened. Capital punishment must be abolished in the United States."
senti-norm-4401#393,3,neg,The material be difficult to teach,"The material can be fairly straightforward and with the proper training, should not be difficult to teach."
