id,fold,rel,abbr,label,text1,text2
conet-241477,9,Causes,C,cause,seeing art,enjoy
conet-16806639,0,HasPrerequisite,HPre,precede,knock off for while,go to sleep
conet-321722,1,CausesDesire,CD,cause,lack of money for weed,work
conet-16802155,2,HasPrerequisite,HPre,precede,nice clothes,dressing nice
conet-237011,3,Causes,C,cause,jogging,lose weight
conet-229302,4,Causes,C,cause,attending classical concert,listening to classical muskic
conet-16813352,5,HasPrerequisite,HPre,precede,informing voters,preparing for vote
conet-229632,6,Causes,C,cause,being clever,misunderstanding
conet-16815128,7,HasPrerequisite,HPre,precede,make snack,sate hunger
conet-16796471,8,HasLastSubevent,HLS,precede,paint,clean brushes
conet-16800799,9,HasPrerequisite,HPre,precede,get judge and jury,conduct trial
conet-231396,0,Causes,C,cause,cooling off,human body to sweat
conet-16779074,1,HasFirstSubevent,HFS,precede,choose shirt to buy,buy shirt
conet-244964,2,Causes,C,cause,walking around lake,seeing wildlife
conet-238239,3,Causes,C,cause,lying,other people will not trust
conet-16781875,4,HasFirstSubevent,HFS,precede,leave,travel
conet-16813516,5,HasPrerequisite,HPre,precede,test components separately,program
conet-16800959,6,HasPrerequisite,HPre,precede,intelligence,contemplating
conet-16799617,7,HasPrerequisite,HPre,precede,finding restaurant,buying hamburger
conet-322992,8,CausesDesire,CD,cause,smelling badly,wash clothes
conet-16815851,9,HasPrerequisite,HPre,precede,wash hands,serve customers
conet-16801533,0,HasPrerequisite,HPre,precede,find easy,debate politics
conet-16806573,1,HasPrerequisite,HPre,precede,order meal,go to restaurant
conet-16815927,2,HasPrerequisite,HPre,precede,let go of cup,set cup on table
conet-233139,3,Causes,C,cause,exercising,breathing
conet-16813133,4,HasPrerequisite,HPre,precede,skill,playing soccer
conet-16781117,5,HasFirstSubevent,HFS,precede,pass test of physical endurance,prove physical endurance
conet-243261,6,Causes,C,cause,surfing web,finding out all kinds of information
conet-236867,7,Causes,C,cause,improving image,more respect
conet-234447,8,Causes,C,cause,giving assistance,better circumstances
conet-16816870,9,HasPrerequisite,HPre,precede,make one,start fire
conet-231788,0,Causes,C,cause,designing software,making good software
conet-230133,1,Causes,C,cause,buying house,short term improvrishment long term gain
conet-243292,2,Causes,C,cause,surprising,funny
conet-243132,3,Causes,C,cause,studying,good grades
conet-16817122,4,HasPrerequisite,HPre,precede,put hands on brakes,stop bicycle
conet-244002,5,Causes,C,cause,teach,learn
conet-16804840,6,HasPrerequisite,HPre,precede,prepared to wait,get in line
conet-234506,7,Causes,C,cause,giving clue,solving problem
conet-16818413,8,HasPrerequisite,HPre,precede,get degree,teach other people
conet-16813669,9,HasPrerequisite,HPre,precede,find,punch
conet-16809399,0,HasPrerequisite,HPre,precede,loose all of morals,kill
conet-16807482,1,HasPrerequisite,HPre,precede,look for women,hang out at bar
conet-16802235,2,HasPrerequisite,HPre,precede,buy alcohol,drink alcohol
conet-16798205,3,HasPrerequisite,HPre,precede,yell charge,advance into battle
conet-16812028,4,HasPrerequisite,HPre,precede,tell waiter,pay by check
conet-16801964,5,HasPrerequisite,HPre,precede,go to keep fit class,do exercises
conet-320667,6,CausesDesire,CD,cause,faltering strength in hand,set cup on table
conet-16801503,7,HasPrerequisite,HPre,precede,rhythm,dancing
conet-321484,8,CausesDesire,CD,cause,hunger around noon,eat lunch
conet-234745,9,Causes,C,cause,going for swim,tiredness
conet-16810252,0,HasPrerequisite,HPre,precede,receiver,listening to radio
conet-16804416,1,HasPrerequisite,HPre,precede,feel compassion,forgive
conet-16800622,2,HasPrerequisite,HPre,precede,remembering,committing to memory
conet-16807490,3,HasPrerequisite,HPre,precede,rethink priorities,hang out at bar
conet-229484,4,Causes,C,cause,bathing,being clean
conet-16810237,5,HasPrerequisite,HPre,precede,source of music,listening to music
conet-16808842,6,HasPrerequisite,HPre,precede,read good book,improve yourself
conet-242302,7,Causes,C,cause,skating,injuries
conet-16814273,8,HasPrerequisite,HPre,precede,keep recards,record somethign
conet-16816644,9,HasPrerequisite,HPre,precede,go to mall,spend money
conet-16818829,0,HasPrerequisite,HPre,precede,use fingers,type
conet-239805,1,Causes,C,cause,playing piano,creating sound
conet-16779500,2,HasFirstSubevent,HFS,precede,sit at driver's seat,drive car
conet-16796932,3,HasLastSubevent,HLS,precede,serve customers,verify satisfied
conet-234164,4,Causes,C,cause,getting in shape,feel stronger
conet-322955,5,CausesDesire,CD,cause,showing off,have party
conet-233390,6,Causes,C,cause,fiddling,breaking
conet-16807901,7,HasPrerequisite,HPre,precede,have split personality,have nervous breakdown
conet-233430,8,Causes,C,cause,fighting enemy,may hurt or killed
conet-16804398,9,HasPrerequisite,HPre,precede,read recipe,follow recipe
conet-234188,0,Causes,C,cause,getting job,decreased personal time
conet-16804813,1,HasPrerequisite,HPre,precede,find out where ends,get in line
conet-16780601,2,HasFirstSubevent,HFS,precede,think,lie
conet-16818333,3,HasPrerequisite,HPre,precede,program vcr,tape television show
conet-16803333,4,HasPrerequisite,HPre,precede,clean house,entertain people
conet-234782,5,Causes,C,cause,going for walk,seeing neighbors
conet-16799986,6,HasPrerequisite,HPre,precede,bite lot of times,chew food
conet-16817354,7,HasPrerequisite,HPre,precede,research materials,studying for subject
conet-16779679,8,HasFirstSubevent,HFS,precede,raise interest rates,fight inflation
conet-16807391,9,HasPrerequisite,HPre,precede,light,growing vegetables
conet-239991,0,Causes,C,cause,playing tennis,smack balls around
conet-16781382,1,HasFirstSubevent,HFS,precede,look at art,see exhibits
conet-16809785,2,HasPrerequisite,HPre,precede,decide if interested,learn about subject
conet-239125,3,Causes,C,cause,passing course,release of tension
conet-16808222,4,HasPrerequisite,HPre,precede,being weighed,having physical exam
conet-236752,5,Causes,C,cause,howling with laughter,stomach ache
conet-230512,6,Causes,C,cause,chatting with friends,will laugh
conet-16796766,7,HasLastSubevent,HLS,precede,receive degree,proceed onto next task
conet-16796627,8,HasLastSubevent,HLS,precede,play soccer,put away ball
conet-16804162,9,HasPrerequisite,HPre,precede,fish in water,fishing
conet-16811359,0,HasPrerequisite,HPre,precede,go where people,meet people
conet-16818437,1,HasPrerequisite,HPre,precede,phd and educational teaching experience,teaching at uoit as faculty members
conet-16814919,2,HasPrerequisite,HPre,precede,train for many months beforehand,run in marathon
conet-239610,3,Causes,C,cause,playing game,reaching stalemate
conet-16810018,4,HasPrerequisite,HPre,precede,giving up place,leaving line
conet-16803046,5,HasPrerequisite,HPre,precede,teeth,eating hamburger
conet-16779582,6,HasFirstSubevent,HFS,precede,pick up cutlery,eat lunch
conet-244899,7,Causes,C,cause,waking up in morning,resentment
conet-16794728,8,HasLastSubevent,HLS,precede,bake cake,eat cake
conet-16814494,9,HasPrerequisite,HPre,precede,prior knowledge of,remembering
conet-16809472,0,HasPrerequisite,HPre,precede,hatred or cold heartedness,killing
conet-16796995,1,HasLastSubevent,HLS,precede,skateboard,jump off board
conet-16814704,2,HasPrerequisite,HPre,precede,know rules of road,ride bike
conet-16800326,3,HasPrerequisite,HPre,precede,have ladder,climb ladder
conet-244780,4,Causes,C,cause,waiting on line,falling asleep
conet-16816974,5,HasPrerequisite,HPre,precede,eat healthy foods,stay healthy
conet-16801129,6,HasPrerequisite,HPre,precede,having ingredients,cooking meal
conet-244667,7,Causes,C,cause,visiting museum,seeing artifacts
conet-235970,8,Causes,C,cause,having bath,becoming wet
conet-16810847,9,HasPrerequisite,HPre,precede,start wiyh,make better world
conet-322584,0,CausesDesire,CD,cause,promotion,have party
conet-16802501,1,HasPrerequisite,HPre,precede,chew food,eat
conet-16805088,2,HasPrerequisite,HPre,precede,snuggle under blanket,get warm
conet-16802152,3,HasPrerequisite,HPre,precede,good taste,dressing nice
conet-238445,4,Causes,C,cause,making patchwork quilt,one of kind creation
conet-320113,5,CausesDesire,CD,cause,curiosity,visit museum
conet-322618,6,CausesDesire,CD,cause,racing cars,compete
conet-16778963,7,HasFirstSubevent,HFS,precede,expand lungs,breathe
conet-243029,8,Causes,C,cause,stopping bicycle,rear tire to slide
conet-244024,9,Causes,C,cause,telling many people about,accomplish
conet-242337,0,Causes,C,cause,skiing,injury
conet-234698,1,Causes,C,cause,going for run,get tired
conet-16778956,2,HasFirstSubevent,HFS,precede,go on 4chan,bored
conet-236294,3,Causes,C,cause,having lunch,spending money
conet-16780061,4,HasFirstSubevent,HFS,precede,look for friends,go to mall
conet-236165,5,Causes,C,cause,having friends over,drink all booze
conet-231866,6,Causes,C,cause,diminishing own hunger,eating meal
conet-233254,7,Causes,C,cause,expressing yourself,sing
conet-16804728,8,HasPrerequisite,HPre,precede,move,get exercise
conet-16800209,9,HasPrerequisite,HPre,precede,wear grubby clothes,clean house
conet-16801988,0,HasPrerequisite,HPre,precede,assemble cleaning materials,do housework
conet-16805365,1,HasPrerequisite,HPre,precede,buy gift,give gift
conet-16806373,2,HasPrerequisite,HPre,precede,find to go with,go to movie
conet-239415,3,Causes,C,cause,playing baseball,hitting or catching ball
conet-16810158,4,HasPrerequisite,HPre,precede,not talk so much yourself,listen
conet-16804603,5,HasPrerequisite,HPre,precede,take bath,get clean
conet-234343,6,Causes,C,cause,getting physical activity,tired muscles
conet-16779298,7,HasFirstSubevent,HFS,precede,prepare food,cook meal
conet-234896,8,Causes,C,cause,going on internet,phone line to busy
conet-16817761,9,HasPrerequisite,HPre,precede,bring 2 pencil,take exam
conet-16804388,0,HasPrerequisite,HPre,precede,make sure have ingredients,follow recipe
conet-16804751,1,HasPrerequisite,HPre,precede,exercise,get fit
conet-244531,2,Causes,C,cause,using vcr,mindrot
conet-16815042,3,HasPrerequisite,HPre,precede,good physical condition,running after ball
conet-237612,4,Causes,C,cause,learning about world,being able to act more wisely
conet-16807967,5,HasPrerequisite,HPre,precede,ask doctor,have physical exam
conet-16798716,6,HasPrerequisite,HPre,precede,find water,bathe
conet-322926,7,CausesDesire,CD,cause,severe bordom,knit
conet-242696,8,Causes,C,cause,standing in queue,adjusting distance between oneself and others
conet-16804095,9,HasPrerequisite,HPre,precede,search,finding information
conet-233877,0,Causes,C,cause,getting away with crime,feeling bad inside
conet-241806,1,Causes,C,cause,seeing story,thinking about
conet-234609,2,Causes,C,cause,going for drive,see scenery
conet-238787,3,Causes,C,cause,moving car,driving
conet-16805188,4,HasPrerequisite,HPre,precede,paperwork,getting divorce
conet-16805293,5,HasPrerequisite,HPre,precede,alarm clock,getting up early
conet-241840,6,Causes,C,cause,selling new book,intelligence
conet-323271,7,CausesDesire,CD,cause,tiffany,eat breakfast in bed
conet-16811556,8,HasPrerequisite,HPre,precede,grasp both sides and pull,open bag of chips
conet-240901,9,Causes,C,cause,remembering phone number,beign able to dial quickly
conet-240429,0,Causes,C,cause,putting on stand,testimony
conet-232999,1,Causes,C,cause,enjoying day,happiness long life
conet-16814887,2,HasPrerequisite,HPre,precede,make time for,run errands
conet-16802384,3,HasPrerequisite,HPre,precede,gas up car,drive to work
conet-16795332,4,HasLastSubevent,HLS,precede,eat,use bathroom
conet-231412,5,Causes,C,cause,copulating,alimonyu
conet-16801871,6,HasPrerequisite,HPre,precede,work very hard on investigation,discover truth
conet-16797353,7,HasLastSubevent,HLS,precede,visit museum,go through exit
conet-241225,8,Causes,C,cause,running errands,being lackey
conet-322522,9,CausesDesire,CD,cause,poor vision,take examination
conet-16812430,0,HasPrerequisite,HPre,precede,find partner to play with,play chess
conet-16800830,1,HasPrerequisite,HPre,precede,amass army and funds,conquer nation
conet-231456,2,Causes,C,cause,copulating,wish hadn't
conet-323153,3,CausesDesire,CD,cause,summer,fish
conet-16811645,4,HasPrerequisite,HPre,precede,capitol,opening business
conet-229001,5,Causes,C,cause,acting in play,entertaining others
conet-234300,6,Causes,C,cause,getting paid,have money to spend
conet-16812051,7,HasPrerequisite,HPre,precede,have money in bank,pay by credit card
conet-16817286,8,HasPrerequisite,HPre,precede,open book,study
conet-244482,9,Causes,C,cause,using computer,tiredness
conet-230856,0,Causes,C,cause,comforting friend,gratifying
conet-16812493,1,HasPrerequisite,HPre,precede,have friend,play frisbee
conet-16780047,2,HasFirstSubevent,HFS,precede,grow hair,go to get haircut
conet-241390,3,Causes,C,cause,sating hunger,ok
conet-16780497,4,HasFirstSubevent,HFS,precede,get naked,jump up and down
conet-322168,5,CausesDesire,CD,cause,needing good grade,study for subject
conet-16799582,6,HasPrerequisite,HPre,precede,money,buying
conet-320736,7,CausesDesire,CD,cause,feeling faint or ill,sit on chair
conet-237113,8,Causes,C,cause,jumping off high,hurting yourself
conet-16816202,9,HasPrerequisite,HPre,precede,not talk,sit quietly
conet-244102,0,Causes,C,cause,testing car,safer car
conet-16817445,1,HasPrerequisite,HPre,precede,look for links,surf web
conet-16805155,2,HasPrerequisite,HPre,precede,luck,getting away with crime
conet-16810352,3,HasPrerequisite,HPre,precede,exercise more often,look better
conet-239172,4,Causes,C,cause,passing university exams,graduating on time
conet-320023,5,CausesDesire,CD,cause,conscientiousness,keep things orderly and tidy
conet-243693,6,Causes,C,cause,taking midterm,getting answers incorrect
conet-233052,7,Causes,C,cause,entertaining,keep stimulated
conet-241809,8,Causes,C,cause,seeing story,weeping
conet-234273,9,Causes,C,cause,getting onto web,finding way too much to read
conet-16799679,0,HasPrerequisite,HPre,precede,gather data,calculate things quickly
conet-16802690,1,HasPrerequisite,HPre,precede,food to eat,eat dinner
conet-16801280,2,HasPrerequisite,HPre,precede,seek inspiration,create art
conet-241556,3,Causes,C,cause,seeing exciting story,being entertained
conet-320821,4,CausesDesire,CD,cause,flashing lights,have epileptic fit
conet-237397,5,Causes,C,cause,kissing,smeared lipstick
conet-16794904,6,HasLastSubevent,HLS,precede,check vital signs,determine life or death
conet-16805801,7,HasPrerequisite,HPre,precede,get work clothes from cleaners,go off strike
conet-236856,8,Causes,C,cause,improving image,change for better
conet-320440,9,CausesDesire,CD,cause,dog,go for walk
conet-16817854,0,HasPrerequisite,HPre,precede,in school,take finals
conet-16803805,1,HasPrerequisite,HPre,precede,use weapon,fight enemy
conet-16819052,2,HasPrerequisite,HPre,precede,eyes and ears,using television
conet-16819172,3,HasPrerequisite,HPre,precede,go to tate,visit art gallery
conet-16804470,4,HasPrerequisite,HPre,precede,find willing seller,gain more land
conet-16800338,5,HasPrerequisite,HPre,precede,form party,climb mountain
conet-323379,6,CausesDesire,CD,cause,vanity,go to hairdresser
conet-237307,7,Causes,C,cause,killing people,grief
conet-16808245,8,HasPrerequisite,HPre,precede,doctor,having physical examination
conet-16818763,9,HasPrerequisite,HPre,precede,pack light,travel
conet-242648,0,Causes,C,cause,stabbing to death,bleeding
conet-16812537,1,HasPrerequisite,HPre,precede,buy chess set,play game of chess
conet-16801596,2,HasPrerequisite,HPre,precede,vigilante,decide criminal's fate
conet-244856,3,Causes,C,cause,waiting turn,feelings of anxiety
conet-16809713,4,HasPrerequisite,HPre,precede,open mouth,laugh at joke
conet-16812100,5,HasPrerequisite,HPre,precede,not use credit card,pay cash
conet-16813151,6,HasPrerequisite,HPre,precede,agility,playing tennis
conet-243071,7,Causes,C,cause,stopping car,stall
conet-237159,8,Causes,C,cause,jumping rope,smiling
conet-16807324,9,HasPrerequisite,HPre,precede,buy comb,groom
conet-16818540,0,HasPrerequisite,HPre,precede,hate,terrorism
conet-16812091,1,HasPrerequisite,HPre,precede,have cash to pay with,pay cash
conet-16804184,2,HasPrerequisite,HPre,precede,get education,fix computer
conet-233199,3,Causes,C,cause,expressing how funny,people might get mad at
conet-320755,4,CausesDesire,CD,cause,feeling left out,make friends
conet-236036,5,Causes,C,cause,having checkup,security ok
