id,fname,fold,connective,label,text1,text2
pdtb-wsj_2113-133,wsj_2113,9,and,else,That isn't 51%,the claim isn't documented
pdtb-wsj_0118-36,wsj_0118,0,yet,else,Corporations like Contel denounce program trading,Contel has in the past hired pension fund managers like Bankers Trust Co. that are also big program traders
pdtb-wsj_0121-3,wsj_0121,1,although,else,he doubts it could be stopped,he thinks that it is hurting him
pdtb-wsj_2201-71,wsj_2201,2,and,else,includes ads from 52 corporate advertisers,kicks off a two-year Business Week initiative on education
pdtb-wsj_1705-38,wsj_1705,3,after,precede,the debut of ad campaign that thumbs its nose at elite Easterners,The North Texas Chevy Dealers recently had a record sales month
pdtb-wsj_0563-13,wsj_0563,4,but,else,don't prescribe any specific legislative action,suggest a range of options that Congress may pursue
pdtb-wsj_0039-25,wsj_0039,5,then,precede,He is his own man,"the Artist is put in charge of returning a two-year-old waif (Nicole Alysia), whose father has been murdered by thugs, to her mother"
pdtb-wsj_0336-30,wsj_0336,6,in fact,else,began offering sizable discounts over the summer,LTV was the first steelmaker to publicly boost discounts for buyers of cold rolled sheet steel and hot-dipped galvanized sheet steel
pdtb-wsj_0996-46,wsj_0996,7,but,else,Unconstitutional bills make good legal targets,the line-item veto is better understood as a political opportunity than as mere fodder for lawyers
pdtb-wsj_1164-11,wsj_1164,8,but,else,ESB directors warmly accepted,a whirlwind bidding match ensued
pdtb-wsj_1819-23,wsj_1819,9,after,precede,he finished his argument,who erupted into applause
pdtb-wsj_2067-2,wsj_2067,0,later,precede,"Boeing Co., already struck by its Machinists union, briefly called off contract talks with its engineers and labeled their demands ""grossly excessive","however, the company agreed to meet on Monday with the Seattle Professional Engineering Employees Association after a federal mediator intervened, according to the union"
pdtb-wsj_1274-28,wsj_1274,1,while,else,trade agreements prohibit any other country from making bourbon,"U.S. makers of vodka, rum and other spirits compete against powerhouses abroad"
pdtb-wsj_0413-91,wsj_0413,2,and,else,I attend,so does a television crew from New York City
pdtb-wsj_2403-21,wsj_2403,3,and,else,The new financing structure is still a very-highly leveraged one,Axa still plans to take out 75% of Farmers' earnings as dividends to service their debt
pdtb-wsj_0036-41,wsj_0036,4,as,sync,The goverment counts money,it is spent
pdtb-wsj_2230-20,wsj_2230,5,but,else,the Finance Ministry was working behind the scenes to do just that,"in the absence of panicky trading, its presence was never overtly felt"
pdtb-wsj_1929-23,wsj_1929,6,even if,else,he will face a serious ideological crisis and Reunification Scenario Two,he effects a Hyde-to-Jekyll transformation
pdtb-wsj_1790-10,wsj_1790,7,also,else,MORE EXECUTIVES and their spouses are seeking counseling as work and family pressures mount,"More dual-career couples are getting help, with men increasingly bringing their working wives for joint counseling"
pdtb-wsj_2387-22,wsj_2387,8,yet,else,"weighs less than a pound, costs a mere $400 and runs on three AA batteries",has the power to run some spreadsheets and word processing programs
pdtb-wsj_0689-15,wsj_0689,9,and,else,shopping for the one interest-rate-type investment,putting all their money in it
pdtb-wsj_1760-100,wsj_1760,0,until,precede,The ANC won't be stopped,there is a provision for black aspirations
pdtb-wsj_0524-5,wsj_0524,1,even though,else,"in the stock and real-estate markets, activity remains spotty",prices have regained much of their lost ground
pdtb-wsj_0766-89,wsj_0766,2,after,precede,winding up her chores there,As Ms. Johnson stands outside the Hammack house
pdtb-wsj_0448-4,wsj_0448,3,also,else,"the buy-out group is entitled to be repaid $26.7 million in fees for its investment bankers, Lazard Freres & Co. and Salomon Brothers Inc., and its law firm, Paul Weiss Rifkind Wharton & Garrison",The buy-out group is entitled to $16 million to repay a fund created by the pilots union for an employee stock ownership plan
pdtb-wsj_1179-2,wsj_1179,4,until,precede,the gain on the sale couldn't be estimated,"the ""tax treatment has been determined"
pdtb-wsj_2113-100,wsj_2113,5,and,else,Mr. Paul paid very dearly for the Rubens,getting rid of it any time soon for a similar sum would be quite a feat
pdtb-wsj_0750-17,wsj_0750,6,for instance,else,"high priority is being given to creating a computerized matchmaking service ""where instead of being matched for eye color, you could be matched for similar intellectual interests","I'm a math major, but I want to know about psychobiology. Hopefully, I'd find someone in psychobiology who wanted to know more about mathematics"
pdtb-wsj_1495-27,wsj_1495,7,but,else,scientists may earn wide praise and even Nobels for their work,"they also attract the attention of people who wish to gain control over the content, funding and goals of that work"
pdtb-wsj_1874-69,wsj_1874,8,meanwhile,sync,"British government bonds, or gilts, ended moderately lower as equities there recovered from Tuesday's drop","Japanese government bonds retreated in quiet trading, stymied by the dollar's resiliency"
pdtb-wsj_1254-4,wsj_1254,9,and,else,controls prices on agricultural goods,operates retail outlets where basic consumer items are sold at state-subsidized prices
pdtb-wsj_0777-2,wsj_0777,0,but,else,the move could presage even harsher action by the banks,any move by the banks to take over Qintex Australia's management could threaten its ability to operate its national television network under Australian broadcast license rules
pdtb-wsj_1405-12,wsj_1405,1,in,sync,serving as an honest broker,distilling that information for the president
pdtb-wsj_2053-34,wsj_2053,2,and,else,The House has already voted for a deep cut in funding,in the end the program's backers will be hard pressed to head off some reduction in spending next year
pdtb-wsj_1388-18,wsj_1388,3,but,else,I thought I was over the hill at 22,I wasn't ready for a career at that time
pdtb-wsj_1515-39,wsj_1515,4,but,else,the conquest of Falconbridge could vault Trelleborg from a regional Scandinavian success story to a world-class mining concern,Trelleborg still must clear some tough hurdles
pdtb-wsj_0088-22,wsj_0088,5,as,else,The program-trading issue is heating up on Capitol Hill,it is on Wall Street
pdtb-wsj_2320-8,wsj_2320,6,after,precede,watching the success of Attack,The company introduced a superconcentrated Lemon Cheer in Japan
pdtb-wsj_1065-0,wsj_1065,7,as,sync,Law firms that have feasted and grown on the revenue from mergers and acquisitions work are feeling the squeeze,work declines
pdtb-wsj_2232-20,wsj_2232,8,but,else,The Dow Jones Industrial Average opened down 1.64 shortly after 9:30,"most of the 30 blue-chip stocks in the average, including Eastman Kodak and General Motors, couldn't trade because of the heavy backlog of sell orders left over from Friday's late-afternoon rout"
pdtb-wsj_0121-27,wsj_0121,9,still,sync,in outlawing program trading,who want to do it
pdtb-wsj_0978-29,wsj_0978,0,when,else,So why does Renaissance's computer like stocks with the Dow at 2653.28,it didn't with the Dow at 2200
pdtb-wsj_2208-5,wsj_2208,1,and,else,"has idled about 55,000 machinists",has started to delay delivery of some jetliners
pdtb-wsj_2343-33,wsj_2343,2,though,else,The book loses some momentum toward the end,"For the most part there's much pleasure in her saucy, poignant probe into the mysteries of the Babylonian Bronx"
pdtb-wsj_0765-144,wsj_0765,3,but,else,David is a pragmatist,Mr. Dinkins's sense of pragmatism often comes across more as an insider's determination not to upset the political apple cart
pdtb-wsj_2439-5,wsj_2439,4,but,else,won't affect sales volumes under long-term sales contracts of its Freeport Uranium Recovery Co. unit,will reduce the amount of product sold on the spot market
pdtb-wsj_1387-42,wsj_1387,5,though,else,members of the ruling LDP had received much larger donations from pachinko organizations,So far there have been no allegations that the contributions the LDP members received amounted to bribes
pdtb-wsj_1473-13,wsj_1473,6,but,else,all there were housewives with Nikons and degrees from cooking schools in France who would kill for her job,Nora and Malcolm feel trapped
pdtb-wsj_2153-35,wsj_2153,7,but,else,"At this point, the minimill capacity won't make a great dent in the integrated market",it does challenge them to develop new markets
pdtb-wsj_0552-22,wsj_0552,8,and,else,is small in plastics,doesn't make fertilizers
pdtb-wsj_0999-38,wsj_0999,9,but,else,"AM radio, which has been losing listeners to FM channels since the 1970s, approaches the 1990s with a diminished voice",it may have a good listener in Washington
pdtb-wsj_1860-23,wsj_1860,0,but,else,have designs for such {executive} cars,have never been able to develop them
pdtb-wsj_0041-52,wsj_0041,1,but,else,Mr. Wilder did introduce such legislation 17 years ago,"he did so at the request of a constituent, a common legislative technique used by lawmakers"
pdtb-wsj_0439-23,wsj_0439,2,but,else,allowed in 10 Soviet republics,banned by five
pdtb-wsj_1617-17,wsj_1617,3,but,else,Ski promotions have traditionally avoided the touchy issue of safety,the new commercials deal with it indirectly by showing a woman smiling as she tries to get up from a fall
pdtb-wsj_2402-46,wsj_2402,4,but,else,"Yuppily enough, he lives in a lavishly furnished converted church, wears designer clothes and drives an antique car","apparently to make him palatable, even lovable, to the masses, the script inflates pony-tailed Max into an eccentric genius, master of 11 Chinese dialects"
pdtb-wsj_2052-22,wsj_2052,5,as long as,sync,U.S. aid to the resistance would continue,Soviet aid to Kabul did
pdtb-wsj_1374-16,wsj_1374,6,and,else,"has added several new products to that line, including a laptop computer priced around $1,000",is focusing its advertising on the easy-to-use software that is packaged with its machines
pdtb-wsj_2358-48,wsj_2358,7,after,precede,rising 1.7%,while sales of building materials fell 1.8%
pdtb-wsj_1201-2,wsj_1201,8,also,else,The board's decision initially prompted a severe sell-off in UAL shares,The deepening bloodbath for takeover-stock traders triggered a marketwide sell-off that sent the Dow Jones Industrial Average down more than 80 points at 10:40 a.m
pdtb-wsj_1376-8,wsj_1376,9,and,else,impress their betters,sometimes put down their lessers
pdtb-wsj_0768-5,wsj_0768,0,and,else,seeing headline after headline after headline,saying: `I can't take it anymore -- I'm getting out
pdtb-wsj_0155-62,wsj_0155,1,and,else,Buying for the most part carried over from the previous session,traders apparently ignored reports that a Chilean mine strike may have ended almost before it began
pdtb-wsj_1449-16,wsj_1449,2,and,else,we're out there,we're going to stay in business
pdtb-wsj_1936-1,wsj_1936,3,though,else,"a revival of the Organic Theater's production of ""Bleacher Bums,"" a play in nine innings set in the Wrigley Field bleachers, continues within spitting distance of the ballpark",the Cubs' championship season ended with the National League playoffs
pdtb-wsj_0027-2,wsj_0027,4,and,else,reduce overhead,curb capital spending
pdtb-wsj_1669-26,wsj_1669,5,also,else,"When Chancellor Helmut Kohl travels to Poland Nov. 9, he is expected to take with him a promise of three billion West German marks ($1.6 billion) in new credit guarantees for industrial projects",West Germany has increased its credit guarantees to Hungary by 500 million marks to 1.5 billion marks
pdtb-wsj_1455-37,wsj_1455,6,and,else,shutting off open water taps,admonishing his schoolmates to take only brief showers
pdtb-wsj_2214-9,wsj_2214,7,before,precede,the Canadian restrictions must be removed,such contracts are concluded
pdtb-wsj_0436-36,wsj_0436,8,but,else,We just want a plan that satisfies creditors and at the end leaves a healthy Revco,Revco was dragging its feet in responding to the proposal
pdtb-wsj_2387-39,wsj_2387,9,while,else,it requires three batteries,the Poquet needs only two
pdtb-wsj_2330-10,wsj_2330,0,and,else,plant in wheat for next year,still qualify for federal support payments
pdtb-wsj_1128-76,wsj_1128,1,but,else,"The Fuji is still small potatoes in the U.S., sold mainly in fruit boutiques",in California There's a Fuji apple cult
pdtb-wsj_1375-55,wsj_1375,2,also,else,The junk market is no bonanza as Drexel claimed,it isn't a disaster as the doomsayers say
pdtb-wsj_1160-15,wsj_1160,3,but,else,"The fund has about $1 billion and is set up to handle ""precisely the kind of emergency"" the state faces, said Tom Beermann, the Governor's deputy press secretary","the fund's size is disputed by Mr. Brown's office, which estimates the fund holds from $630 million to $800 million"
pdtb-wsj_2203-8,wsj_2203,4,however,else,revenue declined both in the U.S. and overseas,"orders in the U.S. showed ""good gains"" during the latest quarter"
pdtb-wsj_0559-29,wsj_0559,5,for instance,else,"The government may ease repression in some areas, but it still keeps a tight grip in others","it releases Mr. Sisulu without conditions, yet his son, Zwelakhe, a newspaper editor, is restricted to his home much of the day and isn't allowed to work as a journalist"
pdtb-wsj_2351-24,wsj_2351,6,but,else,The next stage is to get beyond the opinion leaders who use us as a point of reference to become a point of reference at ordinary dinner tables,that won't be easy
pdtb-wsj_0655-33,wsj_0655,7,by,else,for clamping down on campaigning,creating an atmosphere of a military emergency
pdtb-wsj_2230-75,wsj_2230,8,and,else,fled to bluechip Australian stocks,shunned entrepreneurial companies they perceived as having any takeover premium built into the price
pdtb-wsj_0247-16,wsj_0247,9,by,else,It raised financing of 300 billion lire for the purchase this summer by another Agnelli-related group of the food concern Galbani S.p. A,selling a chunk of its IFI shares to Mediobanca S.p. A
pdtb-wsj_1047-18,wsj_1047,0,and,else,said Campeau hasn't seen the suit,declined to comment
pdtb-wsj_1464-13,wsj_1464,1,and,else,Now some investment analysts insist that the economic climate has turned cold and gloomy,they are urging clients to buy bonds before the rally begins
pdtb-wsj_0445-107,wsj_0445,2,while,else,"only about 8,000 are written for NEC",tens of thousands of software packages using the IBM standard are available in the U.S
pdtb-wsj_1793-6,wsj_1793,3,while,else,"these savings are often offset by increases in outpatient services and higher administrative costs, according to the report by a panel of health-care experts",utilization management frequently reduces hospitalization costs
pdtb-wsj_0569-50,wsj_0569,4,still,else,"the new outlook, though still weak, doesn't justify calling a recession right now","We could have a recession"" at some point"
pdtb-wsj_0466-23,wsj_0466,5,and,else,drop,allow the return of cheaper shares to the lender
pdtb-wsj_1122-2,wsj_1122,6,or,else,adding a penny to the state gasoline tax,raising property taxes
pdtb-wsj_0989-67,wsj_0989,7,and,else,One spot shows a Sonata next to a rival midsized car,"an announcer says, ""Listen to what they're saying about the Hyundai Sonata"
pdtb-wsj_1611-20,wsj_1611,8,and,else,"called it ""silly""",said he would fight it in court
pdtb-wsj_0553-95,wsj_0553,9,and,else,Immediately return the government surpluses to the economy through incentive-maximizing tax cuts,find some monetary policy target that balances both supply and demand for money
pdtb-wsj_1996-58,wsj_1996,0,when,sync,"he worked ""to muster support from internal allies",he tried to sell products to Eastman Kodak
pdtb-wsj_0765-85,wsj_0765,1,and,else,made little of the post,"was best known among city politicians for his problems making up his mind on matters before the city's Board of Estimate, the body that votes on crucial budget and land-use matters"
pdtb-wsj_1682-5,wsj_1682,2,and,else,expedite the SEC's modest pending changes in junk-bond disclosure rules,intensify the Treasury's look at plans for giving new tax breaks on dividends and raising taxes on short-term trades by pension funds
pdtb-wsj_1158-36,wsj_1158,3,when,sync,"it seems, human evolutionary hopes hung on the survival of a little worm with a backbone called Pikaia",the Burgess fauna were flourishing
pdtb-wsj_1822-39,wsj_1822,4,and,else,is equity,therefore isn't deductible
pdtb-wsj_2059-65,wsj_2059,5,not only but,else,would reputable professionals have rushed to check out such rumors with the company,companies listed on the major stock exchanges were encouraged by the exchanges to respond openly to such inquiries from securities analysts
pdtb-wsj_1728-2,wsj_1728,6,after,precede,rising over 60 points in mid-afternoon,"The Dow Jones industrials closed up 39.55, at 2683.20"
pdtb-wsj_0301-46,wsj_0301,7,but,else,"he expects U.S. interest rates to decline, dragging the dollar down to around 1.80 marks by the end of January after a short-lived dash to 1.87 marks by the end of November",I'm not one of these great dollar bears you see more of these days
pdtb-wsj_2361-52,wsj_2361,8,as,else,a program couldn't be sold abroad or put into syndication,most American programs are
pdtb-wsj_0704-3,wsj_0704,9,and,else,Rated Baa-2 by Moody's Investors Service Inc,triple-B-plus by Standard & Poor's Corp
pdtb-wsj_0569-28,wsj_0569,0,but,else,"Pestered by bosses, brokers, clients and media people and pushed by their own egos, Wall Street economists are forecasting about everything from broad economic trends to the dinkiest monthly indicator",the surprisingly durable seven-year economic expansion has made mincemeat of more than one forecast
pdtb-wsj_0524-12,wsj_0524,1,but,else,These benefits seem secure despite China's current economic and political troubles,"Hong Kong, China isn't purely business"
pdtb-wsj_0942-1,wsj_0942,2,and,else,"In Geneva, where world trade talks are being held under the General Agreement on Tariffs and Trade, or GATT, the European Community called the U.S. proposal ""a step backward","Japan's minister of agriculture, forestry and fisheries told a committee of Japan's parliament that Washington's proposal was impractical and that Tokyo would continue to heavily subsidize its rice farmers"
pdtb-wsj_1162-15,wsj_1162,3,also,else,they most love to hate,they would hate to lose
pdtb-wsj_2428-65,wsj_2428,4,however,else,"Last year we probably bought one out of every three new deals This year, at best, it's in one in every five or six","the slide in junk is creating ""one hell of a buying opportunity"" for selective buyers"
pdtb-wsj_0765-79,wsj_0765,5,and,else,"David said, 'Who will run for borough president","I said, 'You will"
pdtb-wsj_0781-29,wsj_0781,6,and,else,has no plans to recall its add-on cards,could probably circumvent the bugs without long product delays
