id,fold,label,target,text
mmitchell-942-2,5,pos,Omnilink',Check out this Amazon deal : 'Monster MCC AVL300-S Home Theater and Lighting Controller with Omnilink' by Monster Cable
mmitchell-1176-0,6,neu,Ali Al Momen,"""  NseejEng : Nseej | Father of martyr Ali Al Momen cuts the Bahrain independent day cake in a public celebration ."
mmitchell-1983-2,7,neu,New York Jets,"Mangold questionable , likely to play Monday for Jets New York Jets center Nick Mangold is listed as questionable but is expected to play"
mmitchell-2186-1,8,neu,Romney,Senior Obama Campaign Staffer Tweets Subtle Attack on Romney : President Obama's senior campaign strategist took ...
mmitchell-292-0,9,neg,Facebook,My Misfits power : FaceLook - The power to block any embarrassing photos before they appear on Facebook . Get yours
mmitchell-521-0,0,neu,YouTube,New post : Video Marketing Tips - 3 Ways to Use YouTube Traffic to Achieve Hyper Profit Growth
mmitchell-220-0,1,neu,Haryana,"Ranji Trophy Semifinal 2 , Day 2 - Haryana 15/2 & 97 vs . Rajasthan 192 & 89 . Haryana need 170 runs to win"
mmitchell-1085-0,2,neu,Stephen,"http://t.co/afaZDxK8 gee - thanks for the pick me up , Stephen ."
mmitchell-144-0,3,neu,MahaElHajj,MahaElHajj it's true .. Watch the last part where ppl are fighting with the securities of the mall ?? Don't blame them when they come here
mmitchell-1620-0,4,neu,SB,SB Supervisor Brad Mitzelfelt Gets Statewide Award for Employing Cost-Saving Volunteers
mmitchell-1289-0,5,neu,UN,wissamtarif RT Rally For Syria NOW by the UN 1st and 47th !!! Come support and bring your friends !!! RT
mmitchell-65-4,6,neu,PM,BBC News Australia leadership PM Gillard defeats Kevin Ru dd: Australian PM Julia Gillard defeats Kevin Rudd in t ...
mmitchell-1823-0,7,neu,MC Yogi's,"For Friday's protest Tahrir Sq -- download MC Yogi's ""Be the Change"" on Elephant Power DVD"
mmitchell-1976-0,8,neu,Zig Ziglar,"""Ability can take you to the top , but it takes character to keep you there."" - Zig Ziglar"
mmitchell-774-0,9,pos,KC Concepcion,KC Concepcion Rogue Magazine Photos Continue to Get Praised by Fans on Twitter : The KC Concepcion Rogue magazine ...
mmitchell-2323-0,0,neu,Moleskine,Le Petit Prince limited-edition notebook collection by Moleskine
mmitchell-2155-0,1,neu,Karunanidhi,ppl : abot Onion price hike ? ' - CM Karunanidhi : ''Go and ask PERIYAR'' MK : abot our alliance ? '' -- - Sonia : ''ASK RAJIV GANDHI''- ha ha : - )
mmitchell-1408-0,2,neu,Telegraph,Philsays The best flowers for primary school gardens ( Telegraph ): Share With Frien ds: | | Hobbies - Gardening ...
mmitchell-2027-1,3,neu,House Judiciary Committee,House Defeats Amendment to Drop DNS Blocking from Stop Online Piracy Act : The House Judiciary Committee defeated ...
mmitchell-386-0,4,neu,Bobby Singh Bansal,AUDIO : Falling Sikh population in Afghanistan : British Sikh author Bobby Singh Bansal has travelled to Afghanist ...
mmitchell-2149-0,5,neg,Mark Zuckerberg,"When it comes to presentation , Mark Zuckerberg is no Steve Jobs ;P http://t.co/3ORETf2 facebook announcement"
mmitchell-1617-0,6,neu,twitter,"Thousands of people using their twitter account hundreds of dollars per day , are you ?"
mmitchell-414-1,7,neu,Jason,"Check out â The Change is Me â tab on Facebook featuring new blogs of our students , Jason and Tara , and lecturer Siva !"
mmitchell-318-0,8,neu,Huff post,Huff post likes it : London Ranked Second Best Student City In World http://t.co/GN2lTWeG via HuffPostUK studentcites
mmitchell-2336-0,9,pos,Twitter,Twitter Recommendation : Great guide to setting up Twitter Vending Machines
mmitchell-288-0,0,neu,Dunman High's,Dunman High's 2011 cohort's performance . XD
mmitchell-2176-1,1,pos,The Neighbourgoods Market,"Forget the supermarket , go artisanal : By Justine Gerardy The Neighbourgoods Market in Saltriver , where people co ..."
mmitchell-86-1,2,neu,Nobel,"prof in course outline . "" â A hero is a man who does what he can . The others do not do it . â â Romain Rolland ( Nobel laureate in literature ) """
mmitchell-1318-0,3,neu,Facebook,I posted a new photo to Facebook
mmitchell-2022-0,4,neu,Gandhiji,"Earth provides enough to satisfy every man's need , but not every man's greed ... ~ Gandhiji"
mmitchell-1369-0,5,neu,Vimeo,"I just liked ""Gymnastics"" on Vimeo :"
mmitchell-842-0,6,neu,Mike Fisher,"Secure Georgia wedding on Mike Fisher , Carrie Underwood ... - Calgary Herald"
mmitchell-2163-3,7,neu,Tony Romo,Tony Romo among DFW celebrity golfers at AT & T Pro-Am : When Dallas Cowboys quarterback Tony Romo tees off today w ...
mmitchell-1359-0,8,neu,Tantawi,This is a good read & a perspective on Tantawi .
mmitchell-1441-0,9,neg,Cameron,So Cameron screws up the whole of Europe just to save his own job ...
mmitchell-1068-0,0,pos,Jeremy Lin,â  MannyPacquiao : Jeremy Lin has stepped up just in the Knick of time . He is a great player . JLin7 â // you didnt win the fight Iremember
mmitchell-308-4,1,neu,Vishwas Nagare Patil,"CBI inquiry ordered against Mumbai's top cops including ATS chief Rakesh Mariya n ACP Vishwas Nagare Patil , for trying to save an IPS officer"
mmitchell-660-2,2,neu,Bills,"NFL : Patriots 21-10 Bills , Dolphins 10-7 Browns , 49ers 0-3 Bengals y Giants 14-13 Eagles , al medio tiempo"
mmitchell-1234-2,3,neg,yousri's,"ahmadesseily yousri is not the old yousri we all know , where is yousri's old hard questions ?"
mmitchell-1007-0,4,pos,NASCAR,"Hey NASCAR fans , the 2011 racing season concludes with the NASCAR Sprint Cup Series Pure Michigan 400 ."
mmitchell-1392-3,5,neu,New York Company,:) http://bit.ly/hCI4Y1 banana republic Which store do you think Express or The Limited has clothes like New York Company and Banana Rep ...
mmitchell-1739-0,6,pos,Al Farwaniyah,Casting my vote to bring Yobongo to Al Farwaniyah . Join me and vote too !
mmitchell-482-0,7,pos,Draghi's,Preview - Fade ECB Draghi's optimism : Mario Draghi has played such a pivotal role over the past few weeks it is ...
mmitchell-187-0,8,neg,OCEANARIUM,"DON'T SUPPORT OCEANARIUM IN RWS . DOLPHINS DONT BELONG IN A CIRCUS , THEY SHOULD BE RETURN TO THEIR NATURAL HABITAT .."
mmitchell-742-2,9,neu,AC Milan,"acmilan Santos' Ganso Tells Thiago Silva He Wants AC Milan Move â Report : Brazil international , who ha ..."
mmitchell-2078-0,0,neu,IRNA,"in fifth development plan ; Iran to reduce by 10 % , the number of humanities student s; IRNA http://t.co/SsvYfBKv ( fa )"
mmitchell-1293-1,1,neu,Enders,"NHRA Teams Return To Seattle , Enders Seeks 1st Win http://t.co/HCU0yji via motorsport"
mmitchell-1605-0,2,neg,newcastle,looks like newcastle is looking forward to their 1st lost in the season ! Many more to come !
mmitchell-1546-1,3,neu,my brother,Out with my sister and my brother Fe mcdonalds :p
mmitchell-1872-0,4,neu,Plato,â  philo_quote s: The greatest wealth is to live content with little . ~ Plato â
mmitchell-1776-0,5,neg,Bacardi,surrusty that would have changed if I said yes to the movie ? You and your Bacardi coke . So predictable .
mmitchell-436-0,6,neu,Facebook,"Does a New York Web Designer Own 84 Percent of Facebook ? : By date : When I first saw the story Wednesday , I thought ..."
mmitchell-2009-0,7,neu,Twitter,Twitter / Steve Martin : I hate my life . http://t.c ... http://t.co/lIFq2AWX ( via RolandhV )
mmitchell-1444-0,8,neu,twitter,"My week on twitter : 2 retweets received , 7 new followers , 4 mentions . Via :"
mmitchell-642-0,9,neu,Google,Google just launched a new music discovery site called Magnifier
mmitchell-1780-0,0,neu,Star Creation,The designers of Star Creation will have their own booth at Blueprint to show their creations to international buyers AFXcon
mmitchell-892-1,1,neu,eBagsOnline,Just entered to win a Weekender Convertible Backpack ! Follow Vagabondish and eBagsOnline + RT to enter â
mmitchell-64-1,2,neu,Lorinda Rainwater,It's Here ! 'The Selina Ray Show' Encore Presentation : Pregnancy & am p; Unassisted Birth w/ Lorinda Rainwater
mmitchell-148-0,3,pos,Reg,carrieanninaba Looked like you had fun WITH Reg & Kelly . Ya looked great as always .
mmitchell-483-0,4,neg,Congress,"We have more whores in the Congress than in a Tijuana brothel ! Listen to this man ! ""Defense Secretary Leon ( cont )"
mmitchell-1481-0,5,neu,Hope Solo,"Hope Solo , Maksim Chmerkovskiy pairing a lock for 'Dancing with the Stars' Season 13 ?"
mmitchell-1531-0,6,neu,Twitter,"My Twitter value is $ 22.93 , according to http://www.twalue.com ... What about yours ? twalue"
mmitchell-1580-0,7,pos,AVRIL ALbalushi,we have new girl plz aad him she is nick name AVRIL ALbalushi
mmitchell-1324-1,8,neu,Skinlastin,Skinlastin Wrinkle Cream reviews before buying . Detailed Skinlastin Wrinkle Cream reviews and ingredients .
mmitchell-1185-0,9,neu,Twitter,Show support for democracy in Iran add green ribbon to your Twitter avatar with 1-click -
mmitchell-2281-0,0,neu,YouTube,I subscribed to RajshriKids's channel on YouTube .
mmitchell-1943-4,1,neu,Dr Forrest C . Shaklee-,Shaklee News Dr Forrest C Shaklee Story YouTube - YouTube : Dr Forrest C . Shaklee- The Founding Father of S ... by ...
mmitchell-308-5,2,neu,IPS,"CBI inquiry ordered against Mumbai's top cops including ATS chief Rakesh Mariya n ACP Vishwas Nagare Patil , for trying to save an IPS officer"
mmitchell-131-0,3,neu,Occupy,From Occupation to â Occupy â : The Israelification of American Domestic Security http://t.co/diuZaDXv occupy occupyamsterdam egypt
mmitchell-2127-1,4,pos,AaronCarter,NowPlaying 'Dance With Me' by AARONCARTER7 featuring Flo Rida - Download it on iTunes ! http://bit.ly/8cFidZ AaronCarter AC2010
mmitchell-2288-2,5,neu,Apple,"Petrobras CFO On Becoming Bigger Than Exxon And Apple : I Buy Oil Every Day , iPads Every 2 Years http://t.co/Wh7xo9b via forbes"
mmitchell-900-1,6,neu,Sony,Sony Ericsson PSP Go Android 3.0 Gingerbread Gaming Smartphone Coming Soon ? [ New Rumors Says Sony Eric ... http://bit.ly/cjKw27 sony pspgo ;P
mmitchell-1701-0,7,neu,-Henry Kissinger,A leader does not deserve the name unless he is willing occasionally to stand alone . -Henry Kissinger
mmitchell-1882-2,8,pos,L'Oreal,L'Oreal Brings Solar Power to Arkansa s; SKF Launches Gothia Cup Qualifiers ... : L'Oreal USA has installed solar ...
mmitchell-1637-1,9,neu,Apple,Target selling the iPad cheaper than Apple : Vintage Wedding DressesGiven the amount of time this piece is going ...
mmitchell-908-1,0,neg,Bush's,"Oh USA .. Oh ISRAEL ... your 9/11 is our 24/7 ISLAM is totally innocent from those events , maybe Bush's regime isn't"
mmitchell-532-0,1,pos,ah chai,"nice one ah chai . my sentiments exactly . RT xiejm : But if u're confident being yourself , why are you even afraid of being judged ?"
mmitchell-2155-2,2,neu,Sonia,ppl : abot Onion price hike ? ' - CM Karunanidhi : ''Go and ask PERIYAR'' MK : abot our alliance ? '' -- - Sonia : ''ASK RAJIV GANDHI''- ha ha : - )
mmitchell-1560-0,3,pos,Facebook,Did you hear Facebook went public ? Soon you will be able to purchase Facebook stock ! So the question is- If you ...
mmitchell-1066-0,4,neu,Facebook,Anyone else get hit with that Facebook phishing/password virus ? I almost got it but hubby stopped it before any damage was caused .
mmitchell-1004-1,5,pos,Linkedin,"I created group College Of Engineering , Poonjar on Linkedin . :"
mmitchell-526-0,6,pos,FRiDAYS,sponsor http://t.co/FyTEHN4G Enjoy Sizzling Steak with the Family-T.G.I . FRiDAYS entrees at home - with Friday's new frozen Entres !
mmitchell-62-0,7,neu,Leo,It's hard to tell whether you're really growing more intimate ... More for Leo
mmitchell-181-0,8,neu,Facebook,"I posted 3 photos on Facebook in the album ""December 12 , 2011"""
mmitchell-1386-0,9,neu,National Geographic,"National Geographic : Live Augmented Reality-Play with a T-Rex , or take a walk on the moon ."
mmitchell-1132-0,0,pos,Dropbox,I love Dropbox because very very easy
mmitchell-222-2,1,neu,Zoz Jalal,"Home with Mosab , ZoZ , Zoz Jalal , and Amrico playing II Black Ops II .... Photo  Fountain Park Apartments"
mmitchell-478-0,2,neu,Gufiaito Ice Cream,Gufiaito Ice Cream
mmitchell-1937-1,3,pos,Ronnie,ronniebard Hey hey Ronnie ! Just saw the HYENAS you did an outstanding job brother !! Great work !
mmitchell-1972-0,4,pos,"""Jessica","WannaBeLikeJess will participate in a big big project , ""Jessica Birthday 2012"" ?? ) ) )"
mmitchell-1156-1,5,neu,Trevor Gillies,"Riley Cote vs Trevor Gillies Apr 1 , 2010 : Riley Cote vs Trevor Gillies from the Philadelphia Flyers at New York Is ..."
mmitchell-1624-0,6,neu,Environmental Skills Huhne,Environmental Skills Huhne warns solar firms not to promote higher feed-in tariff : Energy Secretary defends deci ...
mmitchell-1005-0,7,neu,Mark Huffman,"New blog post , Mark Huffman  HCC This Sunday -"
mmitchell-1432-0,8,neu,FBI,FBI Using Social Media In Search For Deadly Armored Car Heist Suspect : PITTSBURGH -- The FBI is taking to social ...
mmitchell-1455-0,9,neu,Dwayne Bowe's Franchise Tag,"Dwayne Bowe's Franchise Tag Is Non-Exclusive : by Joel Thorman on Mar 5 , 2012 4 : 40 PM CST This shouldn't be a sur ..."
mmitchell-2062-1,0,neu,Banff International Hotel,http://t.co/PrUEpa7C Viad Corp acquires Banff International Hotel : Viad Corp has completed the acq ... http://t.co/1UnFeJVQ EDconsulting_
mmitchell-812-0,1,neg,Khan,Khan is a cry baby ! He is sitting there on tv crying and complaining !
mmitchell-870-0,2,neu,Twitter,Twitter Brings On Two Ex-Googlers To Bolster Revenue Generation - AllTwitter
mmitchell-2061-0,3,pos,Say Love Home Swa p:,"A Home Exchange is the Perfect Easter Family Vacation , Say Love Home Swa p: Home exchange company make it easy to ..."
mmitchell-2044-1,4,neu,Vice President,*Mansoor Hadi Vice President Yamen taken the Charge ...
mmitchell-2035-0,5,neu,TNT,TNT Travel Show Announces Travel Blogger and Photography Competitions
mmitchell-2150-1,6,neu,Renee Zellweger,feminist author Barbara Novak ( Renee Zellweger ) finds herself head-over-heels.....
mmitchell-1031-1,7,neu,Saddam',georgegalloway yvonneridley 'I lied about WMD to topple Saddam'
mmitchell-559-0,8,neu,ESPN_MLB,"""  ESPN_MLB : Video : Kurkjian thinks Sox will hold on - http://t.co/gLbDBzIr""/ what about the braves ?"
mmitchell-1757-0,9,pos,Ed,WeGotEd Keep it up Ed ..... these idiot republicans . I am starting to wonder WHERE on God's Earth do these people come from . JD
mmitchell-51-0,0,neu,Mayor Bloomberg,Waste New s: Mayor Bloomberg to unveil recycling initiatives for NYC
mmitchell-83-1,1,neu,Kimberley Locke,played the song 'Sirens ( ft . Sev Sanders ) ' by Kimberley Locke on myspace
mmitchell-2248-0,2,neu,cnn,"Fomny Watch cnn English News international live online world tv tv links , cnn breaking headline news http://t.co/fvifQwm via AddThis"
mmitchell-1868-0,3,pos,dany,"DANIELSARCOSC my greetings dany !!! success in everything you set out , keep going ! kisses ..."
mmitchell-24-0,4,neu,BBC,Lab-grown meat is first step to artificial hamburger http://t.co/WQ4aWjmh | BBC
mmitchell-268-0,5,pos,Windows,Windows 7 Perfection Netbook Edition x86
mmitchell-1276-0,6,neu,Twitter,"Does an employer own a Twitter account built by employees ? Discussion , 12p est on kqedforum"
mmitchell-1203-1,7,neu,Kim Jong,North Korea marks Kim's birthday : North Korea marks the 70th birthday of late leader Kim Jong â¦
mmitchell-507-2,8,pos,Best Buy,"I liked a YouTube video http://t.co/MKGWjcgo Joe Jonas dancing during Beautiful People , Best Buy"
mmitchell-1842-4,9,pos,DWCVillage,Checking with careers about DWC graduates achievements like MaryamBinFahad NaylaAlkhaja malmarri that will be displayed at DWCVillage
mmitchell-301-1,0,neu,Contra Costa Times,"Meg Whitman â s â ... voting record is unacceptable ... â - Contra Costa Times Editorial , 10-5-09"
mmitchell-2076-1,1,neu,Fe d:,"FTSE drops below 5 , 300 as markets await Fe d: BritainÐ²Ðâ¢s FTSE 100 and other European stock indices slipped ..."
mmitchell-2279-0,2,neu,UN,Palestinians under pressure to drop UN bid - Middle East - Al Jazeera English http://t.co/NXCD1Qtq via ajenglish
mmitchell-807-1,3,neu,Telugu News Paper,Visakhapatnam Port Trust â Apprentices â 62 Posts | Telugu News Paper â Andhra News Paper : http://t.co/ZDWyXmU0 via AddThis
mmitchell-1062-0,4,neg,Beliebers,"Beliebers and Selenators ""working together"" . My Ass , Working Together against one person ? Pussies ."
mmitchell-1004-0,5,pos,College Of Engineering,"I created group College Of Engineering , Poonjar on Linkedin . :"
mmitchell-1454-1,6,pos,Miami Heat,"""  lovevaleria : Haha RT HeartCapricorn : what u need to worry about is Miami Heat winning game 2 female lol"
mmitchell-2341-0,7,neu,BarackObama,"BarackObama a November 20 , 1925 : Birth of Robert F . Kennedy , American politician ."
mmitchell-1839-0,8,neu,Fashion Visionaries,Have you visited and seen the Fashion Visionaries exhibit yet ? Check out the details here
mmitchell-1819-0,9,neu,NICKELBACK,played the song 'Savin' Me' by NICKELBACK on myspace
mmitchell-1168-1,0,neu,PGA,"Luke Donald starts defence of PGA money title : It gave him the double money title , and was enough to make him a ..."
mmitchell-1935-2,1,neu,Nick Fairley,"UFC : Davis-Machida , Nick Fairley , MLB Game 162 :"
mmitchell-1589-0,2,neu,Polynesian Cultural Center,"Polynesian Cultural Center Coupons , Deals & Promotions"
mmitchell-158-0,3,neu,Siri,drsaleh84 read this on Siri hacking
mmitchell-1528-0,4,neu,World Cup,The team which will win the World Cup would have the South American spirit and European brilliance ! Hmmm ...
mmitchell-1583-3,5,neu,NYC,Like Samsung to see fantastic photos taken by the Samsung SH100 camera as it hitchhikes from LA to NYC SamSungCtc http://lx.im/1cBC5 - ad
mmitchell-1871-1,6,neu,Christo,NYTime s: U.S . Clears Art Project by Christo in Colorado
mmitchell-1089-0,7,neu,Build-a-Bear Workshop,A Personal Tour Of The Build-a-Bear Workshop
mmitchell-253-1,8,neg,Jeremy Hunt,I think Cameron should stop giving his opinion on so many things . Surely he should leave it to Jeremy Hunt to say stupid stuff about films .
mmitchell-429-0,9,neu,MedPage Today,Lab Note s: Hope for Men Yet : ( MedPage Today ) -- Looks like the male of the human species is not due for the scra ...
mmitchell-1272-0,0,neu,Visa,I got my Visa and my Visa
mmitchell-674-0,1,neu,Manuel,New post : MOH Manuel UEI College
mmitchell-148-1,2,pos,Kelly,carrieanninaba Looked like you had fun WITH Reg & Kelly . Ya looked great as always .
mmitchell-1304-0,3,neu,MenaElanssary,MenaElanssary just finish installation and we can move fwd :d follow any online tips how to install :)
mmitchell-1519-0,4,neg,Hartnell,http://t.co/LSmoZsXl Roundu p: Hartnell baseball loses conference opener : The Hartnell College baseball team opene ...
mmitchell-1996-0,5,neu,Klout,"Diesaavedra , your Klout Score is 32 ( I'm a 51 ) . Check out your klout profile today !"
mmitchell-1535-0,6,neu,Harlequin,The Pregnancy Plan ( Harlequin Special Edition )
mmitchell-282-1,7,neu,PEW Reserch,Is it complicated the reelection of barackobama that Latinos disapprove management on deportation 2-1 ? PEW Reserch
mmitchell-904-1,8,neg,Energy Department,IG faults Energy Department for not fully implementing HSPD-12
mmitchell-238-0,9,neu,UnicoleImpressions,Vintage Angel connected to a mauve color by UnicoleImpressions http://t.co/FWB7ytUW via Etsy new items added every day check it out
mmitchell-1810-0,0,neu,Plangrid,New TechCrunch : Plangrid Builds A New Market For The iPa d: The Construction Industry
mmitchell-658-0,1,pos,EchoSign,just closed a deal in 8 hours on EchoSign e-Signature solution
mmitchell-717-0,2,pos,Lisa Crews,"Meet Lisa Crews our ""Cosmetic Surgery Coordinator"" http://t.co/mgn1vcye"
mmitchell-1903-0,3,pos,ClickBank,Free ClickBank Software Giveaways ! Where ? -
mmitchell-845-1,4,neu,NYT,"Retweet.com just went up for sale ! A $ 1 , 000 , 000 sale price is being predicted . Listen up CNN , NYT , NBC promo"
mmitchell-725-0,5,pos,my husband,Made breakfast in bed for my husband w/ a side of OJ . & & Coffee !
mmitchell-1673-0,6,neu,Sony's,Film buyers fooled by Sony's 'The Girl with the Dragon Tattoo' DVD joke - Tel .. http://t.co/Y4lm3Qc2 ( via TelegraphFilm )
mmitchell-188-0,7,neu,Brand New Man Utd,laaficionnw Brand New Man Utd Babywear now available :
mmitchell-65-0,8,neu,BBC News,BBC News Australia leadership PM Gillard defeats Kevin Ru dd: Australian PM Julia Gillard defeats Kevin Rudd in t ...
mmitchell-538-0,9,neu,twitter,hye i made a new account on the twitter i do not familiar with twiiter website can anybody help me out how to use this website ?? thanks
mmitchell-2028-0,0,neu,EA Online,Battlefield i get this whenever i join a server : You were disconnected from EA Online . platform : PC
mmitchell-1022-1,1,pos,Andy Dufresne,Andy Dufresne .. who crawled through a river of shit and came out clean on the other side . Andy Dufresne ... headed for the Pacific .
mmitchell-2329-0,2,pos,JenniferCirpici,JenniferCirpici happy birthday jennifer hope to you enjoy your day ... :D .. like your Work ..
mmitchell-1248-0,3,neu,twitter,In order to get twitter followers use this free tool :
mmitchell-1808-0,4,neu,Facebook,I posted a new photo to Facebook
mmitchell-1990-0,5,neu,Tech Writers,"New Year , New Tech Writers Gathering"
mmitchell-1339-0,6,neu,Mr.Raja,Shanthibabu the question is not whether leaders stand for Mr.Raja or not . it is about how true the SCAM is ..
mmitchell-85-0,7,neu,~Terri Guillemets,Life's not always fair . Sometimes you can get a splinter even sliding down a rainbow . ~Terri Guillemets
mmitchell-693-0,8,neu,Obama,How Obama turned on a dime toward war
mmitchell-1400-0,9,neu,A & S Seafood,"A & S Seafood , Wholesale Distributor : Located in South Florida Phone : 305-688-0236 Email : alexisandsalomonseafoods@yahoo.com"
mmitchell-664-0,0,neu,Miss Latina Martha Stuart,By this time of the year I ( Miss Latina Martha Stuart ) would be so stressed out to find the perfect crafty-cute-lovely-sexy present .
mmitchell-421-0,1,neg,Twitter,is Twitter trying to kill ppl's english level or encouraging ppl to talk in short ?
mmitchell-841-0,2,pos,Shonda,shondarhimes Just love new episode of GA . Have watched all seasons . Thanks Shonda for the best Show ever . From Russia with love ) ) )
mmitchell-2096-1,3,neu,BNP,Jessore BNP leader killed in Gazipur : Jessore : A BNP upazila unit leader was killed at Shalna Bridge area of the ...
mmitchell-1530-0,4,pos,"""Green Day""","""Green Day"" urbanism gets people excited for the real thing : That's what happened to me . When I was 13 , I became ..."
mmitchell-1575-0,5,neu,KRS-One,Hip Hop Lossle ss: KRS-One - 2004 - Keep Right
mmitchell-457-0,6,neu,Madoff,http://t.co/mNzNxkM2 When will the Madoff segment from tonight be available on the website ?
mmitchell-994-1,7,neu,smudgal,Are Indian art forms sacrificed at the altar of globalisation ? Does it matter smudgal
mmitchell-2076-0,8,neu,FTSE,"FTSE drops below 5 , 300 as markets await Fe d: BritainÐ²Ðâ¢s FTSE 100 and other European stock indices slipped ..."
mmitchell-1220-0,9,pos,Ryan Gaze,"It's a long shot , but if you need a beccles handyman you can call Ryan Gaze at"
mmitchell-1439-0,0,neu,Bee Safe,Protect your home with Bee Safe Bee Removal
mmitchell-1119-0,1,neu,Greyson Chance,Check out this entry to become Greyson Chance â s ProtÃ©gÃ© . BBMchallenge
mmitchell-320-1,2,neu,The,"ECB : Gloomy on economy , upbeat on euro : The European Central Bank offered a slightly more pessimistic outlook fo ..."
mmitchell-476-1,3,neu,Mark Foster,We are currently looking for MMO's based in Australia region for very interesting jobs . Contact Mark Foster : mark@dutchgeo.com
mmitchell-598-0,4,pos,Google,New Case Study : Google Adwords 12 Call-In Leads In 13 Days !
mmitchell-2206-0,5,neu,sharad pawar,"what a joke - the gom for the jan lok pal bill - sharad pawar , moily and kapil sibal.this govt thinks we the people are stupid and gullible ."
mmitchell-1482-1,6,neu,Medco,Various Positions Available at JOB Pertamina - Medco E
mmitchell-1181-0,7,neu,Nicole Stott,The Manx flag +soil from our parliamentary home Tynwald Hill has recently been taken to space by iom astronaut Nicole Stott twestival
mmitchell-476-0,8,neu,Australia,We are currently looking for MMO's based in Australia region for very interesting jobs . Contact Mark Foster : mark@dutchgeo.com
mmitchell-1862-0,9,neu,Kinky,Check this video out -- Kinky - A Donde Van Los Muertos [ Official Music Video ] http://t.co/wl7fJKCL via youtube
mmitchell-1107-0,0,neu,Twitter,Just listed myself in the http://localtweeps.com local Twitter directory in ZIP 28202
mmitchell-792-0,1,neu,Hazel,Hazel ( in super power Mandarin ): SGelections NSPRally Gan Kim Yong keeps insisting current CPF policies are good . They don't change .
mmitchell-1832-0,2,neu,Environmental Protection agency,Environmental Protection agency to set limits on drinking water.http : //su.pr/2rLaZx
mmitchell-469-0,3,pos,Apple store,Drooled at the Apple store .
mmitchell-1493-0,4,neu,Chris Paul,Source : Chris Paul joins LeBron James â marketing group - Boston Herald
mmitchell-545-0,5,neu,President,http://t.co/qgznq4f4 President Obama â s Agriculture Department today announced that it will impose a new 15-cent charge on all fresh ...
mmitchell-169-1,6,neu,Visa,"Orange to Offer Visa Mobile Prepaid Accounts to Orange Money Customers in ... : Visa Mobile Prepaid , a new Visa p ..."
