id,fname,fold,connective,label,text1,text2
pdtb-wsj_1164-16-r,wsj_1164,3,then,else,"to $41, equal to $225.5 million",On a single day Inco lifted its offer to $38
pdtb-wsj_1626-37-r,wsj_1626,4,before,else,launching a new bid,have firm bank commitments
pdtb-wsj_1293-2-r,wsj_1293,5,as,sync,thrifts sell assets,"they must also reduce liabilities, such as deposits"
pdtb-wsj_1137-56-r,wsj_1137,6,as long as,sync,"we believe that all Americans, of every race and ethnic background, have common interests and can live together cooperatively",our political map should reflect our belief
pdtb-wsj_0267-74-r,wsj_0267,7,when,sync,he visited,Eventually he began ducking out of his office rather than face the judge
pdtb-wsj_0639-0-r,wsj_0639,8,since,else,Shearson's application is the first,the Taiwan Securities and Exchange Commission announced June 21 that it would allow foreign brokerage firms to do business in that country
pdtb-wsj_1250-33-r,wsj_1250,9,since,else,15 major cases have been found,the first fraud was discovered in July 1986 at an office of the People's Bank of China in Shenzhen
pdtb-wsj_1138-13-r,wsj_1138,0,in,sync,"deciding whether forfeiture (and, hence, a TRO) is appropriate",the Section will consider the nature and severity of the offense
pdtb-wsj_1484-1-r,wsj_1484,1,then,sync,It said it had had and would continue to have discussions with Anacomp's management concerning its investment,"In March, the group disclosed it held a 7.2% stake in Anacomp for investment purposes"
pdtb-wsj_2151-41-r,wsj_2151,2,when,sync,it opened in 1939,Shannon was the first landfall in Europe for thirsty airplanes flying from North America
pdtb-wsj_1424-8-r,wsj_1424,3,then,else,taken out at night in groups of five to 50 men to be executed without any judicial process whatsoever,imprisoned
pdtb-wsj_1394-87-r,wsj_1394,4,when,else,he called a meeting in a company hangar and dressed them down for challenging his authority,a large group of pilots once signed petitions opposing work-rule and compensation changes
pdtb-wsj_1146-146-r,wsj_1146,5,next,else,"Grain, milk and meat come","Vegetables are abundant and full of flavor in Poland, the pickles and sauerkraut sublime, the state monopolies long broken"
pdtb-wsj_1394-96-r,wsj_1394,6,when,else,the company retracted it,the pilots refused
pdtb-wsj_1410-10-r,wsj_1410,7,meanwhile,sync,Ford officials became convinced they couldn't expect to recover the investment it would require to make Saab's cars competitive in the increasingly crowded luxury market,Some European analysts speculated that officials of Saab's highly profitable Scania truck operation balked at surrendering any of their autonomy
pdtb-wsj_1347-8-r,wsj_1347,8,when,sync,one of its tankers ran into an underwater reef,dumped
pdtb-wsj_2415-70-r,wsj_2415,9,before,else,paying too much,"investors should keep in mind that the average annual return for stock holdings, long-term, is 9% to 10% a year"
pdtb-wsj_2043-47-r,wsj_2043,0,as,sync,two new Remics totaling $850 million were offered and talk circulated about two more issues that could be priced today,The derivative mortgage-backed market revived after a brief hiatus
pdtb-wsj_1057-89-r,wsj_1057,1,after,else,"Mr. Pilson's ""Major Events"" strategy jelled",Mr. Tisch took over
pdtb-wsj_1962-56-r,wsj_1962,2,after,else,who wanted to realize a profit on OEX puts,the trading suspension
pdtb-wsj_0765-1-r,wsj_0765,3,while,sync,"50,000 residents have no homes at all",Thirty-four thousand of its children live in foster homes
pdtb-wsj_0730-24-r,wsj_0730,4,when,else,by confiscating the tickets,they're used
pdtb-wsj_2346-22-r,wsj_2346,5,when,sync,"the future of larger department stores, which anchor retail neighborhoods, are in doubt",It is also no comfort to landlords and small New York retailers
pdtb-wsj_1936-59-r,wsj_1936,6,in the end,else,"Teddy returns alone to America, leaving Ruth in Max's chair","As Ruth, Moira Harris, a large and beautiful woman who may be our next Colleen Dewhurst, begins almost immediately to overpower each of the men"
pdtb-wsj_1055-11-r,wsj_1055,7,meanwhile,sync,"the Nasdaq 100 Index of the big non-financial stocks basically stood still, easing 0.12, to 452.23","The Nasdaq Financial Index rose 2.09, to 454.86"
pdtb-wsj_1002-5-r,wsj_1002,8,as,sync,the applause dies down in showrooms along Seventh Avenue and Broadway,stylishly clad Campeau buyers will begin writing orders
pdtb-wsj_0773-35-r,wsj_0773,9,as,sync,Waertsilae Marine's losses ballooned to more than double the figure estimated in August,Mr. Suominen had grown increasingly worried about the state's potential financial exposure
pdtb-wsj_2043-46-r,wsj_2043,0,meanwhile,sync,Lockheed Corp. priced a $300 million note offering to yield 9.39%,TVA offered $2 billion of 30-year bonds priced to yield 9.06%; $1 billion in 10-year notes priced to yield 8.42%; and $1 billion in five-year notes priced to yield 8.33%
pdtb-wsj_0295-28-r,wsj_0295,1,when,else,"I picked up the phone and said, `Why don't you come to us",the announcement came out
pdtb-wsj_0819-47-r,wsj_0819,2,meanwhile,sync,"the pimp Pompey (Glen Allen Pruett), dressed in black leather and a prominent codpiece, indulges in enough obscene gestures and pelvic thrusts to launch a space probe","When Claudio is arrested, he is brought on stage nude except for the manacles on his wrists and ankles. When the opportunist Lucio (Jack Stehlin) visits the convent to inform Isabella of her brother's fate, Lucio not only slaps the mother superior on her rear, but brings along a voluptuous companion (Jill Powell), not in Shakespeare's script, to undulate lasciviously"
pdtb-wsj_2160-15-r,wsj_2160,3,still,else,"Fossett had several million dollars in capital left after Friday's close of trading, but not enough that regulators, worried about another potential market plunge yesterday, would let it reopen for trading","The damage was so bad at Fossett Corp., an options trading firm here, that it was forced to transfer its accounts to First Options of Chicago, a unit of Continental Bank Corp., as a result of options trading losses"
pdtb-wsj_1327-60-r,wsj_1327,4,when,sync,later in her career she was an overdressed singer rather than underdressed dancer,Baker had a large gay following
pdtb-wsj_1163-0-r,wsj_1163,5,when,sync,the Trinity Repertory Theater named Anne Bogart its artistic director last spring,the nation's theatrical cognoscenti arched a collective eyebrow
pdtb-wsj_1172-22-r,wsj_1172,6,as,sync,the nation joins in the European Community's plan to create a unified market by 1992,"Still, Britain's current slump is a cause for concern here"
pdtb-wsj_2428-17-r,wsj_2428,7,as,sync,issuer after issuer sank beneath the weight of hefty interest payments,Junk bonds have been declining for months
pdtb-wsj_1291-16-r,wsj_1291,8,while,sync,it works out a plan to pay debts,"Under Chapter 11, a company operates under protection from creditors' lawsuits"
pdtb-wsj_2113-17-r,wsj_2113,9,as,sync,he takes a drag on a goldbanded St. Moritz cigarette,"It's not like selling Chevrolets,"" Mr. Paul says"
pdtb-wsj_1824-38-r,wsj_1824,0,after,else,they will make available as many as 100 Bay area houses that are under HUD loans but now are vacant,the houses have been inspected to ensure they are sound
pdtb-wsj_2315-5-r,wsj_2315,1,until,else,"a year ago, when RJR's previous management moved it to Atlanta",The broadcast group had been based in New York
pdtb-wsj_1646-21-r,wsj_1646,2,as,sync,China's leaders re-emphasize an orthodox Marxist preference for public ownership,which have fallen into disfavor
pdtb-wsj_0335-33-r,wsj_0335,3,before,else,Lincoln's parent entered bankruptcy proceedings,"he and other examiners saw ""a truck with a sign on it that said it was from the `Document Destruction Center"
pdtb-wsj_2045-36-r,wsj_2045,4,when,else,oil prices are expected to rise as supply and demand fundamentals once again become the major consideration,traders become confident that the stock market has stabilized
pdtb-wsj_1334-16-r,wsj_1334,5,when,sync,Wednesday Integrated senior managers met with about 150 representatives,Many aspects of the agreement were worked out in Chicago
pdtb-wsj_2155-4-r,wsj_2155,6,when,sync,they are translated into dollars,the stronger dollar has cut the value of overseas revenue and earnings
pdtb-wsj_1146-116-r,wsj_1146,7,until,else,the state couldn't hold up its end of that bargain,His allotment of materials also did
pdtb-wsj_1555-4-r,wsj_1555,8,then,else,It determines which machine is free to do the task most quickly and sends the task to that machine,"Task Broker asks other computers in the network for ""bids"" on the job"
pdtb-wsj_1312-18-r,wsj_1312,9,since,else,brings Freddie Mac's 1989 Remic issuance to $32.8 billion and its total volume to $46.8 billion,the program began in February 1988
pdtb-wsj_1699-0-r,wsj_1699,0,as,sync,congressional officials estimated that the price tag for emergency assistance to earthquake-ravaged California would total at least $2.5 billion,Business and civic operations lurched back toward normalcy here
pdtb-wsj_1249-0-r,wsj_1249,1,after,else,"Six months ago, as some personnel specialists saw it, a perception that President Bush really cared about fair employment was prodding top management to raise hiring goals for females, blacks and other minorities",what they said was eight years of Reagan-era neglect
pdtb-wsj_1643-36-r,wsj_1643,2,then,else,I noticed the overhead light was swaying on its cord and realized what had happened,I reasoned that a) I was in Southern California; b) the bed was moving; c) it must be a Magic Fingers bed that had short-circuited
pdtb-wsj_0769-2-r,wsj_0769,3,as,sync,market participants switched out of pounds,The U.S. unit also firmed against other currencies on the back of sterling's tumble
pdtb-wsj_0537-0-r,wsj_0537,4,after,else,Judge Harold C. Abramson raised the possibility,talks to end a feud between two major creditors failed and all three reorganization plans in the case ran into roadblocks
pdtb-wsj_1504-7-r,wsj_1504,5,as,sync,you go along,We may ask questions
pdtb-wsj_1346-3-r,wsj_1346,6,after,else,Cummins's stock stumbled last month,"the company projected a ""substantial"" third-period loss"
pdtb-wsj_0290-84-r,wsj_0290,7,until,else,it is over,hiding
pdtb-wsj_0057-17-r,wsj_0057,8,after,else,Yesterday's announcement was made,markets closed
pdtb-wsj_1931-14-r,wsj_1931,9,before,else,the unit dropped back by day's end,A slight recovery in the stock market gave currency traders confidence to push the dollar higher
pdtb-wsj_1280-25-r,wsj_1280,0,while,sync,the opposite was true for domestic expansion,as of Sept. 30 more stores were under construction overseas than a year ago
pdtb-wsj_0328-37-r,wsj_0328,1,as,sync,"the Senate remained mired in difficulties over a $17.25 billion measure covering the budgets for the State, Commerce, and Justice departments in fiscal 1990",The House action yesterday came
pdtb-wsj_1418-12-r,wsj_1418,2,as,sync,the October 1987 stock market crash continues to make itself felt,the city's economy is weakening
pdtb-wsj_1650-23-r,wsj_1650,3,before,else,The Japanese are in the early stage right now,they were interested in hard assets and they saw magazines as soft
pdtb-wsj_1267-53-r,wsj_1267,4,before,else,finding its more lucrative calling in big commercial cases,"Sophisticated trial consulting grew, ironically, from the radical political movements of the 1960s and 1970s"
pdtb-wsj_2113-33-r,wsj_2113,5,meanwhile,sync,Gallery directors say Mr. Paul and others of his ilk have left an indelible mark on the art world -- and not for the better,Embittered shareholders say the chairman and his collection epitomize the excesses of speculation that set off the national S&L crisis
pdtb-wsj_0772-6-r,wsj_0772,6,when,else,"being fired at age 44, with five children at home","my views and actions were deemed unsettling by a timid, small-town employer"
pdtb-wsj_0415-39-r,wsj_0415,7,then,else,to be interrupted by a busy signal before finishing dialing the number,wait three minutes for a dial tone after picking up the telephone
pdtb-wsj_0137-26-r,wsj_0137,8,after,else,"It shed about 7 pence, however",dealers said the market was disappointed that Ford didn't move to tender a bid for control of the company
pdtb-wsj_1915-36-r,wsj_1915,9,meanwhile,sync,"orders are being routed through Kingsford Products unit in Louisville, Ky","CLOROX Co., Oakland, consumer products, annual sales of $1.36 billion, NYSE, was closed yesterday but plans to reopen today or tomorrow"
pdtb-wsj_1146-177-r,wsj_1146,0,when,sync,Solidarity leader Lech Walesa accepted the Peasants' support,"Rural Solidarity objected, to no avail"
pdtb-wsj_1570-18-r,wsj_1570,1,when,sync,the U.S. Supreme Court held that members' payments to the church weren't deductible,The IRS recently won part of its long-running battle with the Church of Scientology over exemptions
pdtb-wsj_2093-8-r,wsj_2093,2,while,sync,the dollar was mixed,Bond prices ended lower after an early rally
pdtb-wsj_0751-2-r,wsj_0751,3,before,else,closing the purchase,the banks must wait at least 30 days
pdtb-wsj_1507-9-r,wsj_1507,4,as,sync,the regulator handling such operations was retiring,It arrived
pdtb-wsj_0254-16-r,wsj_0254,5,meanwhile,sync,the National Association of Manufacturers said yesterday a recent poll of 53 executives on its board found that 61% don't expect a recession to occur until 1991 or later,"In another report yesterday, the Commerce Department said sales of new single-family houses plunged 14% in September to an annual rate of 618,000 from 719,000 in August. The declines were particularly pronounced in the Northeast and in the South, where Hurricane Hugo was a factor. Although September's weakness followed two strong months for home sales, the decline supports other indications that the drop in mortgage rates earlier this year has had only a limited beneficial effect on the housing market. The September drop was the largest since a 19% drop in January 1982, but monthly changes in this measure are even less reliable than those in other economic indicators. Because the figures are based on a small sample, the department said it is 90% confident only that new-home sales fell somewhere between 5% and 23% during the month. The department also said it takes four months to establish a trend. So far this year, 534,000 newly built homes have been sold, down 4.5% from the like months of 1988. The index of leading indicators got a major boost in September from a surge in consumer expectations as measured by the University of Michigan. This measure had dropped sharply in August. The Commerce Department said that as a result of a new adjustment to the formula used to calculate the index, the influence of this component has been reduced. Of the 11 components to the index, only three others rose in September: the money supply, the length of the average work week and stock prices. Several components that track the health of the manufacturing sector of the economy turned down in September. These include new orders for manufactured consumer goods, lead times on vendor deliveries, orders for new plant and equipment, and backlogs of orders for durable goods"
pdtb-wsj_2351-59-r,wsj_2351,6,after,else,CNN will follow through with its investigative commitment,it sees the cost of producing in-depth pieces
pdtb-wsj_0142-31-r,wsj_0142,7,until,else,such action takes places,the Treasury has no ability to issue new debt of any kind
pdtb-wsj_1154-72-r,wsj_1154,8,after,else,"For all that, the piece landed unperformed in a dusty archive",Bologna refused to supply a chorus and orchestra
pdtb-wsj_2021-9-r,wsj_2021,9,thereafter,else,"hysterical articles began to appear predicting that advanced industrial societies would produce a blackened, uninhabitable planet possibly by the turn of the century","New Environmentalism probably started in 1962 with the publication of Rachel Carson's book ""Silent Spring"
pdtb-wsj_0783-3-r,wsj_0783,0,when,else,Well it not only artificially increased the supply of these bonds in the market but also eliminated one of the few profitable investments thrifts have made,Congress in its recent S&L bailout mandated that the thrifts sell off all their junk-bond holdings by 1994
pdtb-wsj_0556-11-r,wsj_0556,1,while,sync,our competitors are concerned with their financial viability and possible ownership changes,we will be concentrating on buying and selling merchandise our customers need and want
pdtb-wsj_2300-41-r,wsj_2300,2,when,sync,trading was halted in Philip Morris,"the stock was trading at 41, down 3 3/8, while IBM closed 5 5/8 lower at 102"
pdtb-wsj_2086-12-r,wsj_2086,3,after,else,Fears that Ford's ardor might be cooling put Jaguar shares into reverse,GM confirmed its friendly negotiations with Jaguar
pdtb-wsj_0345-1-r,wsj_0345,4,as,sync,the offer for Great Northern Nekoosa by Georgia-Pacific triggered speculation that the industry could be in for a wave of merger activity,Paper and forest-products stocks were especially strong
pdtb-wsj_2356-14-r,wsj_2356,5,meanwhile,sync,Ten of the nation's governors called on the justices to reject efforts to limit abortions,The White House said minors haven't any right to abortion without the consent of their parents. The administration's policy was stated in a friend-of-the-court brief urging the Supreme Court to give states more leeway to restrict abortions
pdtb-wsj_2264-5-r,wsj_2264,6,when,sync,SWAPO starts running the government,The Stanley affair doesn't bode well for the future of democracy or freedom of anything in Namibia
pdtb-wsj_0373-10-r,wsj_0373,7,when,sync,in May technical problems forced it to postpone the September launch until next spring,The consortium faced a setback
pdtb-wsj_1986-91-r,wsj_1986,8,when,else,perhaps Wall Street will realize that finance is a service industry,it has suffered enough
pdtb-wsj_0490-16-r,wsj_0490,9,even after,else,continue producing the weapons,an international treaty calling for their destruction is signed
pdtb-wsj_2320-35-r,wsj_2320,0,then,else,"retailers ""will probably push the {less-established} brands out altogether","If the new Cheer sells well, the trend toward smaller packaging is likely to accelerate as competitors follow with their own superconcentrates"
pdtb-wsj_0106-3-r,wsj_0106,1,before,else,a conversion takes place,redeem the shares
pdtb-wsj_2093-0-r,wsj_2093,2,as,else,"UAL'S STOCK SKIDDED an additional $24.875, to $198",British Airways indicated it may balk at any hastily revised version of the aborted $6.79 billion buy-out of United Air's parent
pdtb-wsj_0306-4-r,wsj_0306,3,while,sync,beef cattle slipped 80 cents to $67.40 for each hundred pounds and calves dropped 90 cents to $90.20,Hogs rose $3.40 to $46.80 a hundredweight in October
pdtb-wsj_2053-21-r,wsj_2053,4,until,else,Nicaragua holds national elections next February,provide nonlethal aid to the Contras
pdtb-wsj_1562-87-r,wsj_1562,5,after,else,who change their mind about buying or selling,an order has been filled
pdtb-wsj_1057-99-r,wsj_1057,6,then,else,"in May 1988, Mr. Tisch urgently needed to make a bold statement to quell rumors that he might sell the network","Five months later, Mr. Tisch took over as CBS's chief executive"
pdtb-wsj_1203-54-r,wsj_1203,7,before,else,ending the session four cents lower at $19.72 a barrel for December delivery,Prices for the U.S. benchmark West Texas Intermediate crude remained locked in a fairly narrow range
pdtb-wsj_1154-49-r,wsj_1154,8,then,else,she remembers the great parties she used to throw,"In an invention that drives Verdi purists bananas, Violetta lies dying in bed during the prelude"
pdtb-wsj_2057-2-r,wsj_2057,9,then,else,it rebounded to finish down only 18.65 points,It plunged 60.25 points before lunch
pdtb-wsj_1568-4-r,wsj_1568,0,meanwhile,sync,"in the squat office buildings that ring Fashion Island, the odds are good that someone is getting fleeced","At the ritzy Fashion Island Shopping Center, the tanned and elegant ladies of this wealthy Southern California beach community disembark from their Mercedes-Benzes and BMWs for another day of exercising their credit cards"
pdtb-wsj_1187-13-r,wsj_1187,1,when,else,it will seek 100% of Jaguar's shares outstanding,U.K. government share regulations are lifted at the end of next year
pdtb-wsj_2039-2-r,wsj_2039,2,while,sync,"paper operations were dogged by higher costs, soft newsprint exports and a strong Japanese yen",Forest-products operations strengthened in the third quarter
pdtb-wsj_1986-78-r,wsj_1986,3,previously,else,Ivan Boesky vacated for a prison cell,"The glitzy office had contained commodity operators Marc Rich and ""Pinky"" Green, today fugitives from a potential century apiece of jail sentences"
pdtb-wsj_1643-48-r,wsj_1643,4,then,else,it struck me that this time was different,At the Stick I thought of that morning
pdtb-wsj_1044-15-r,wsj_1044,5,after,else,The action came,the Senate approved the House-passed measure
pdtb-wsj_0097-26-r,wsj_0097,6,before,else,U.S. trading begins,unwind positions but at prices pegged to the previous session's Big Board close
pdtb-wsj_1194-4-r,wsj_1194,7,after,else,A majority stake in Paxus currently held by NZI Corp. will be diluted to slightly less than 50%,IBM acquires its interest
pdtb-wsj_0351-40-r,wsj_0351,8,after,else,Beatrice cut its high-yield offering to $251 million from a planned $350 million,it became clear the company would have to give investors higher yields
pdtb-wsj_2265-38-r,wsj_2265,9,as,sync,the stock market fell,gold prices surged
pdtb-wsj_0574-1-r,wsj_0574,0,when,sync,Oct. 20 it bought British Petroleum Co. 's Australian coal interests for $275 million,RA acquired the Howick coal mine
pdtb-wsj_1493-29-r,wsj_1493,1,meanwhile,sync,"Rowland has expanded aggressively, and now ranks as the fifth-largest U.S. public relations firm, according to O'Dwyer's Directory of Public Relations Firms","Campbell-Mithun-Esty, for example, has had big problems at its New York office, but offers strong offices in other areas of the country, including Minneapolis and Chicago"
pdtb-wsj_2330-42-r,wsj_2330,2,meanwhile,sync,On European markets spot prices of North Sea crudes were up 35 to 75 cents a barrel,"On the New York Mercantile Exchange, West Texas Intermediate crude for November delivery finished at $20.89 a barrel, up 42 cents on the day"
pdtb-wsj_0319-2-r,wsj_0319,3,as,sync,the labor market tightened,this would have happened two or three years ago
pdtb-wsj_1411-59-r,wsj_1411,4,after,else,the Cowboys needed a change,posting losing seasons in each of the last three years
pdtb-wsj_1698-10-r,wsj_1698,5,as,sync,I was walking back to get in my car,"Frankly I heard many, many people . . . opening champagne bottles and celebrating individual victories that some of us had accomplished in getting our little deal in the tax bill and winking at this person for slipping this in"
pdtb-wsj_0532-2-r,wsj_0532,6,until,else,a successor is named,"he will ""assume overall responsibility"" for MTM's operations"
pdtb-wsj_0041-61-r,wsj_0041,7,when,sync,"Democratic Rep. James Florio aired an ad featuring a drawing of Pinocchio and a photograph of Mr. Florio's rival, Republican Rep. Jim Courter",The attacks began
pdtb-wsj_1855-0-r,wsj_1855,8,after,else,"Petco Options, an options trading firm owned by the family of the deceased former Chicago Board of Trade chairman Ralph Peters, is getting out of the trade clearing, or processing and guaranteeing, business",sustaining a multimillion dollar loss Friday
pdtb-wsj_2338-26-r,wsj_2338,9,before,else,slow sales of the Fiero forced the company to close the factory last year,The Fiero plant was viewed as a model of union-management cooperation at GM
pdtb-wsj_2401-2-r,wsj_2401,0,when,sync,research projects are curtailed due to government funding cuts,"are we ""caught with our grants down"
pdtb-wsj_0989-56-r,wsj_0989,1,once,else,a company can do with it what it wishes,it gets there
pdtb-wsj_0786-14-r,wsj_0786,2,after,else,IMA early this month lowered its offer to $26.50 a share amid turbulence in the junk bond market,extending its offer four times waiting for a congressional tax ruling
pdtb-wsj_0629-27-r,wsj_0629,3,when,sync,Mr. Gandhi came to power,he ushered in new rules for business
pdtb-wsj_2232-28-r,wsj_2232,4,as,sync,traders sold big baskets of stock and bought stock-index futures,There was heavy stock-index arbitrage
pdtb-wsj_0469-40-r,wsj_0469,5,since,else,27 lawyers have left and 21 have been hired,Mr. Thornburgh announced his plan
pdtb-wsj_1052-14-r,wsj_1052,6,by then,else,TW's stockholder meeting was postponed from tomorrow to Nov. 21,DLJ hopes to be able to sell less-junky junk bonds
pdtb-wsj_1163-51-r,wsj_1163,7,while,sync,conducting the chamber musicians,whether he is hamming it up
pdtb-wsj_1505-30-r,wsj_1505,8,when,sync,late in the session a flurry of program selling pushed Wall Street lower,before it eased to an intraday low
pdtb-wsj_2366-8-r,wsj_2366,9,at the same time,sync,several states in the South and West have had their own population turnaround,The Northeast has been holding its own in the population race
pdtb-wsj_2369-75-r,wsj_2369,0,before,else,it can simmer,"That issue, like racial tensions in New York City, will have to cool down, not heat up"
pdtb-wsj_1022-8-r,wsj_1022,1,while,sync,he was buying,they sold
pdtb-wsj_2224-9-r,wsj_2224,2,while,sync,reaching blockbuster proportions yesterday,the volume was still well within the 600 million-share capacity that the exchange has said it can handle daily since beefing up its computers after the October 1987 crash
pdtb-wsj_1105-32-r,wsj_1105,3,when,sync,Sears has a sale at a special price,it's something you don't want to miss
pdtb-wsj_0059-14-r,wsj_0059,4,until,else,rates in the U.S. recede,demand for the U.S. unit will continue unabated
pdtb-wsj_1448-0-r,wsj_1448,5,as,sync,hundreds of thousands of commuters avoid travel routes ravaged by last week's earthquake,This city is girding for gridlock today
pdtb-wsj_1172-32-r,wsj_1172,6,when,sync,the country gets wealthier,we tend to buy high-quality imports
pdtb-wsj_1154-89-r,wsj_1154,7,when,sync,they buy shares or domestic bonds,who demand the delivery of their securities
pdtb-wsj_0990-48-r,wsj_0990,8,then,else,"sold at low prices to ""unscrupulous businessmen"" who resold them to the institute at inflated prices",first bought by the institute
pdtb-wsj_0286-21-r,wsj_0286,9,then,else,publicly leads the charge,first admits that things have gone badly awry
pdtb-wsj_1803-54-r,wsj_1803,0,as,sync,the airport was being evacuated Tuesday night,in fact two babies were born
pdtb-wsj_0148-17-r,wsj_0148,1,before,else,they come due,Most contracts are simply nullified by an opposite trade
pdtb-wsj_1236-0-r,wsj_1236,2,while,sync,imports rose to $6.81 billion from $5.33 billion,"Exports reached $5.12 billion, up from $4.52 billion a year earlier"
pdtb-wsj_0290-32-r,wsj_0290,3,when,else,Demonstrations are particularly apt to degenerate into criminal conduct,they leave the site of the grievance and become mobile
pdtb-wsj_1615-44-r,wsj_1615,4,after,else,"he has prepared himself methodically for this moment, including deciding in recent years he could no longer support curbs on federal funding for Medicaid abortions","losing by fewer than 1,800 votes in the 1981 governor's race"
pdtb-wsj_0258-9-r,wsj_0258,5,as,sync,"it battles more established electronic concerns such as Sun, Hewlett-Packard Co., Motorola Inc. and Intel Corp. for the emerging market for RISC machines",it gives the the five-year-old company one more ally
pdtb-wsj_2168-2-r,wsj_2168,6,as,sync,prices soared,reap six-figure windfalls in a matter of minutes
pdtb-wsj_1735-37-r,wsj_1735,7,in,sync,explaining why they have sold large amounts of H&R Block stock this year,Two other money managers spoke on the condition they not be named
pdtb-wsj_0311-0-r,wsj_0311,8,while,sync,striving to improve supplies to frustrated consumers,that halves its huge deficit with cuts in defense spending and capital outlays
pdtb-wsj_2428-47-r,wsj_2428,9,even as,sync,trading in high-yield issues dried up over the past month,corporations sold more than $2 billion of new junk bonds
pdtb-wsj_2095-1-r,wsj_2095,0,until,else,McGill directors have completed their evaluation,"not to immediately tender their shares under a recent $72-a-share, or $104 million, bid from AB SKF of Sweden"
pdtb-wsj_1146-119-r,wsj_1146,1,when,sync,supplies are short,it often hands them over only in exchange for milk or grain
pdtb-wsj_0295-4-r,wsj_0295,2,after,else,Now Mr. Achenbaum is joining them,beating them
pdtb-wsj_0010-9-r,wsj_0010,3,then,else,"in the guests' honor, the speedway hauled out four drivers, crews and even the official Indianapolis 500 announcer for a 10-lap exhibition race",A buffet breakfast was held in the museum
pdtb-wsj_1819-23-r,wsj_1819,4,after,else,who erupted into applause,he finished his argument
pdtb-wsj_1946-0-r,wsj_1946,5,after,else,Glenn and Sharon Beebe of Cincinnati had sued the com- pany in 1981,installing Burlington carpets in their office
pdtb-wsj_0477-9-r,wsj_0477,6,until,else,the Socialists returned to government last year and canceled plans to privatize the large French bank,Commerzbank had hoped to buy a stake in Credit Lyonnais
pdtb-wsj_0142-38-r,wsj_0142,7,meanwhile,sync,most investment-grade bonds ended unchanged to as much as 1/8 point higher,IBM's $750 million debenture offering dominated activity in the corporate debt market
