id,fname,fold,connective,label,text1,text2
pdtb-wsj_0664-14-r,wsj_0664,9,previously,else,"By contrast, the Comex in July imported a highly regarded outsider, Arnold F. Staloff, as its president","Mr. Staloff, 44, was a senior officer of the Philadelphia Stock Exchange and is considered a specialist in new financial products"
pdtb-wsj_0450-55-r,wsj_0450,0,then,else,convicted,tried
pdtb-wsj_1504-14-r,wsj_1504,1,then,else,"When he was through, the court members asked many questions",He talked about 20 minutes
pdtb-wsj_0257-17-r,wsj_0257,2,then,else,"Once his cuckoo's egg was laid, he could enter Unix and become a ""super-user,"" with access to everything","Using Gnu-Emacs, the spy could substitute a bogus ""atrun"" program for the one that routinely cleans up the Unix system every five minutes"
pdtb-wsj_1219-4-r,wsj_1219,3,then,else,sought other contracts to replace it,terminated its contract with Meredith Relocation
pdtb-wsj_1296-29-r,wsj_1296,4,when,else,"he said, ""There are states that have asked for additional information, which we are providing to them",Asked about states that are taking a hard line
pdtb-wsj_1552-2-r,wsj_1552,5,while,sync,Sales fell 2.5% to $1.54 billion from $1.58 billion,"Net fell to $65 million, or 67 cents a common share, from $93.7 million or $1.03 a share, a year ago"
pdtb-wsj_1912-3-r,wsj_1912,6,meanwhile,sync,A revised provision would be included for the conversion of short-term claims inside the net to long-term loans outside the net,"The redemption then would be at 1.5% of the total debt, increasing to 2.5% in February 1991, and to 3% at six-month intervals thereafter"
pdtb-wsj_1137-30-r,wsj_1137,7,then,else,devise public policies that would benefit all,listen to all the voices in their district
pdtb-wsj_2413-44-r,wsj_2413,8,previously,else,"In the Bush administration, the lead is being taken by Treasury Secretary Brady, Undersecretary Robert Glauber and Assistant Secretary Mullins",The three men worked together on the so-called Brady Commission
pdtb-wsj_0473-19-r,wsj_0473,9,then,else,If that option is favored by gas buyers and regulators it would build another smaller pipeline connecting Mackenzie Delta reserves to the Alaska mainline,"it plans to seek regulatory approval to build an alternative line, the Alaska Natural Gas Transportation System further north toward Alaska"
pdtb-wsj_1505-13-r,wsj_1505,0,subsequently,else,"The Nikkei continued to gain for the rest of the week, adding 1017.69 points in four days -- more than erasing Monday's losses",The Tokyo market's resiliency helped participants to regain confidence gradually as they spent more time on analyzing factors that caused the Friday plunge and realized these problems were unique to New York stocks and not directly related to Tokyo
pdtb-wsj_1998-3-r,wsj_1998,1,while,sync,Profit in Olin's defense and ammunition segment rose to $8 million from $7 million,"The chemical segment had a $6 million gain on the sale of ammonia and urea businesses, which was offset by a $6 million charge for future environmental expenditures"
pdtb-wsj_0461-1-r,wsj_0461,2,simultaneously,sync,The Treasury is still working out the details with bank trade associations and the other government agencies that have a hand in fighting money laundering,"they were considering the new reporting requirements, and the expected publication of the proposal in the Federal Register today is the first official step toward creating final regulations"
pdtb-wsj_0816-9-r,wsj_0816,3,then,else,Later yesterday the nation's major auto makers added to the gloom when they each reported their core auto operations were net losers in the third quarter,"Compaq Computer nose-dived $8.625 a share, to $100, and pulled other technology issues lower after reporting lower-than-expected earnings after the stock market closed Wednesday"
pdtb-wsj_1014-11-r,wsj_1014,4,while,sync,"Shares of Coors, the company's sole publicly traded major competitor, fell $1.50 apiece to $19.125 in national over-the-counter trading, apparently on investor concerns over potential fallout from the coming pricing struggle",The projection sent Anheuser shares plunging $4.375 in New York Stock Exchange composite trading yesterday. The stock closed at $38.50 on heavy volume of about 3.5 million shares
pdtb-wsj_1830-19-r,wsj_1830,5,then,else,strain the edible part through the baskets,spin them at a high speed to break the shells
pdtb-wsj_1285-2-r,wsj_1285,6,while,sync,The Nasdaq Financial Index of giant insurance and banking issues lost 2.38 to 458.32,"Mostly because of the sell-off in technology stocks, the Nasdaq 100 Index of the OTC's largest non-financial issues dropped 4.58 to 457.52"
pdtb-wsj_0569-46-r,wsj_0569,7,while,sync,Swiveling in his chair,"Mr. Straszheim replies that the new outlook, though still weak, doesn't justify calling a recession right now"
pdtb-wsj_1320-28-r,wsj_1320,8,at the same time,sync,aggressive short sellers moved in,previous buyers bailed out of their positions
pdtb-wsj_0766-65-r,wsj_0766,9,then,else,"Using a calculator and a unit-price guide for such jobs as painting, plumbing and roofing in each major region of the country, adjusters can figure out the value of a home in today's market and what it would cost to rebuild it","do that, they must think in terms of sheetrock by the square foot, carpeting by the square yard, wallpaper by the roll, molding by the linear foot"
pdtb-wsj_1660-6-r,wsj_1660,0,then,else,"appeared to be won over, analysts said, by Banco Popular's assurances that it wanted only a friendly transaction",reacted cooly at first
pdtb-wsj_1692-28-r,wsj_1692,1,then,else,ended in September with a hung jury,lasted seven months
pdtb-wsj_2219-4-r,wsj_2219,2,meanwhile,sync,Investment banking revenue fell 22% to $296.6 million on fewer equity and municipal underwritings,The firm's drop in net reflected weaker revenue in transactions for its own account -- a decline of 19% to $314.6 million on reduced revenue from trading fixed-income securities
pdtb-wsj_1743-7-r,wsj_1743,3,then,else,the Communist government in Beijing applied for restoration of China's membership in July 1986,The Nationalists withdrew in 1950
pdtb-wsj_1792-38-r,wsj_1792,4,previously,else,The 220 pilots involved in the suit aren't members of the union,"The airline had allowed them to move ahead of some union members in seniority following the 1985 strike, a move the union had contested in a previous lawsuit"
pdtb-wsj_0564-21-r,wsj_0564,5,while,sync,Sitting beside a banker at a luncheon in London,he learned that a large packet of Bally's shares was up for sale
pdtb-wsj_1442-17-r,wsj_1442,6,then,else,First Interstate balked regulators responded by raising their recommendation to $350 million,they first recommended that First Interstate take a provision that was less than the eventual $350 million third-quarter hit
pdtb-wsj_0779-34-r,wsj_0779,7,thereafter,else,"They, in turn, lent money to their customers",It lent money to banks and encouraged them to make funds available to brokerage houses
pdtb-wsj_0224-16-r,wsj_0224,8,while,sync,"In the U.S. over-the-counter market, Jaguar shares trading as American Depositary Receipts closed at $13.625, up $1.75","In late trading, the shares were up a whopping 122 pence ($1.93) -- a 16.3% gain -- to a record 869 pence on very heavy volume of 9.7 million shares"
pdtb-wsj_0037-60-r,wsj_0037,9,then,else,urged other schools to ban on-campus smoking,"launched a ""No-Smoking Week"" at the Mara Institute of Technology near Kuala Lumpur"
pdtb-wsj_0295-59-r,wsj_0295,0,previously,else,Industry executives are wishing Mr. Achenbaum well,"Leonard Matthews, then-president of the American Association of Advertising Agencies, called Mr. Achenbaum a ""quisling"" in an incendiary 1987 speech"
pdtb-wsj_2222-21-r,wsj_2222,1,meanwhile,sync,Options markets stopped trading in many securities,"The futures exchanges followed their own pre-set circuit breakers and shut down at about 3 p.m. for 30 minutes, after the Standard & Poor's 500 stock index had fallen 12 points, or about 100 points on the Dow Jones index"
pdtb-wsj_2110-14-r,wsj_2110,2,then,else,the rule changes to be completed by Thanksgiving,the study to be released within two weeks
pdtb-wsj_1730-19-r,wsj_1730,3,then,else,succeeded by a confidant of Soviet leader Gorbachev,dismissed
pdtb-wsj_1275-2-r,wsj_1275,4,meanwhile,sync,"Publishing reported operating profit was $33.3 million, nearly flat with the year-before $33 million","The broadcasting unit reported operating profit of $134.9 million, up 18% from the year-earlier $114.3 million"
pdtb-wsj_0231-34-r,wsj_0231,5,meanwhile,sync,"Jaguar shares closed at 869 pence, up 122 pence, on hefty turnover of 9.7 million shares","although the golden share has been waived, a hostile bidder for Jaguar would still have to alter the British concern's articles of association which ban shareholdings of more than 15%"
pdtb-wsj_1208-44-r,wsj_1208,6,then,else,The big futures buying triggered stock-index buy programs that eventually trimmed the Dow's loss to 31 points by 11 a.m,"In five minutes, the Dow industrials climbed almost 30 points"
pdtb-wsj_2165-24-r,wsj_2165,7,then,else,corrected,found almost immediately
pdtb-wsj_2102-42-r,wsj_2102,8,at that time,sync,"the two officials pledged to respect each other's laws, security and stability",Libyan leader Gadhafi met with Egypt's President Mubarak
pdtb-wsj_1322-47-r,wsj_1322,9,previously,else,"In the case of Beatrice, Salomon Brothers Inc. is considering restructuring the reset mechanism on the $200 million portion of the offering","Under the originally contemplated terms of the offering, the notes would have been reset annually at a fixed spread above Treasurys"
pdtb-wsj_2265-11-r,wsj_2265,0,meanwhile,sync,"Crude oil declined early, but as the stock market retained early gains, it, too, became stronger, ending with a small net loss",Copper fell and showed little rebound through the day as one of the major supply problems that had been supporting prices appeared to be solved
pdtb-wsj_1165-3-r,wsj_1165,1,at the time,sync,Analysts had been projecting fully diluted earnings in the third quarter in the range of about $1.30 a share,HomeFed had been one of the handful of large West Coast thrifts that in recent quarters had counteracted interest-rate problems dogging the industry by keeping a lid on problem assets and lending heavily into the furious California housing market
pdtb-wsj_0514-1-r,wsj_0514,2,while,sync,"Charles R. Simpson Jr., 46, president and chief operating officer, will assume the chief executive's post",He will remain chairman
pdtb-wsj_0262-5-r,wsj_0262,3,previously,else,"Scott Wakeman was named president and chief operating officer of U.S. operations, titles that had been held by Mr. Weekes","Mr. Wakeman was vice president of the instrument and controls division of closely held Omega Engineering Inc., another company controlled by Mr. Hollander"
pdtb-wsj_1615-90-r,wsj_1615,4,after being,else,he ran for governor three years later,"Elected to Congress as a ""Watergate baby"" in 1974"
pdtb-wsj_1614-8-r,wsj_1614,5,then,else,"Each time, the bank's 90% shareholder -- Petroliam Nasional Bhd., or Petronas, the national oil company -- has been called upon to rescue the institution",Both episodes wiped out Bank Bumiputra's shareholders' funds
pdtb-wsj_1405-3-r,wsj_1405,6,previously,else,"President Bush's national security adviser, Lt. Gen. Brent Scowcroft, came into office in January intent on making the NSC staff leaner and more disciplined than it had been during the Reagan administration","Gen. Scowcroft was a member of the Tower Commission, which investigated the Iran-Contra affair"
pdtb-wsj_0793-2-r,wsj_0793,7,then,else,transfer control of much of it to Capitol Hill,"Instead, Congress's idea of reform is to increase this slush fund by $28.4 million"
pdtb-wsj_0682-0-r,wsj_0682,8,then,else,"The explosion sent shards of metal flying, severing the DC-10's hydraulic or control systems, and led to the crash that killed 112 people",a metallurgical flaw in the disk led to a crack that ultimately caused the tail engine to break apart in flight
pdtb-wsj_1397-42-r,wsj_1397,9,while,sync,screaming slogans,protestors marching around
pdtb-wsj_0130-11-r,wsj_0130,0,then,else,"Beginning in 1980, courts in several states including California and New York decided to suspend the common-law rule that plaintiffs must prove that the defendants are the ones who are liable","The cases quickly went to court, but the mothers of several thousand DES plaintiffs couldn't recall whose brand they used"
pdtb-wsj_0155-3-r,wsj_0155,1,while,sync,The May contract ended with a gain of 0.54 cent to 14.26 cents,"The March delivery settled at 14.53 cents, up 0.56 cent a pound"
pdtb-wsj_1626-26-r,wsj_1626,2,previously,else,"Indeed, British Air seemed to be distancing itself from the troubled transaction early in an effort to avoid any further embarrassment",The original transaction fell through on the same day British Air shareholders approved the plan at a special meeting after the British succeeded in arranging the financing for its equity contribution
pdtb-wsj_0583-39-r,wsj_0583,3,then,else,"In September, it announced plans to acquire the tropical-fruit business of RJR Nabisco Inc. 's Del Monte foods unit for #557 million ($878 million)","He took Polly Peck, once a small fabric wholesaler, and used it at as a base to build a conglomerate that has been doubling its profits annually since 1980"
pdtb-wsj_1562-83-r,wsj_1562,4,then,else,had forgotten to cancel,might have entered weeks or months earlier
pdtb-wsj_1624-42-r,wsj_1624,5,subsequently,else,The move was interpreted by some economists as a sign that the Fed doesn't want the federal funds rate to move any lower than the 8 3/4% at which it has been hovering around during the past week,"Yesterday, the Fed executed four-day matched sales, a technical trading operation designed to drain reserves from the banking system"
pdtb-wsj_1935-28-r,wsj_1935,6,while,sync,trying to Do Something,as it thrashed about
pdtb-wsj_0934-24-r,wsj_0934,7,then,else,become a regular event,take place last spring
pdtb-wsj_0003-21-r,wsj_0003,8,then,else,mechanically mixed the dry fibers in a process used to make filters,poured in cotton and acetate fibers
pdtb-wsj_1628-4-r,wsj_1628,9,and,sync,Sen. Mitchell urged them to desist,"Senate Majority Leader George Mitchell (D., Maine), a vigorous opponent of the capital-gains tax cut, called the group to meet with him Wednesday night and again yesterday"
pdtb-wsj_0564-35-r,wsj_0564,0,at the time,sync,"With the nonferrous metals business undermined in Switzerland by tough foreign competition and high domestic costs, this looked like a dull undertaking","In 1979, his career as an industrialist began with the acquisition of the Swiss metals works Selve, based in Thun"
pdtb-wsj_0280-37-r,wsj_0280,1,while,sync,sporting their jewels,stroll the aisles
pdtb-wsj_0465-51-r,wsj_0465,2,then,else,"The tumor developed when the second, normal copy also was damaged","in the eye cancer, an infant inherited a damaged copy of a gene from one parent and a normal copy from the other"
pdtb-wsj_2028-0-r,wsj_2028,3,previously,else,"Stephen N. Wertheimer was named managing director and group head of investment banking in Asia, based in Tokyo","Mr. Wertheimer, 38 years old, had been a first vice president in the industrial group in investment banking"
pdtb-wsj_1411-42-r,wsj_1411,4,then,else,"in July, announced plans to sell Valley Ranch, the team's 30-acre practice camp and the most lavish training facility in the NFL",shut down a Cowboys-owned dance academy
pdtb-wsj_2144-5-r,wsj_2144,5,at the same time,sync,absorbing eye moisture while permitting oxygen to pass through,The plastic lens wraps itself over the cornea
pdtb-wsj_0214-1-r,wsj_0214,6,then,else,flips it to second,scoops up a groundball
pdtb-wsj_1147-7-r,wsj_1147,7,upon,else,Mr. Panetta demanded the costs be fully counted,Going to the well of the chamber
pdtb-wsj_1500-11-r,wsj_1500,8,then,else,"Combined with at least some rebound in exports after August's unexpected decline, the deficit could narrow to as little as #1.3 billion","However, Mr. Dillow said he believes that a reduction in raw material stockbuilding by industry could lead to a sharp drop in imports"
pdtb-wsj_1939-8-r,wsj_1939,9,then,else,He helped persuade 10 of these senators to support him and Majority Leader George Mitchell on these grounds,"As a result, he took the lead in arguing that the cut should be blocked on procedural grounds"
pdtb-wsj_0012-12-r,wsj_0012,0,then,else,"$340,000 in 1990","spent $325,000 in 1989"
pdtb-wsj_1567-52-r,wsj_1567,1,then,else,punish those investment advisers who broke the rules,"set minimum standards for competence, ethics and finances"
pdtb-wsj_1319-41-r,wsj_1319,2,while,sync,striking an alliance with current management,take only a minority stake
pdtb-wsj_2058-35-r,wsj_2058,3,eventually,else,"Yesterday, the number grew to 40","that, on Monday, about four computer centers were affected"
pdtb-wsj_2265-27-r,wsj_2265,4,meanwhile,sync,December silver was up 2.3 cents an ounce at $5.163,"The more active December delivery gold settled with a gain of $3.90 an ounce at $371.20, after trading as high as $374"
pdtb-wsj_1467-28-r,wsj_1467,5,while,sync,Sweating under the glare of newly installed television lights,British members of Parliament demanded a halt to the experimental televising of debates
pdtb-wsj_0089-32-r,wsj_0089,6,while,sync,"Totally absorbed, the ringers stare straight ahead, using peripheral vision (they call it ""rope-sight"") to watch the other ropes and thus time their pulls","No one speaks, and the snaking of the ropes seems to make as much sound as the bells themselves, muffled by the ceiling"
pdtb-wsj_2059-34-r,wsj_2059,7,then,else,"on hearing that it was Bunny Lasker, responded: ""Well, your bunny has a good nose",asked Mr. Freeman who his source was
pdtb-wsj_0336-6-r,wsj_0336,8,while,sync,Second-tier companies are receiving even less per ton,"Major steel producers are selling cold rolled sheet steel at about $370 a ton, compared with a peak price of $520 a ton in 1988"
pdtb-wsj_1505-46-r,wsj_1505,9,while,sync,South African gold stocks closed moderately lower,"Prices were lower in Frankfurt, Zurich, Paris and Amsterdam"
pdtb-wsj_0085-8-r,wsj_0085,0,previously,else,So it goes in the competitive world of consumer banking these days,"For nearly a decade, banks have competed for customers primarily with the interest rates they pay on their deposits and charge on their loans"
pdtb-wsj_1852-25-r,wsj_1852,1,then,else,learned that they would have to await a required inspection by the city in order to turn the power back on at the company's two main facilities there,came to work at 5 a.m. PDT -- many on foot because of uncertain road and traffic conditions --
pdtb-wsj_0771-38-r,wsj_0771,2,while,sync,Writing in the Harvard International Review,"he says that his committee approves covert operations only when there's a ""consensus"
pdtb-wsj_0336-0-r,wsj_0336,3,then,else,whether other major steelmakers will follow suit,"whether the increase, effective Jan. 1, 1990, will stick"
pdtb-wsj_0467-13-r,wsj_0467,4,then,else,closed it three years later,"started the Philadelphia Journal, a daily tabloid, in 1977"
pdtb-wsj_0149-28-r,wsj_0149,5,earlier,else,Mr. Steinberg is thought to be on friendly terms with UAL's Mr. Wolf,The investor was instrumental in tapping Mr. Wolf to run the air cargo unit of Tiger International Inc
pdtb-wsj_1208-35-r,wsj_1208,6,at the same time,sync,program trades on the Big Board were routed into a special computer that scans for order imbalances,S&P futures trading was halted
pdtb-wsj_0453-1-r,wsj_0453,7,meanwhile,sync,Breaking into the raucous Chicago Bears-Cleveland Browns match during last week's Monday night football game,it was nothing but simple block letters superimposed on the TV screen
pdtb-wsj_2041-59-r,wsj_2041,8,meanwhile,sync,not giving us any support,taking the farmers' bread
pdtb-wsj_0786-15-r,wsj_0786,9,while,sync,waiting for a congressional tax ruling,extending its offer four times
pdtb-wsj_1916-21-r,wsj_1916,0,then,else,completed in 1957,designed in the mid-1940s
pdtb-wsj_1131-48-r,wsj_1131,1,then,else,paying it back when the student graduates,putting the loan in the bank
pdtb-wsj_1870-143-r,wsj_1870,2,while,sync,"As onlookers stand behind barricades, helmeted firemen and building inspectors survey rows of nearby buildings that were twisted from their foundations and seem on the verge of collapse","From the air, ribbons of yellow fire hose carry water from the bay to high-pressure nozzles trained on the site"
pdtb-wsj_2205-34-r,wsj_2205,3,then,else,punched a button to call up on his screen other dealers' price quotes,"targeted 7,500 shares of Reuters"
pdtb-wsj_0725-5-r,wsj_0725,4,while,sync,hanging by his hands from a ladder,One roustabout bounces his weight on a three-foot wrench to loosen a stuck fitting
pdtb-wsj_1131-39-r,wsj_1131,5,then,else,eliminate aspects that provide the subsidy,separate these two competing objectives
pdtb-wsj_0284-2-r,wsj_0284,6,previously,else,"As a result, Judge John F. Keenan of New York ordered Mrs. Marcos to turn over to the court all pleadings and documents she may have filed in foreign countries in opposition to U.S. requests for evidence",Mrs. Marcos had claimed that she didn't have to turn over the documents because she was brought here involuntarily and because providing the materials would violate her marital privilege
pdtb-wsj_0465-61-r,wsj_0465,7,when,sync,"The team used a battery of the newly developed ""gene probes,"" snippets of genetic material that can track a gene's presence in a cell","a scientific team led by molecular geneticist Webster Cavenee, then at the University of Utah, found the answer"
pdtb-wsj_2100-38-r,wsj_2100,8,then,else,"Callers will be sent educational booklets, and the call's modest cost will be an immediate method of raising money",viewers will be given a 900 number to call
pdtb-wsj_1411-47-r,wsj_1411,9,then,else,took refuge in an office,got lost on the expansive ranch during an early visit
pdtb-wsj_2210-44-r,wsj_2210,0,as,sync,"Attracted by low prices and encouraged by New York's performance, they scooped up equities across the board","It was big institutions such as Norwich Union Insurance Group, Scottish Amicable Investment Managers and Standard Life Assurance Co. that spearheaded the rally"
pdtb-wsj_2239-74-r,wsj_2239,1,meanwhile,sync,"Federal Home Loan Mortgage Corp. 9% securities were at 97 1/4, down 3/4","10% securities were at 102 2/32, off 24/32"
pdtb-wsj_1436-27-r,wsj_1436,2,then,else,uses the money to provide moderate and low-cost housing in the community -- now running into the hundreds of units -- as well as commercial and industrial development projects,receives 60% of the profits from the Vermont-Slauson Center
pdtb-wsj_2300-51-r,wsj_2300,3,subsequently,else,Without the guidepost of stock-index futures -- the barometer of where traders think the overall stock market is headed -- many traders were afraid to trust stock prices quoted on the Big Board,"As a result, the link between the futures and stock markets ripped apart"
pdtb-wsj_0051-7-r,wsj_0051,4,then,else,won a tie-breaking lottery,made the same bid
pdtb-wsj_2112-54-r,wsj_2112,5,then,else,suddenly he'd leap from behind some statue of Marshall onto Cap's chest,he used to lay in wait for Cap
pdtb-wsj_1057-107-r,wsj_1057,6,then,else,grab millions of new viewers,cut through the clutter of cable and VCRs
pdtb-wsj_0400-22-r,wsj_0400,7,while,sync,"The latest 10-year notes ended at about 100 16/ 32 to yield 7.90%, compared with 100 11/32 to yield 7.93% on Friday","The benchmark 30-year bond ended at 102 7/32 to yield 7.92%, compared with Friday's price of 102 2/32 to yield 7.93%"
pdtb-wsj_1650-20-r,wsj_1650,8,later,else,The magazine was overhauled with the aid of American magazine design gurus Milton Glaser and Walter Bernard,"When Keizaikai launched Business Tokyo in 1987, it appealed to a more multinational audience"
pdtb-wsj_1302-76-r,wsj_1302,9,finally,else,"Things wind down at about 4:30 p.m., just in time for afternoon tea",A two-hour lunch break follows
pdtb-wsj_2059-33-r,wsj_2059,0,then,else,Mr. Siegel asked Mr. Freeman who his source was,"After placing orders to sell, Mr. Freeman called Martin Siegel, an investment banker at Kidder, Peabody & Co., who was advising on the deal, to confirm these rumors"
pdtb-wsj_1121-20-r,wsj_1121,1,while,sync,"Ghost towns dot the Namib dunes, proving diamonds aren't forever",The mining zone has thus remained one of the most desolate places in Africa
pdtb-wsj_1939-1-r,wsj_1939,2,then,else,advised him that the Dow Jones Industrial Average had declined by 190 points late that afternoon,called Sen. Bill Bradley of New Jersey
pdtb-wsj_1303-30-r,wsj_1303,3,while,sync,Exhausted,I got into a taxicab
pdtb-wsj_2169-3-r,wsj_2169,4,then,else,"On Friday, trading in practically every issue ground to a halt as potential buyers fled and brokerage firms were unwilling to provide bid and offer prices for most issues",No trading existed for the vast majority of junk bonds
pdtb-wsj_0037-69-r,wsj_0037,5,previously,else,The Thai cabinet endorsed Finance Minister Pramual Sabhavasu's proposal to build a $19 million conference center for a joint meeting of the World Bank and International Monetary Fund two years from now,"The meeting was going to be held at the Central Plaza Hotel, but the government balked at the hotel's conditions for undertaking necessary expansion"
pdtb-wsj_1640-2-r,wsj_1640,6,then,else,share it with their own companies,steal information from U.S. companies
pdtb-wsj_1206-11-r,wsj_1206,7,then,else,"selling them for $1.3 billion to a new entity that was 45%-owned by KKR and 55%-owned by Gillett Corp., which now operates the SCI TV stations","In 1987, KKR for the second time piled debt onto Storer's TV stations"
pdtb-wsj_1379-1-r,wsj_1379,8,then,else,"Days later, the thieves returned and dug out more, this time adding insult to injury","Edward Carlson awoke one morning last month to find eight holes in his front yard where his prized miniature palms, called cycads, once stood"
pdtb-wsj_0102-27-r,wsj_0102,9,then,else,will travel to eight other Soviet cities,opened in September in Moscow
pdtb-wsj_0041-49-r,wsj_0041,0,then,else,"A voice says, ""C'mon, now, don't you have boyfriends",the ad suggested that she was recalling an unpleasant courtroom ordeal
pdtb-wsj_1789-24-r,wsj_1789,1,while,sync,greeting a visitor to his office,"I'm the secretary-general, if there is one,"" he says"
pdtb-wsj_0462-12-r,wsj_0462,2,then,else,rising in later years,starting at 16.75% annually
pdtb-wsj_1550-29-r,wsj_1550,3,then,else,The experiment was stopped briefly to change an instrument,"On the fourth ""run"" with the borrowed rod, the experiment began producing excess heat"
pdtb-wsj_1629-14-r,wsj_1629,4,before that,else,the chief executive himself now pays 20% of the cost of his health benefits,the company used to pay 100%
pdtb-wsj_2112-26-r,wsj_2112,5,then,else,put more of the Navy and Marines under it,invent a new unified command every year or so run by the Army or the Air Force
