id,fold,label,target,text
subjlex-7724,1,neg,,unlawfulness
subjlex-7684,2,pos,,unforgettable
subjlex-7635,3,pos,,understanding
subjlex-5001,4,neg,,mockery
subjlex-1683,5,neg,,degrading
subjlex-315,6,pos,,amiable
subjlex-3866,7,neg,,inadequate
subjlex-6621,8,neg,,shallow
subjlex-7295,9,neu,,taste
subjlex-4647,0,pos,,lively
subjlex-5655,1,neg,,poisonous
subjlex-7533,2,pos,,true
subjlex-2809,3,neg,,fateful
subjlex-3380,4,neg,,hamstrung
subjlex-3741,5,neg,,impair
subjlex-7425,6,pos,,tolerably
subjlex-6475,7,neg,,scandals
subjlex-1570,8,pos,,daydream
subjlex-3994,9,neg,,indignity
subjlex-7595,0,neg,,unbelievably
subjlex-6161,1,neg,,reluctant
subjlex-3980,2,neg,,indeterminable
subjlex-6671,3,neg,,shrew
subjlex-2702,4,neg,,extremists
subjlex-5691,5,neg,,posturing
subjlex-4420,6,pos,,joyfully
subjlex-1048,7,pos,,celebrated
subjlex-7310,8,neg,,temper
subjlex-161,9,pos,,adulate
subjlex-2800,0,pos,,fastest-growing
subjlex-6868,1,pos,,soundness
subjlex-1920,2,neg,,disaccord
subjlex-1367,3,neg,,consume
subjlex-8030,4,neg,,wariness
subjlex-6857,5,neg,,sore
subjlex-7460,6,neg,,tragedy
subjlex-6385,7,neg,,rue
subjlex-6304,8,pos,,revive
subjlex-6576,9,pos,,sensation
subjlex-4582,0,neg,,lessen
subjlex-7927,1,pos,,viable
subjlex-3875,2,neg,,inappropriate
subjlex-1554,3,pos,,daringly
subjlex-2755,4,neg,,falsify
subjlex-5061,5,neg,,mudslinger
subjlex-8000,6,neg,,vomit
subjlex-2863,7,neg,,fell
subjlex-4383,8,neg,,irritation
subjlex-8056,9,neg,,weep
subjlex-7259,0,neg,,swoon
subjlex-3765,1,neg,,imperfectly
subjlex-3919,2,neg,,incomprehension
subjlex-6166,3,pos,,remarkable
subjlex-825,4,neg,,bloodthirsty
subjlex-2153,5,neg,,distortion
subjlex-7454,6,neu,,touches
subjlex-6162,7,neg,,reluctantly
subjlex-2454,8,pos,,enhancement
subjlex-1204,9,pos,,commodious
subjlex-5680,0,neu,,position
subjlex-3703,1,pos,,illumine
subjlex-7671,2,neg,,unexplained
subjlex-2174,3,neg,,disturbingly
subjlex-5445,4,neu,,particularly
subjlex-936,5,neg,,brusque
subjlex-6549,6,neg,,self-criticism
subjlex-5879,7,pos,,prosper
subjlex-2367,8,pos,,electrify
subjlex-5963,9,neg,,racism
subjlex-6160,0,neg,,reluctance
subjlex-8178,1,pos,,worthwhile
subjlex-6204,2,neg,,repression
subjlex-8052,3,neg,,wedge
subjlex-609,4,pos,,backbone
subjlex-1086,5,neg,,chasten
subjlex-6732,6,neg,,skepticism
subjlex-4911,7,neg,,mindlessly
subjlex-6913,8,neg,,split
subjlex-710,9,pos,,benefactor
subjlex-1250,0,pos,,compromise
subjlex-2637,1,neg,,exhort
subjlex-3881,2,neg,,inarticulate
subjlex-8161,3,neg,,worry
subjlex-1323,4,neg,,congested
subjlex-7528,5,neg,,troubling
subjlex-5405,6,pos,,pacifists
subjlex-925,7,neg,,bristle
subjlex-1545,8,pos,,dance
subjlex-1521,9,neg,,curse
subjlex-7398,0,neu,,thus
subjlex-4850,1,neg,,meddlesome
subjlex-3179,2,pos,,generosity
subjlex-4685,3,neg,,loveless
subjlex-3805,4,neg,,imposing
subjlex-5742,5,pos,,preferable
subjlex-6346,6,pos,,rightfully
subjlex-5007,7,pos,,modern
subjlex-2097,8,neg,,disregard
subjlex-2756,9,neg,,falter
subjlex-7053,0,neg,,stranger
subjlex-3262,1,pos,,goodwill
subjlex-6677,2,neg,,shrill
subjlex-6151,3,pos,,relevance
subjlex-6648,4,neg,,shirk
subjlex-4590,5,pos,,leverage
subjlex-4757,6,pos,,magnificently
subjlex-1513,7,neg,,culpable
subjlex-1962,8,neg,,discomfort
subjlex-6391,9,neg,,ruinous
subjlex-6278,0,neg,,retaliatory
subjlex-899,1,neg,,brazenness
subjlex-6180,2,pos,,renaissance
subjlex-6742,3,neg,,skittish
subjlex-3606,4,pos,,hug
subjlex-389,5,neg,,anxiously
subjlex-2632,6,pos,,exhaustively
subjlex-1718,7,neu,,demand
subjlex-2915,8,neg,,fissures
subjlex-5932,9,neg,,puzzlement
subjlex-2850,0,neu,,felt
subjlex-4725,1,neg,,lurking
subjlex-3519,2,pos,,heroic
subjlex-703,3,neg,,belligerent
subjlex-4055,4,neg,,inescapably
subjlex-70,5,pos,,acclaim
subjlex-7192,6,pos,,support
subjlex-4687,7,neg,,lovelorn
subjlex-8144,8,pos,,wonderful
subjlex-5908,9,neg,,pugnacious
subjlex-352,0,pos,,animated
subjlex-7116,1,pos,,suave
subjlex-2166,2,neg,,distrust
subjlex-369,3,neg,,anti-Israeli
subjlex-1930,4,neg,,disagreeably
subjlex-3999,5,neg,,indiscreetly
subjlex-7379,6,neg,,threaten
subjlex-2510,7,neg,,enviously
subjlex-7057,8,neu,,strength
subjlex-2971,9,neg,,foolhardy
subjlex-5271,0,neg,,omission
subjlex-6871,1,neu,,sovereignty
subjlex-3998,2,neg,,indiscreet
subjlex-5101,3,neu,,nature
subjlex-2380,4,neu,,else
subjlex-2260,5,pos,,dreams
subjlex-1453,6,neu,,covetingly
subjlex-6816,7,neg,,smutty
subjlex-4129,8,pos,,ingratiatingly
subjlex-6651,9,neg,,shiver
subjlex-3163,0,neg,,game
subjlex-1211,1,pos,,compact
subjlex-1186,2,pos,,comfort
subjlex-7284,3,neu,,tall
subjlex-6058,4,neg,,recessionary
subjlex-144,5,neg,,admonish
subjlex-5592,6,neg,,pity
subjlex-2412,7,neg,,emptiness
subjlex-5305,8,neg,,oppressiveness
subjlex-2897,9,pos,,fiery
subjlex-4772,0,neg,,malevolent
subjlex-465,1,pos,,arresting
subjlex-2757,2,pos,,famed
subjlex-414,3,neg,,appalling
subjlex-5053,4,neg,,mourner
subjlex-6738,5,pos,,skillful
subjlex-6838,6,pos,,soft-spoken
subjlex-3289,7,pos,,gratefully
subjlex-5654,8,neg,,poison
subjlex-1676,9,neg,,defy
subjlex-4726,0,pos,,lush
subjlex-7523,1,neg,,troublemaker
subjlex-2502,2,pos,,entreat
subjlex-7135,3,pos,,subtle
subjlex-2554,4,pos,,euphorically
subjlex-1427,5,neg,,corrode
subjlex-672,6,pos,,beautifully
subjlex-930,7,neg,,broken-hearted
subjlex-6952,8,neg,,stagnation
subjlex-1645,9,neg,,defame
subjlex-1931,0,neg,,disagreement
subjlex-4282,1,pos,,intimacy
subjlex-6546,2,neg,,self-coup
subjlex-2684,3,neg,,extinguish
subjlex-1404,4,pos,,convenient
subjlex-1861,5,pos,,devote
subjlex-4828,6,pos,,masters
subjlex-4468,7,pos,,kind
subjlex-3711,8,neu,,imagination
subjlex-1297,9,neg,,confess
subjlex-3766,0,pos,,imperial
subjlex-6518,1,neg,,screech
subjlex-6578,2,neg,,sensationalize
subjlex-7704,3,neg,,unimportant
subjlex-4974,4,neg,,misrepresent
subjlex-501,5,neu,,assessments
subjlex-4124,6,pos,,ingenuously
subjlex-4629,7,neu,,likelihood
subjlex-141,8,pos,,admission
subjlex-3463,9,pos,,headway
subjlex-1911,0,neg,,dire
subjlex-7565,1,neg,,ugliness
subjlex-2179,2,neg,,divide
subjlex-1221,3,pos,,competence
subjlex-8173,4,pos,,worth-while
subjlex-6786,5,neg,,sly
subjlex-4752,6,pos,,magnanimously
subjlex-6394,7,neg,,rumor
subjlex-1194,8,pos,,commendably
subjlex-1503,9,neg,,cruelties
subjlex-436,0,neg,,apprehensions
subjlex-6810,1,neg,,smouldering
subjlex-5156,2,pos,,nobly
subjlex-620,3,neg,,balk
subjlex-8210,4,pos,,yearning
subjlex-1592,5,neg,,debatable
subjlex-3011,6,pos,,fortuitously
subjlex-3938,7,neg,,inconstant
subjlex-774,8,neg,,bitterness
subjlex-6773,9,neg,,slime
subjlex-7176,0,pos,,sunny
subjlex-3831,1,neg,,imprison
subjlex-7986,2,pos,,vitality
subjlex-7193,3,pos,,support
subjlex-6077,4,pos,,reconciliation
subjlex-3116,5,pos,,fun
subjlex-5588,6,neg,,pitifully
subjlex-7955,7,neg,,villainous
subjlex-4045,8,neg,,inequalities
subjlex-2858,9,pos,,feisty
subjlex-3170,0,neg,,gauche
subjlex-5112,1,pos,,necessarily
subjlex-3515,2,neg,,heresy
subjlex-1201,3,neu,,comment
subjlex-2651,4,neg,,expensive
subjlex-8162,5,neg,,worry
subjlex-3715,6,neg,,imbalance
subjlex-6851,7,pos,,solidarity
subjlex-5146,8,pos,,nice
subjlex-5482,9,pos,,peacekeepers
subjlex-1091,0,neg,,cheapen
subjlex-299,1,pos,,amazingly
subjlex-7848,2,pos,,upscale
subjlex-7678,3,pos,,unfazed
subjlex-7895,4,pos,,vast
subjlex-3951,5,neu,,increasingly
subjlex-7829,6,neg,,upbraid
subjlex-3174,7,neg,,geezer
subjlex-3899,8,pos,,inclination
subjlex-5760,9,pos,,press
subjlex-494,0,pos,,assent
subjlex-2901,1,neg,,figurehead
subjlex-7468,2,neg,,tramp
subjlex-883,3,pos,,brains
subjlex-2806,4,neg,,fatalistic
subjlex-1395,5,pos,,contribution
subjlex-783,6,neg,,blame
subjlex-6283,7,neg,,retreat
subjlex-621,8,neg,,banal
subjlex-6297,9,neg,,revengefully
subjlex-3600,0,neg,,hothouse
subjlex-1994,1,pos,,discriminatingly
subjlex-1783,2,pos,,desire
subjlex-1257,3,pos,,comrades
subjlex-7294,4,pos,,taste
subjlex-3992,5,neg,,indignation
subjlex-5228,6,neg,,obsolete
subjlex-3514,7,pos,,herald
subjlex-6689,8,neg,,sick
subjlex-1370,9,neg,,contaminate
subjlex-5564,0,neg,,petty
subjlex-5454,1,neg,,passive
subjlex-6969,2,neu,,stands
subjlex-3087,3,neg,,frivolous
subjlex-234,4,neg,,agonizing
subjlex-1984,5,neg,,discouragingly
subjlex-4218,6,pos,,inspire
subjlex-1416,7,pos,,cooperative
subjlex-4991,8,neg,,misunderstanding
subjlex-3408,9,neg,,hardheaded
subjlex-6984,0,neu,,statements
subjlex-5426,1,neg,,pandemonium
subjlex-3387,2,neg,,haphazard
subjlex-2997,3,pos,,forgiveness
subjlex-5687,4,neu,,possibly
subjlex-4999,5,neg,,mock
subjlex-5670,6,neu,,ponder
subjlex-4760,7,pos,,majesty
subjlex-5506,8,neg,,perfidity
subjlex-737,9,pos,,best-performing
subjlex-7229,0,neg,,suspect
subjlex-4471,1,pos,,kindness
subjlex-6676,2,neg,,shrill
subjlex-5420,3,neg,,pale
subjlex-7845,4,neg,,uproarous
subjlex-1871,5,neg,,diabolical
subjlex-5378,6,neg,,overrun
subjlex-80,7,pos,,accordance
subjlex-2369,8,pos,,elegant
subjlex-7446,9,neg,,tortuous
subjlex-852,0,neg,,bombardment
subjlex-4091,1,neg,,infernal
subjlex-6388,2,neg,,ruin
subjlex-2752,3,neg,,false
subjlex-4548,4,pos,,lean
subjlex-811,5,neg,,blindside
subjlex-4848,6,neg,,meanness
subjlex-1717,7,neu,,demand
subjlex-7450,8,pos,,tradition
subjlex-145,9,neg,,admonisher
subjlex-5769,0,neu,,presumably
subjlex-5109,1,neg,,nebulous
subjlex-5070,2,neg,,murderous
subjlex-303,3,pos,,ambitious
subjlex-6909,4,neu,,splayed-finger
subjlex-2991,5,neg,,forget
subjlex-7924,6,neg,,vexation
subjlex-6142,7,neu,,relations
subjlex-8085,8,neg,,whatever
subjlex-3682,9,neg,,ill-sorted
subjlex-1751,0,neg,,deploringly
subjlex-3282,1,pos,,grand
subjlex-2072,2,neg,,disparaging
subjlex-2475,3,pos,,enrich
subjlex-3945,4,neg,,incorrect
subjlex-3285,5,neg,,grapple
subjlex-1170,6,pos,,cohesive
subjlex-4207,7,pos,,insistently
subjlex-281,8,pos,,alluringly
subjlex-3652,9,neg,,idiocies
subjlex-3445,0,neg,,hatefully
subjlex-3730,1,neg,,imminent
subjlex-2165,2,neg,,distressingly
subjlex-1533,3,neg,,damage
subjlex-528,4,neu,,astronomic
subjlex-3402,5,neg,,hard-liner
subjlex-5554,6,neg,,pervert
subjlex-247,7,neg,,ail
subjlex-4632,8,neu,,likewise
subjlex-660,9,neg,,battleground
subjlex-257,0,neg,,alarmingly
subjlex-7607,1,pos,,uncommon
subjlex-6931,2,pos,,spur
subjlex-3255,3,neg,,goddamn
subjlex-5121,4,neg,,needlessly
subjlex-2612,5,neg,,exclude
subjlex-3464,6,pos,,heady
subjlex-6850,7,pos,,solidarity
subjlex-7525,8,neg,,troublesome
subjlex-1447,9,pos,,courtesy
subjlex-3031,0,pos,,frank
subjlex-16,1,neg,,abhors
subjlex-1247,2,neu,,comprehend
subjlex-3056,3,neg,,frenetic
subjlex-2245,4,neg,,drama
subjlex-2840,5,pos,,feasible
subjlex-5793,6,neu,,primary
subjlex-158,7,neg,,adrift
subjlex-6225,8,neg,,repulsively
subjlex-5184,9,neu,,nuances
subjlex-1797,0,neg,,despise
subjlex-5715,1,neu,,pray
subjlex-4822,2,pos,,master
subjlex-4946,3,neg,,miserableness
subjlex-1781,4,pos,,desire
subjlex-7508,5,pos,,trim
subjlex-5660,6,pos,,polished
subjlex-6661,7,neg,,shortcoming
subjlex-854,8,neg,,bombastic
subjlex-2432,9,pos,,endorsement
subjlex-5587,0,neg,,pitiful
subjlex-3074,1,pos,,friends
subjlex-1865,2,pos,,devout
subjlex-2426,3,neg,,encroachment
subjlex-6938,4,pos,,squarely
subjlex-1766,5,neg,,derision
subjlex-5166,6,neg,,nosey
subjlex-5498,7,neu,,perceptions
subjlex-7789,8,neg,,unsophisticated
subjlex-3897,9,neg,,inclement
subjlex-496,0,pos,,assertions
subjlex-3399,1,neg,,hard
subjlex-650,2,neg,,bastard
subjlex-347,3,neg,,angry
subjlex-1771,4,neg,,desecrate
subjlex-2543,5,pos,,esteem
subjlex-4366,6,pos,,irresistibly
subjlex-6980,7,neg,,starvation
subjlex-6502,8,neg,,scold
subjlex-4112,9,neg,,infringe
subjlex-39,0,neg,,abscond
subjlex-588,1,pos,,awe
subjlex-2134,2,neg,,dissolute
subjlex-248,3,neg,,ailment
subjlex-4766,4,neg,,malcontent
subjlex-2231,5,neg,,downgrade
subjlex-5483,6,neg,,peculiar
subjlex-6081,7,pos,,recover
subjlex-7224,8,pos,,survival
subjlex-3336,9,pos,,groundbreaking
subjlex-6206,0,neg,,repressive
subjlex-7134,1,pos,,substantive
subjlex-4854,2,neg,,melancholy
subjlex-3843,3,pos,,improvise
subjlex-5813,4,pos,,pro-peace
subjlex-289,5,neg,,although
subjlex-406,6,pos,,apostle
subjlex-4461,7,neg,,kick
subjlex-7656,8,neg,,uneasily
subjlex-7628,9,neg,,underestimate
subjlex-5873,0,neg,,proscriptions
subjlex-3708,1,neg,,illusory
subjlex-6584,2,pos,,sense
subjlex-5775,3,neg,,pretence
subjlex-2273,4,neg,,drunkard
subjlex-7975,5,pos,,virtue
subjlex-487,6,pos,,aspirations
subjlex-2493,7,pos,,enticing
subjlex-2187,8,neg,,divisiveness
subjlex-3444,9,neg,,hateful
subjlex-304,0,pos,,ambitiously
subjlex-6289,1,pos,,revel
subjlex-1433,2,pos,,cost-effective
subjlex-1735,3,neg,,denial
subjlex-1333,4,pos,,conscientious
subjlex-2712,5,neg,,fabrication
subjlex-5698,6,neu,,power
subjlex-6543,7,neg,,seethe
subjlex-253,8,neg,,alarm
subjlex-6530,9,neg,,second-class
subjlex-3983,0,neu,,indication
subjlex-3720,1,pos,,immaculately
subjlex-5270,2,neg,,ominously
subjlex-2856,3,neg,,feign
subjlex-6430,4,pos,,salutary
subjlex-274,5,neu,,alliances
subjlex-6064,6,pos,,recognition
subjlex-5333,7,neg,,outmoded
subjlex-3591,8,neg,,hostilities
subjlex-194,9,pos,,affection
subjlex-3105,0,neg,,fudge
subjlex-5447,1,neg,,partisan
subjlex-7823,2,neg,,unwise
subjlex-3223,3,pos,,glimmering
subjlex-5706,4,pos,,pragmatic
subjlex-741,5,neg,,betrayal
subjlex-7297,6,neg,,taunt
subjlex-4447,7,pos,,justifiably
subjlex-7263,8,neg,,sympathetic
subjlex-3921,9,neg,,inconceivably
subjlex-7056,0,pos,,streamlined
subjlex-24,1,pos,,abilities
subjlex-5856,2,pos,,promoter
subjlex-7223,3,neg,,surrender
subjlex-3593,4,neg,,hostility
subjlex-3558,5,pos,,honor
subjlex-4469,6,pos,,kindly
subjlex-4163,7,pos,,innovative
subjlex-1136,8,pos,,clearer
subjlex-5295,9,neg,,oppose
subjlex-837,0,neg,,blurt
subjlex-7485,1,neg,,traumatize
subjlex-3460,2,neg,,headache
subjlex-1875,3,neg,,diatribes
subjlex-991,4,neg,,calumnies
subjlex-1535,5,neg,,damaging
subjlex-7098,6,pos,,stunning
subjlex-958,7,neg,,bully
subjlex-8008,8,neg,,wallow
subjlex-93,9,neg,,accusing
subjlex-5091,0,neg,,narrower
subjlex-359,1,neg,,annoyingly
subjlex-6271,2,pos,,restraint
subjlex-4693,3,neg,,low-rated
subjlex-311,4,pos,,amenable
subjlex-1273,5,neg,,concession
subjlex-5731,6,pos,,precisely
subjlex-210,7,pos,,afloat
subjlex-1437,8,neg,,counterproductive
subjlex-7589,9,neg,,unavoidable
subjlex-3507,0,pos,,help
subjlex-7867,1,neg,,usurp
subjlex-6029,2,neu,,reactions
subjlex-8180,3,neu,,would
subjlex-2674,4,neg,,expropriation
subjlex-3529,5,neu,,high
subjlex-5458,6,neg,,pathetic
subjlex-4557,7,neg,,lecherous
subjlex-6652,8,neg,,shock
subjlex-2226,9,neg,,downbeat
subjlex-3990,0,neg,,indignant
subjlex-2453,1,pos,,enhanced
subjlex-1614,2,pos,,decency
subjlex-7921,3,neg,,veto
subjlex-1896,4,neg,,dilemma
subjlex-2296,5,neg,,dwindle
subjlex-5973,6,neg,,radical
subjlex-5431,7,neg,,paradoxical
subjlex-3963,8,neg,,indecisively
subjlex-2564,9,pos,,everlasting
subjlex-5679,0,neu,,position
subjlex-2329,1,pos,,educated
subjlex-3324,2,neg,,gripe
subjlex-821,3,neg,,blockhead
subjlex-4513,4,pos,,large
subjlex-1182,5,pos,,comeback
subjlex-4927,6,neg,,misbegotten
subjlex-6983,7,neu,,statements
subjlex-5875,8,pos,,prospect
subjlex-1001,9,pos,,capable
subjlex-4533,0,pos,,law-abiding
subjlex-130,1,pos,,adherent
subjlex-5620,2,pos,,pleased
subjlex-5165,3,pos,,normal
subjlex-802,4,neg,,blemish
subjlex-6449,5,neg,,sardonically
subjlex-7856,6,pos,,upward
subjlex-2532,7,neg,,erroneous
subjlex-8208,8,neu,,yeah
subjlex-2366,9,pos,,electrification
subjlex-746,0,pos,,better-known
subjlex-8044,1,neg,,weaknesses
subjlex-3988,2,neg,,indifferent
subjlex-5652,3,pos,,poised
subjlex-1295,4,pos,,conducive
subjlex-6510,5,neg,,scoundrel
subjlex-5390,6,neg,,overtaxed
subjlex-5936,7,pos,,qualified
subjlex-4843,8,neg,,meager
subjlex-7089,9,neg,,stubbornness
subjlex-1726,0,neg,,demolisher
subjlex-1847,1,neg,,devastation
subjlex-4541,2,neg,,lax
subjlex-6643,3,pos,,shimmering
subjlex-4658,4,pos,,logical
subjlex-2460,5,pos,,enlighten
subjlex-1960,6,neg,,discomfit
subjlex-6985,7,neg,,static
subjlex-7591,8,pos,,unbiased
subjlex-1732,9,neg,,demoralizing
subjlex-5217,0,neg,,obscenely
subjlex-2667,1,neu,,expression
subjlex-4993,2,neg,,misunderstandings
subjlex-6774,3,neg,,sloppy
subjlex-1743,4,neu,,dependent
subjlex-860,5,pos,,boom
subjlex-7767,6,neg,,unrelenting
subjlex-7391,7,pos,,thrive
subjlex-5643,8,pos,,plush
subjlex-3026,9,neg,,fragile
subjlex-6049,0,pos,,reassurance
subjlex-2063,1,neg,,disorder
subjlex-2874,2,pos,,fervidly
subjlex-1872,3,neg,,diabolically
subjlex-2552,4,pos,,euphoria
subjlex-7124,5,neg,,submissive
subjlex-984,6,neg,,callous
subjlex-5616,7,neg,,pleas
subjlex-2066,8,neg,,disorderly
subjlex-2215,9,neg,,dope
subjlex-3958,0,neg,,indecency
subjlex-1517,1,pos,,cure-all
subjlex-2339,2,pos,,effortless
subjlex-4286,3,neg,,intimidate
subjlex-2392,4,pos,,embrace
subjlex-6921,5,neg,,spooky
subjlex-3039,6,neg,,fraudulent
subjlex-1596,7,neg,,debauchery
subjlex-6854,8,pos,,soothe
subjlex-2099,9,neg,,disreputable
subjlex-7009,0,neg,,stiff
subjlex-224,1,pos,,agile
subjlex-4644,2,neg,,little
subjlex-3913,3,neg,,incompetence
subjlex-4823,4,pos,,masterful
subjlex-639,5,neg,,barbarously
subjlex-6221,6,neg,,repulse
subjlex-4205,7,pos,,insistence
subjlex-4532,8,pos,,lavishly
subjlex-3027,9,neg,,fragile
subjlex-5505,0,neg,,perfidious
subjlex-1348,1,neg,,conspicuous
subjlex-4414,2,pos,,jollify
subjlex-6395,3,neg,,rumor
subjlex-4604,4,pos,,liberation
subjlex-5640,5,neg,,ploy
subjlex-7693,6,neg,,ungovernable
subjlex-6149,7,neg,,relentlessness
subjlex-843,8,neg,,boil
subjlex-6169,9,pos,,reminiscent
subjlex-3952,0,pos,,incredible
subjlex-2579,1,neg,,exaggeration
subjlex-7622,2,neg,,undecided
subjlex-1669,3,pos,,deflationary
subjlex-6044,4,pos,,reason
subjlex-8095,5,pos,,white
subjlex-4031,6,neg,,inefficacy
subjlex-4131,7,neu,,inherent
subjlex-1439,8,neg,,coupists
subjlex-2370,9,pos,,elegantly
subjlex-32,0,neg,,abomination
subjlex-4727,1,neu,,lust
subjlex-3112,2,pos,,full-fledged
subjlex-2023,3,neg,,dishonest
subjlex-1964,4,neg,,disconcert
subjlex-3954,5,neg,,incredulous
subjlex-5039,6,neg,,mortify
subjlex-7852,7,neg,,upsetting
subjlex-1901,8,neg,,dim
subjlex-7337,9,neg,,terribly
subjlex-1759,0,neg,,depressing
subjlex-3036,1,neg,,fraternize
subjlex-4318,2,neg,,invalidity
subjlex-4130,3,neg,,ingratitude
subjlex-4017,4,pos,,indubitable
subjlex-6940,5,neg,,squirm
subjlex-1353,6,neg,,conspiracy
subjlex-3256,7,pos,,godlike
subjlex-3136,8,neg,,fusty
subjlex-6970,9,neg,,standstill
subjlex-6176,0,neg,,remorseless
subjlex-1508,1,pos,,crusade
subjlex-1976,2,neg,,discontinuity
subjlex-6911,3,pos,,splendidly
subjlex-8106,4,neg,,wildly
subjlex-2219,5,neg,,doubt
subjlex-6351,6,pos,,rights
subjlex-3050,7,neg,,frazzled
subjlex-1879,8,neu,,difference
subjlex-6622,9,neg,,sham
subjlex-4250,0,pos,,integral
subjlex-6614,1,pos,,sexy
subjlex-1017,2,neg,,careless
subjlex-7123,3,pos,,sublime
subjlex-1586,4,neg,,dearth
subjlex-4867,5,neg,,mendacious
subjlex-4492,6,neg,,lackeys
subjlex-2107,7,neg,,disrespecting
subjlex-6604,8,neg,,sermonize
subjlex-6824,9,neg,,sneaky
subjlex-2217,0,pos,,dotingly
subjlex-244,1,pos,,agreement
subjlex-4316,2,neg,,invalid
subjlex-5418,3,pos,,palatable
subjlex-7732,4,neg,,unnatural
subjlex-2492,5,pos,,entice
subjlex-7653,6,neg,,undue
subjlex-1070,7,neu,,chant
subjlex-6175,8,neg,,remorsefully
subjlex-4651,9,neg,,loathe
subjlex-5161,0,pos,,non-violent
subjlex-2077,1,neg,,dispiritedly
subjlex-6740,2,neg,,skimpy
subjlex-1804,3,neg,,despondency
subjlex-5647,4,neu,,point
subjlex-6771,5,pos,,slim
subjlex-673,6,pos,,beautify
subjlex-4415,7,pos,,jolly
subjlex-6318,8,pos,,rewardingly
subjlex-2916,9,neg,,fist
subjlex-2609,0,pos,,exciting
subjlex-8031,1,neg,,waste
subjlex-1624,2,neg,,declaim
subjlex-5290,3,neu,,opinions
subjlex-4761,4,neu,,major
subjlex-2588,5,neg,,exasperate
subjlex-633,6,neg,,barbaric
subjlex-4477,7,neg,,knock
subjlex-2930,8,neg,,flakey
