pairid,split
00196_15#00196_15_6,train
00196_15#00196_15_7,train
00196_15#00196_15_8,train
00196_15#00196_15_9,train
00246_7#00246_7_1,train
00246_7#00246_7_2,train
00246_7#00246_7_3,train
00246_7#00246_7_4,train
00246_7#00246_7_5,train
00246_7#00246_7_7,train
00246_7#00246_7_8,train
00458_4#00458_4_1,train
00458_4#00458_4_2,train
00458_4#00458_4_3,train
00458_4#00458_4_4,train
00458_4#00458_4_5,train
00458_4#00458_4_6,train
00458_4#00458_4_7,train
00458_4#00458_4_8,train
00458_4#00458_4_9,train
00460_7#00460_7_1,train
00460_7#00460_7_2,train
00460_7#00460_7_3,train
00460_7#00460_7_4,train
00460_7#00460_7_5,train
00460_7#00460_7_6,train
00460_7#00460_7_7,train
00460_7#00460_7_8,train
00460_7#00460_7_9,train
00505_5#00505_5_1,train
00505_5#00505_5_3,train
00505_5#00505_5_4,train
00505_5#00505_5_6,train
00505_5#00505_5_7,train
00648_5#00648_5_1,train
00648_5#00648_5_2,train
00648_5#00648_5_3,train
00648_5#00648_5_4,train
00696_6#00696_6_1,train
00696_6#00696_6_10,train
00696_6#00696_6_11,train
00696_6#00696_6_12,train
00696_6#00696_6_13,train
00696_6#00696_6_15,train
00696_6#00696_6_2,train
00696_6#00696_6_3,train
00696_6#00696_6_5,train
00696_6#00696_6_6,train
00696_6#00696_6_7,train
00696_6#00696_6_9,train
00767_4#00767_4_1,train
00767_4#00767_4_2,train
00767_4#00767_4_3,train
00767_4#00767_4_4,train
00767_4#00767_4_5,train
00767_4#00767_4_6,train
00767_4#00767_4_7,train
00817_3#00817_3_1,train
00817_3#00817_3_2,train
00817_3#00817_3_3,train
00817_3#00817_3_4,train
00817_3#00817_3_5,train
00817_3#00817_3_6,train
00817_3#00817_3_7,train
00817_3#00817_3_8,train
00817_3#00817_3_9,train
00827_5#00827_5_1,train
00827_5#00827_5_10,train
00827_5#00827_5_2,train
00827_5#00827_5_3,train
00827_5#00827_5_4,train
00827_5#00827_5_5,train
00827_5#00827_5_6,train
00827_5#00827_5_7,train
00827_5#00827_5_8,train
00827_5#00827_5_9,train
00841_2#00841_2_10,train
00841_2#00841_2_12,train
00841_2#00841_2_2,train
00841_2#00841_2_4,train
00841_2#00841_2_5,train
00841_2#00841_2_6,train
00841_2#00841_2_7,train
00841_2#00841_2_8,train
00841_2#00841_2_9,train
00842_1#00842_1_1,train
00842_1#00842_1_2,train
00842_1#00842_1_3,train
00842_1#00842_1_4,train
00930_3#00930_3_1,train
00930_3#00930_3_3,train
00930_3#00930_3_4,train
00930_3#00930_3_5,train
00981_4#00981_4_1,train
00981_4#00981_4_2,train
00981_4#00981_4_3,train
00981_4#00981_4_4,train
00982_4#00982_4_1,train
00982_4#00982_4_2,train
00982_4#00982_4_3,train
01296_4#01296_4_1,train
01296_4#01296_4_2,train
01296_4#01296_4_3,train
01296_4#01296_4_4,train
00084_2#00084_2_1,train
00084_2#00084_2_2,train
00084_2#00084_2_3,train
00113_6#00113_6_1,train
00113_6#00113_6_2,train
00113_6#00113_6_3,train
00113_6#00113_6_4,train
00113_6#00113_6_5,train
00175_5#00175_5_2,train
00175_5#00175_5_3,train
00175_5#00175_5_4,train
00175_5#00175_5_5,train
00175_5#00175_5_6,train
00178_2#00178_2_1,train
00178_2#00178_2_2,train
00178_2#00178_2_3,train
00178_2#00178_2_4,train
00231_6#00231_6_1,train
00231_6#00231_6_10,train
00231_6#00231_6_2,train
00231_6#00231_6_3,train
00231_6#00231_6_4,train
00231_6#00231_6_5,train
00231_6#00231_6_6,train
00231_6#00231_6_7,train
00231_6#00231_6_8,train
00231_6#00231_6_9,train
00247_1#00247_1_1,train
00247_1#00247_1_10,train
00247_1#00247_1_12,train
00247_1#00247_1_13,train
00247_1#00247_1_14,train
00247_1#00247_1_2,train
00247_1#00247_1_3,train
00247_1#00247_1_4,train
00247_1#00247_1_6,train
00247_1#00247_1_7,train
00247_1#00247_1_8,train
00247_1#00247_1_9,train
00275_2#00275_2_1,train
00275_2#00275_2_2,train
00275_2#00275_2_3,train
00275_2#00275_2_4,train
00290_6#00290_6_1,train
00290_6#00290_6_2,train
00290_6#00290_6_3,train
00290_6#00290_6_4,train
00324_7#00324_7_1,train
00324_7#00324_7_2,train
00324_7#00324_7_3,train
00324_7#00324_7_4,train
00324_7#00324_7_5,train
00465_4#00465_4_1,train
00465_4#00465_4_2,train
00465_4#00465_4_3,train
00494_4#00494_4_1,train
00494_4#00494_4_2,train
00494_4#00494_4_3,train
00494_4#00494_4_4,train
00494_4#00494_4_5,train
00494_4#00494_4_6,train
00596_1#00596_1_1,train
00596_1#00596_1_2,train
00596_1#00596_1_3,train
00596_1#00596_1_4,train
00596_1#00596_1_5,train
00596_1#00596_1_6,train
00607_5#00607_5_1,train
00607_5#00607_5_2,train
00607_5#00607_5_3,train
00607_5#00607_5_4,train
00607_5#00607_5_5,train
00607_5#00607_5_6,train
00607_5#00607_5_7,train
00695_10#00695_10_1,train
00695_10#00695_10_10,train
00695_10#00695_10_11,train
00695_10#00695_10_12,train
00695_10#00695_10_13,train
00695_10#00695_10_14,train
00695_10#00695_10_15,train
00695_10#00695_10_16,train
00695_10#00695_10_17,train
00695_10#00695_10_18,train
00695_10#00695_10_19,train
00695_10#00695_10_2,train
00695_10#00695_10_20,train
00695_10#00695_10_21,train
00695_10#00695_10_3,train
00695_10#00695_10_4,train
00695_10#00695_10_5,train
00695_10#00695_10_6,train
00695_10#00695_10_7,train
00695_10#00695_10_8,train
00695_10#00695_10_9,train
00758_8#00758_8_1,train
00758_8#00758_8_2,train
00758_8#00758_8_3,train
00758_8#00758_8_4,train
00758_8#00758_8_5,train
00758_8#00758_8_6,train
00758_8#00758_8_7,train
00758_8#00758_8_8,train
00758_8#00758_8_9,train
00836_2#00836_2_1,train
00836_2#00836_2_2,train
00836_2#00836_2_3,train
00836_2#00836_2_4,train
00836_2#00836_2_5,train
00836_2#00836_2_6,train
00836_2#00836_2_7,train
00841_4#00841_4_3,train
00841_4#00841_4_5,train
00841_4#00841_4_6,train
00841_4#00841_4_7,train
00865_9#00865_9_1,train
00865_9#00865_9_2,train
00865_9#00865_9_3,train
00886_2#00886_2_1,train
00886_2#00886_2_3,train
00886_2#00886_2_4,train
00886_2#00886_2_5,train
00926_9#00926_9_1,train
00926_9#00926_9_2,train
00926_9#00926_9_3,train
00926_9#00926_9_4,train
00926_9#00926_9_5,train
00926_9#00926_9_6,train
01073_7#01073_7_1,train
01073_7#01073_7_2,train
01073_7#01073_7_3,train
01073_7#01073_7_4,train
01211_5#01211_5_1,train
01211_5#01211_5_2,train
01211_5#01211_5_3,train
00070_5#00070_5_1,train
00070_5#00070_5_2,train
00070_5#00070_5_3,train
00070_5#00070_5_4,train
00290_4#00290_4_1,train
00290_4#00290_4_2,train
00290_4#00290_4_5,train
00290_4#00290_4_6,train
00290_4#00290_4_7,train
00290_4#00290_4_8,train
00567_1#00567_1_1,train
00567_1#00567_1_11,train
00567_1#00567_1_2,train
00567_1#00567_1_3,train
00567_1#00567_1_4,train
00567_1#00567_1_5,train
00567_1#00567_1_6,train
00567_1#00567_1_7,train
00567_1#00567_1_8,train
00567_1#00567_1_9,train
00702_4#00702_4_1,train
00702_4#00702_4_4,train
00702_4#00702_4_5,train
00793_4#00793_4_1,train
00793_4#00793_4_2,train
00793_4#00793_4_3,train
00793_4#00793_4_4,train
00793_4#00793_4_5,train
00793_4#00793_4_6,train
00793_4#00793_4_7,train
00793_4#00793_4_8,train
00817_2#00817_2_1,train
00817_2#00817_2_2,train
00817_2#00817_2_3,train
00817_2#00817_2_4,train
00817_2#00817_2_5,train
00827_4#00827_4_1,train
00827_4#00827_4_10,train
00827_4#00827_4_11,train
00827_4#00827_4_2,train
00827_4#00827_4_3,train
00827_4#00827_4_4,train
00827_4#00827_4_5,train
00827_4#00827_4_6,train
00827_4#00827_4_7,train
00827_4#00827_4_8,train
00827_4#00827_4_9,train
00982_8#00982_8_1,train
00982_8#00982_8_2,train
00982_8#00982_8_3,train
00982_8#00982_8_4,train
00982_8#00982_8_5,train
01073_2#01073_2_1,train
01073_2#01073_2_10,train
01073_2#01073_2_2,train
01073_2#01073_2_3,train
01073_2#01073_2_4,train
01073_2#01073_2_5,train
01073_2#01073_2_6,train
01073_2#01073_2_7,train
01073_2#01073_2_8,train
01073_2#01073_2_9,train
01211_2#01211_2_1,train
01211_2#01211_2_2,train
01211_2#01211_2_3,train
01211_2#01211_2_4,train
01211_2#01211_2_5,train
01211_2#01211_2_7,train
01211_2#01211_2_8,train
01211_2#01211_2_9,train
01238_3#01238_3_1,train
01238_3#01238_3_2,train
01238_3#01238_3_3,train
01238_3#01238_3_4,train
01238_3#01238_3_5,train
00112_9#00112_9_1,train
00112_9#00112_9_2,train
00112_9#00112_9_3,train
00112_9#00112_9_4,train
00167_2#00167_2_1,train
00167_2#00167_2_2,train
00167_2#00167_2_3,train
00167_2#00167_2_4,train
00167_2#00167_2_5,train
00167_2#00167_2_6,train
00167_2#00167_2_7,train
00257_15#00257_15_1,train
00257_15#00257_15_10,train
00257_15#00257_15_11,train
00257_15#00257_15_12,train
00257_15#00257_15_13,train
00257_15#00257_15_14,train
00257_15#00257_15_15,train
00257_15#00257_15_17,train
00257_15#00257_15_18,train
00257_15#00257_15_2,train
00257_15#00257_15_20,train
00257_15#00257_15_21,train
00257_15#00257_15_22,train
00257_15#00257_15_23,train
00257_15#00257_15_25,train
00257_15#00257_15_26,train
00257_15#00257_15_27,train
00257_15#00257_15_28,train
00257_15#00257_15_29,train
00257_15#00257_15_30,train
00257_15#00257_15_31,train
00257_15#00257_15_32,train
00257_15#00257_15_33,train
00257_15#00257_15_35,train
00257_15#00257_15_36,train
00257_15#00257_15_37,train
00257_15#00257_15_4,train
00257_15#00257_15_42,train
00257_15#00257_15_43,train
00257_15#00257_15_46,train
00257_15#00257_15_47,train
00257_15#00257_15_48,train
00257_15#00257_15_49,train
00257_15#00257_15_5,train
00257_15#00257_15_50,train
00257_15#00257_15_51,train
00257_15#00257_15_6,train
00257_15#00257_15_7,train
00257_15#00257_15_8,train
00257_15#00257_15_9,train
00324_2#00324_2_1,train
00324_2#00324_2_2,train
00324_2#00324_2_3,train
00324_2#00324_2_4,train
00353_3#00353_3_1,train
00353_3#00353_3_2,train
00353_3#00353_3_3,train
00543_2#00543_2_1,train
00543_2#00543_2_2,train
00543_2#00543_2_4,train
00543_2#00543_2_5,train
00543_2#00543_2_7,train
00543_2#00543_2_8,train
00543_2#00543_2_9,train
00563_8#00563_8_1,train
00563_8#00563_8_2,train
00563_8#00563_8_3,train
00563_8#00563_8_4,train
00695_5#00695_5_1,train
00695_5#00695_5_10,train
00695_5#00695_5_11,train
00695_5#00695_5_2,train
00695_5#00695_5_3,train
00695_5#00695_5_4,train
00695_5#00695_5_5,train
00695_5#00695_5_6,train
00695_5#00695_5_7,train
00695_5#00695_5_8,train
00695_5#00695_5_9,train
00767_2#00767_2_1,train
00767_2#00767_2_2,train
00767_2#00767_2_3,train
00767_2#00767_2_4,train
00767_2#00767_2_5,train
00767_2#00767_2_6,train
00797_1#00797_1_1,train
00797_1#00797_1_2,train
00797_1#00797_1_3,train
00797_1#00797_1_4,train
00797_1#00797_1_5,train
01002_1#01002_1_1,train
01002_1#01002_1_10,train
01002_1#01002_1_11,train
01002_1#01002_1_12,train
01002_1#01002_1_13,train
01002_1#01002_1_14,train
01002_1#01002_1_2,train
01002_1#01002_1_3,train
01002_1#01002_1_4,train
01002_1#01002_1_5,train
01002_1#01002_1_6,train
01002_1#01002_1_7,train
01002_1#01002_1_8,train
01002_1#01002_1_9,train
01002_8#01002_8_1,train
01002_8#01002_8_10,train
01002_8#01002_8_11,train
01002_8#01002_8_2,train
01002_8#01002_8_3,train
01002_8#01002_8_4,train
01002_8#01002_8_5,train
01002_8#01002_8_6,train
01002_8#01002_8_7,train
01002_8#01002_8_8,train
01002_8#01002_8_9,train
01087_2#01087_2_1,train
01087_2#01087_2_2,train
01087_2#01087_2_3,train
01087_2#01087_2_4,train
01087_2#01087_2_5,train
01087_2#01087_2_6,train
01087_2#01087_2_7,train
01101_1#01101_1_1,train
01101_1#01101_1_10,train
01101_1#01101_1_11,train
01101_1#01101_1_2,train
01101_1#01101_1_3,train
01101_1#01101_1_4,train
01101_1#01101_1_5,train
01101_1#01101_1_6,train
01101_1#01101_1_7,train
01101_1#01101_1_8,train
01101_1#01101_1_9,train
01151_5#01151_5_1,train
01151_5#01151_5_10,train
01151_5#01151_5_11,train
01151_5#01151_5_2,train
01151_5#01151_5_3,train
01151_5#01151_5_4,train
01151_5#01151_5_5,train
01151_5#01151_5_6,train
01151_5#01151_5_7,train
01151_5#01151_5_8,train
01151_5#01151_5_9,train
00049_1#00049_1_1,train
00049_1#00049_1_2,train
00049_1#00049_1_3,train
00049_1#00049_1_4,train
00049_1#00049_1_5,train
00049_1#00049_1_6,train
00049_1#00049_1_7,train
00049_1#00049_1_8,train
00071_6#00071_6_1,train
00071_6#00071_6_2,train
00071_6#00071_6_3,train
00071_6#00071_6_4,train
00071_6#00071_6_5,train
00071_6#00071_6_6,train
00146_1#00146_1_1,train
00146_1#00146_1_2,train
00146_1#00146_1_3,train
00146_1#00146_1_4,train
00146_1#00146_1_5,train
00183_4#00183_4_1,train
00183_4#00183_4_2,train
00183_4#00183_4_3,train
00183_4#00183_4_4,train
00183_4#00183_4_5,train
00230_4#00230_4_1,train
00230_4#00230_4_10,train
00230_4#00230_4_2,train
00230_4#00230_4_3,train
00230_4#00230_4_4,train
00230_4#00230_4_5,train
00230_4#00230_4_6,train
00230_4#00230_4_7,train
00230_4#00230_4_8,train
00230_4#00230_4_9,train
00272_1#00272_1_1,train
00272_1#00272_1_2,train
00272_1#00272_1_3,train
00272_1#00272_1_4,train
00272_1#00272_1_5,train
00290_3#00290_3_1,train
00290_3#00290_3_2,train
00290_3#00290_3_3,train
00439_5#00439_5_1,train
00439_5#00439_5_10,train
00439_5#00439_5_11,train
00439_5#00439_5_12,train
00439_5#00439_5_13,train
00439_5#00439_5_14,train
00439_5#00439_5_2,train
00439_5#00439_5_3,train
00439_5#00439_5_4,train
00439_5#00439_5_5,train
00439_5#00439_5_6,train
00439_5#00439_5_7,train
00439_5#00439_5_8,train
00439_5#00439_5_9,train
00578_10#00578_10_1,train
00578_10#00578_10_11,train
00578_10#00578_10_12,train
00578_10#00578_10_14,train
00578_10#00578_10_2,train
00578_10#00578_10_3,train
00578_10#00578_10_4,train
00578_10#00578_10_5,train
00578_10#00578_10_6,train
00578_10#00578_10_7,train
00578_10#00578_10_8,train
00578_10#00578_10_9,train
00586_10#00586_10_1,train
00586_10#00586_10_2,train
00586_10#00586_10_3,train
00666_1#00666_1_1,train
00666_1#00666_1_2,train
00666_1#00666_1_3,train
00666_1#00666_1_4,train
00666_1#00666_1_5,train
00666_1#00666_1_6,train
00666_1#00666_1_7,train
00677_4#00677_4_1,train
00677_4#00677_4_2,train
00677_4#00677_4_3,train
00677_4#00677_4_4,train
00979_2#00979_2_10,train
00979_2#00979_2_12,train
00979_2#00979_2_13,train
00979_2#00979_2_2,train
00979_2#00979_2_3,train
00979_2#00979_2_5,train
00979_2#00979_2_6,train
00982_3#00982_3_1,train
00982_3#00982_3_10,train
00982_3#00982_3_11,train
00982_3#00982_3_12,train
00982_3#00982_3_13,train
00982_3#00982_3_2,train
00982_3#00982_3_3,train
00982_3#00982_3_4,train
00982_3#00982_3_5,train
00982_3#00982_3_6,train
00982_3#00982_3_7,train
00982_3#00982_3_8,train
00982_3#00982_3_9,train
01066_6#01066_6_1,train
01066_6#01066_6_2,train
01066_6#01066_6_3,train
01066_6#01066_6_4,train
01066_6#01066_6_6,train
01066_6#01066_6_7,train
01066_6#01066_6_8,train
01087_2#01087_2_8,train
01151_13#01151_13_1,train
01151_13#01151_13_2,train
01151_13#01151_13_3,train
01151_13#01151_13_4,train
01151_13#01151_13_5,train
01151_13#01151_13_6,train
01278_4#01278_4_1,train
01278_4#01278_4_2,train
01278_4#01278_4_3,train
01278_4#01278_4_4,train
01278_4#01278_4_5,train
01278_4#01278_4_6,train
01278_4#01278_4_7,train
00007_14#00007_14_1,train
00007_14#00007_14_2,train
00007_14#00007_14_3,train
00007_14#00007_14_4,train
00007_14#00007_14_5,train
00016_15#00016_15_1,train
00016_15#00016_15_10,train
00016_15#00016_15_2,train
00016_15#00016_15_3,train
00016_15#00016_15_4,train
00016_15#00016_15_5,train
00016_15#00016_15_6,train
00016_15#00016_15_7,train
00016_15#00016_15_8,train
00016_15#00016_15_9,train
00181_6#00181_6_1,train
00181_6#00181_6_2,train
00181_6#00181_6_3,train
00187_6#00187_6_1,train
00187_6#00187_6_2,train
00187_6#00187_6_3,train
00187_6#00187_6_4,train
00246_2#00246_2_1,train
00246_2#00246_2_2,train
00246_2#00246_2_3,train
00246_2#00246_2_4,train
00272_3#00272_3_1,train
00272_3#00272_3_10,train
00272_3#00272_3_11,train
00272_3#00272_3_12,train
00272_3#00272_3_2,train
00272_3#00272_3_3,train
00272_3#00272_3_4,train
00272_3#00272_3_5,train
00272_3#00272_3_6,train
00272_3#00272_3_7,train
00272_3#00272_3_8,train
00272_3#00272_3_9,train
00397_9#00397_9_1,train
00397_9#00397_9_2,train
00397_9#00397_9_3,train
00586_2#00586_2_1,train
00586_2#00586_2_2,train
00586_2#00586_2_3,train
00758_2#00758_2_1,train
00758_2#00758_2_2,train
00758_2#00758_2_3,train
00758_2#00758_2_4,train
00767_6#00767_6_1,train
00767_6#00767_6_2,train
00767_6#00767_6_3,train
00767_6#00767_6_4,train
00767_6#00767_6_5,train
00767_6#00767_6_7,train
00767_6#00767_6_8,train
00865_4#00865_4_1,train
00865_4#00865_4_2,train
00865_4#00865_4_3,train
01030_1#01030_1_1,train
01030_1#01030_1_10,train
01030_1#01030_1_11,train
01030_1#01030_1_2,train
01030_1#01030_1_3,train
01030_1#01030_1_5,train
01030_1#01030_1_6,train
01030_1#01030_1_7,train
01030_1#01030_1_8,train
01030_1#01030_1_9,train
01101_7#01101_7_1,train
01101_7#01101_7_2,train
01101_7#01101_7_3,train
01132_7#01132_7_1,train
01132_7#01132_7_2,train
01132_7#01132_7_3,train
01194_1#01194_1_1,train
01194_1#01194_1_2,train
01194_1#01194_1_3,train
01194_1#01194_1_4,train
00007_14#00007_14_6,train
00007_14#00007_14_7,train
00009_2#00009_2_1,train
00009_2#00009_2_2,train
00009_2#00009_2_3,train
00113_9#00113_9_1,train
00113_9#00113_9_2,train
00113_9#00113_9_3,train
00113_9#00113_9_4,train
00113_9#00113_9_5,train
00113_9#00113_9_6,train
00113_9#00113_9_7,train
00187_1#00187_1_1,train
00187_1#00187_1_2,train
00187_1#00187_1_3,train
00187_1#00187_1_4,train
00262_3#00262_3_1,train
00262_3#00262_3_2,train
00262_3#00262_3_3,train
00460_18#00460_18_1,train
00460_18#00460_18_10,train
00460_18#00460_18_2,train
00460_18#00460_18_3,train
00460_18#00460_18_4,train
00460_18#00460_18_5,train
00460_18#00460_18_6,train
00460_18#00460_18_7,train
00460_18#00460_18_8,train
00460_18#00460_18_9,train
00474_1#00474_1_1,train
00474_1#00474_1_2,train
00474_1#00474_1_3,train
00474_1#00474_1_4,train
00474_1#00474_1_6,train
00474_1#00474_1_7,train
00474_1#00474_1_8,train
00496_8#00496_8_1,train
00496_8#00496_8_10,train
00496_8#00496_8_2,train
00496_8#00496_8_3,train
00496_8#00496_8_4,train
00496_8#00496_8_5,train
00496_8#00496_8_6,train
00496_8#00496_8_7,train
00496_8#00496_8_8,train
00496_8#00496_8_9,train
00505_8#00505_8_1,train
00505_8#00505_8_10,train
00505_8#00505_8_11,train
00505_8#00505_8_13,train
00505_8#00505_8_16,train
00505_8#00505_8_17,train
00505_8#00505_8_2,train
00505_8#00505_8_6,train
00505_8#00505_8_8,train
00553_3#00553_3_1,train
00553_3#00553_3_10,train
00553_3#00553_3_2,train
00553_3#00553_3_3,train
00553_3#00553_3_4,train
00553_3#00553_3_5,train
00553_3#00553_3_6,train
00553_3#00553_3_7,train
00553_3#00553_3_8,train
00553_3#00553_3_9,train
00568_7#00568_7_1,train
00568_7#00568_7_10,train
00568_7#00568_7_11,train
00568_7#00568_7_12,train
00568_7#00568_7_13,train
00568_7#00568_7_2,train
00568_7#00568_7_3,train
00568_7#00568_7_4,train
00568_7#00568_7_5,train
00568_7#00568_7_6,train
00568_7#00568_7_7,train
00568_7#00568_7_8,train
00568_7#00568_7_9,train
00603_13#00603_13_10,train
00603_13#00603_13_2,train
00603_13#00603_13_3,train
00603_13#00603_13_4,train
00603_13#00603_13_5,train
00603_13#00603_13_6,train
00603_13#00603_13_7,train
00603_13#00603_13_8,train
00603_13#00603_13_9,train
00607_10#00607_10_1,train
00607_10#00607_10_2,train
00607_10#00607_10_3,train
00643_4#00643_4_1,train
00643_4#00643_4_2,train
00643_4#00643_4_3,train
00691_4#00691_4_1,train
00691_4#00691_4_10,train
00691_4#00691_4_11,train
00691_4#00691_4_12,train
00691_4#00691_4_13,train
00691_4#00691_4_14,train
00691_4#00691_4_15,train
00691_4#00691_4_16,train
00691_4#00691_4_17,train
00691_4#00691_4_18,train
00691_4#00691_4_19,train
00691_4#00691_4_2,train
00691_4#00691_4_20,train
00691_4#00691_4_21,train
00691_4#00691_4_22,train
00691_4#00691_4_3,train
00691_4#00691_4_4,train
00691_4#00691_4_5,train
00691_4#00691_4_6,train
00691_4#00691_4_7,train
00691_4#00691_4_8,train
00691_4#00691_4_9,train
00758_7#00758_7_1,train
00758_7#00758_7_2,train
00758_7#00758_7_3,train
00856_3#00856_3_1,train
00856_3#00856_3_2,train
00856_3#00856_3_3,train
00856_3#00856_3_4,train
00856_3#00856_3_5,train
00856_3#00856_3_6,train
00856_3#00856_3_7,train
00901_3#00901_3_1,train
00901_3#00901_3_2,train
00901_3#00901_3_3,train
01012_2#01012_2_1,train
01012_2#01012_2_2,train
01012_2#01012_2_3,train
01012_2#01012_2_4,train
01030_6#01030_6_1,train
01030_6#01030_6_10,train
01030_6#01030_6_11,train
01030_6#01030_6_12,train
01030_6#01030_6_13,train
01030_6#01030_6_14,train
01030_6#01030_6_2,train
01030_6#01030_6_3,train
01030_6#01030_6_4,train
01030_6#01030_6_5,train
01030_6#01030_6_6,train
01030_6#01030_6_7,train
01030_6#01030_6_8,train
01030_6#01030_6_9,train
01295_1#01295_1_1,train
01295_1#01295_1_2,train
01295_1#01295_1_3,train
00070_8#00070_8_1,train
00070_8#00070_8_2,train
00070_8#00070_8_3,train
00070_8#00070_8_4,train
00112_10#00112_10_1,train
00112_10#00112_10_2,train
00112_10#00112_10_3,train
00112_10#00112_10_4,train
00112_10#00112_10_5,train
00115_3#00115_3_1,train
00115_3#00115_3_2,train
00115_3#00115_3_3,train
00115_3#00115_3_4,train
00115_3#00115_3_5,train
00126_2#00126_2_1,train
00126_2#00126_2_2,train
00126_2#00126_2_3,train
00126_2#00126_2_4,train
00146_2#00146_2_1,train
00146_2#00146_2_10,train
00146_2#00146_2_11,train
00146_2#00146_2_12,train
00146_2#00146_2_2,train
00146_2#00146_2_3,train
00146_2#00146_2_4,train
00146_2#00146_2_5,train
00146_2#00146_2_6,train
00146_2#00146_2_7,train
00146_2#00146_2_8,train
00146_2#00146_2_9,train
00196_16#00196_16_1,train
00196_16#00196_16_10,train
00196_16#00196_16_11,train
00196_16#00196_16_12,train
00196_16#00196_16_13,train
00196_16#00196_16_14,train
00196_16#00196_16_15,train
00196_16#00196_16_16,train
00196_16#00196_16_17,train
00196_16#00196_16_18,train
00196_16#00196_16_19,train
00196_16#00196_16_2,train
00196_16#00196_16_20,train
00196_16#00196_16_3,train
00196_16#00196_16_4,train
00196_16#00196_16_5,train
00196_16#00196_16_6,train
00196_16#00196_16_7,train
00196_16#00196_16_8,train
00196_16#00196_16_9,train
00446_8#00446_8_1,train
00446_8#00446_8_2,train
00446_8#00446_8_3,train
00446_8#00446_8_4,train
00654_3#00654_3_1,train
00654_3#00654_3_10,train
00654_3#00654_3_11,train
00654_3#00654_3_12,train
00654_3#00654_3_2,train
00654_3#00654_3_3,train
00654_3#00654_3_4,train
00654_3#00654_3_5,train
00654_3#00654_3_6,train
00654_3#00654_3_7,train
00654_3#00654_3_8,train
00654_3#00654_3_9,train
